event_id,game_id,date,team,player,seconds,start,pts,plus_minus,comment
CHI_2020_21_G001,0022000015,2020-12-23,CHI,Luke Kornet,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G001,0022000015,2020-12-23,CHI,Otto Porter Jr.,1402,0,14,-9,
CHI_2020_21_G001,0022000015,2020-12-23,CHI,Patrick Williams,1983,1,16,-23,
CHI_2020_21_G001,0022000015,2020-12-23,CHI,Ryan Arcidiacono,1175,0,5,6,
CHI_2020_21_G001,0022000015,2020-12-23,CHI,Tomas Satoransky,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G001,0022000015,2020-12-23,CHI,Wendell Carter Jr.,1546,1,6,-13,
CHI_2020_21_G001,0022000015,2020-12-23,CHI,Zach LaVine,1518,1,22,-26,
CHI_2020_21_G002,0022000026,2020-12-26,CHI,Adam Mokoka,299,0,0,-2,
CHI_2020_21_G002,0022000026,2020-12-26,CHI,Chandler Hutchison,451,0,2,2,
CHI_2020_21_G002,0022000026,2020-12-26,CHI,Coby White,1497,1,12,-16,
CHI_2020_21_G002,0022000026,2020-12-26,CHI,Cristiano Felicio,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G002,0022000026,2020-12-26,CHI,Daniel Gafford,717,0,3,-3,
CHI_2020_21_G002,0022000026,2020-12-26,CHI,Denzel Valentine,774,0,11,-10,
CHI_2020_21_G002,0022000026,2020-12-26,CHI,Garrett Temple,1191,0,6,7,
CHI_2020_21_G002,0022000026,2020-12-26,CHI,Lauri Markkanen,1629,1,16,-15,
CHI_2020_21_G002,0022000026,2020-12-26,CHI,Luke Kornet,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G002,0022000026,2020-12-26,CHI,Otto Porter Jr.,1147,0,10,-6,
CHI_2020_21_G002,0022000026,2020-12-26,CHI,Patrick Williams,1324,1,9,-14,
CHI_2020_21_G002,0022000026,2020-12-26,CHI,Ryan Arcidiacono,506,0,5,3,
CHI_2020_21_G002,0022000026,2020-12-26,CHI,Tomas Satoransky,1494,0,6,-1,
CHI_2020_21_G002,0022000026,2020-12-26,CHI,Wendell Carter Jr.,1641,1,9,-20,
CHI_2020_21_G002,0022000026,2020-12-26,CHI,Zach LaVine,1730,1,17,-20,
CHI_2020_21_G002,0022000026,2020-12-26,IND,Aaron Holiday,1136,0,6,7,
CHI_2020_21_G002,0022000026,2020-12-26,IND,Cassius Stanley,125,0,2,3,
CHI_2020_21_G002,0022000026,2020-12-26,IND,Domantas Sabonis,2036,1,22,16,
CHI_2020_21_G002,0022000026,2020-12-26,IND,Doug McDermott,1328,0,12,6,
CHI_2020_21_G002,0022000026,2020-12-26,IND,JaKarr Sampson,125,0,0,3,
CHI_2020_21_G002,0022000026,2020-12-26,IND,Jalen Lecque,125,0,0,3,
CHI_2020_21_G002,0022000026,2020-12-26,IND,Justin Holiday,1885,0,5,3,
CHI_2020_21_G002,0022000026,2020-12-26,IND,Kelan Martin,125,0,2,3,
CHI_2020_21_G002,0022000026,2020-12-26,IND,Malcolm Brogdon,1732,1,18,8,
CHI_2020_21_G002,0022000026,2020-12-26,IND,Myles Turner,1513,1,9,15,
CHI_2020_21_G002,0022000026,2020-12-26,IND,T.J. McConnell,1148,0,4,11,
CHI_2020_21_G002,0022000026,2020-12-26,IND,T.J. Warren,1619,1,23,9,
CHI_2020_21_G002,0022000026,2020-12-26,IND,Victor Oladipo,1503,1,22,8,
CHI_2020_21_G003,0022000038,2020-12-27,CHI,Adam Mokoka,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G003,0022000038,2020-12-27,CHI,Chandler Hutchison,1167,0,7,4,
CHI_2020_21_G003,0022000038,2020-12-27,CHI,Coby White,2138,1,20,-7,
CHI_2020_21_G003,0022000038,2020-12-27,CHI,Cristiano Felicio,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G003,0022000038,2020-12-27,CHI,Daniel Gafford,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G003,0022000038,2020-12-27,CHI,Denzel Valentine,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G003,0022000038,2020-12-27,CHI,Garrett Temple,1168,0,2,-7,
CHI_2020_21_G003,0022000038,2020-12-27,CHI,Lauri Markkanen,1755,1,23,13,
CHI_2020_21_G003,0022000038,2020-12-27,CHI,Luke Kornet,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G003,0022000038,2020-12-27,CHI,Otto Porter Jr.,1245,0,12,-2,
CHI_2020_21_G003,0022000038,2020-12-27,CHI,Patrick Williams,1581,1,6,6,
CHI_2020_21_G003,0022000038,2020-12-27,CHI,Ryan Arcidiacono,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G003,0022000038,2020-12-27,CHI,Tomas Satoransky,1370,0,3,-3,
CHI_2020_21_G003,0022000038,2020-12-27,CHI,Wendell Carter Jr.,1888,1,22,-4,
CHI_2020_21_G003,0022000038,2020-12-27,CHI,Zach LaVine,2088,1,33,-5,
CHI_2020_21_G003,0022000038,2020-12-27,GSW,Andrew Wiggins,2186,1,19,2,
CHI_2020_21_G003,0022000038,2020-12-27,GSW,Brad Wanamaker,864,0,2,-3,
CHI_2020_21_G003,0022000038,2020-12-27,GSW,Damion Lee,1237,0,12,11,
CHI_2020_21_G003,0022000038,2020-12-27,GSW,Eric Paschall,1147,0,15,-13,
CHI_2020_21_G003,0022000038,2020-12-27,GSW,James Wiseman,1357,1,7,-4,
CHI_2020_21_G003,0022000038,2020-12-27,GSW,Jordan Poole,805,0,10,-10,
CHI_2020_21_G003,0022000038,2020-12-27,GSW,Juan Toscano-Anderson,1153,1,5,-2,
CHI_2020_21_G003,0022000038,2020-12-27,GSW,Kelly Oubre Jr.,1818,1,8,9,
CHI_2020_21_G003,0022000038,2020-12-27,GSW,Kent Bazemore,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G003,0022000038,2020-12-27,GSW,Kevon Looney,1013,0,8,12,
CHI_2020_21_G003,0022000038,2020-12-27,GSW,Mychal Mulder,634,0,7,0,
CHI_2020_21_G003,0022000038,2020-12-27,GSW,Stephen Curry,2186,1,36,3,
CHI_2020_21_G004,0022000050,2020-12-29,CHI,Chandler Hutchison,385,0,2,-2,
CHI_2020_21_G004,0022000050,2020-12-29,CHI,Coby White,2217,1,18,10,
CHI_2020_21_G004,0022000050,2020-12-29,CHI,Cristiano Felicio,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G004,0022000050,2020-12-29,CHI,Daniel Gafford,391,0,3,-1,
CHI_2020_21_G004,0022000050,2020-12-29,CHI,Denzel Valentine,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G004,0022000050,2020-12-29,CHI,Garrett Temple,1716,0,12,14,
CHI_2020_21_G004,0022000050,2020-12-29,CHI,Lauri Markkanen,1155,1,9,-2,
CHI_2020_21_G004,0022000050,2020-12-29,CHI,Luke Kornet,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G004,0022000050,2020-12-29,CHI,Otto Porter Jr.,1761,0,16,-3,
CHI_2020_21_G004,0022000050,2020-12-29,CHI,Patrick Williams,1221,1,12,1,
CHI_2020_21_G004,0022000050,2020-12-29,CHI,Ryan Arcidiacono,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G004,0022000050,2020-12-29,CHI,Thaddeus Young,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G004,0022000050,2020-12-29,CHI,Tomas Satoransky,1206,0,10,-2,
CHI_2020_21_G004,0022000050,2020-12-29,CHI,Wendell Carter Jr.,2051,1,10,14,
CHI_2020_21_G004,0022000050,2020-12-29,CHI,Zach LaVine,2297,1,23,11,
CHI_2020_21_G004,0022000050,2020-12-29,WAS,Anthony Gill,206,0,3,-1,
CHI_2020_21_G004,0022000050,2020-12-29,WAS,Anzejs Pasecniks,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G004,0022000050,2020-12-29,WAS,Bradley Beal,2191,1,29,-12,
CHI_2020_21_G004,0022000050,2020-12-29,WAS,Davis Bertans,1576,0,20,6,
CHI_2020_21_G004,0022000050,2020-12-29,WAS,Deni Avdija,1579,1,9,-5,
CHI_2020_21_G004,0022000050,2020-12-29,WAS,Garrison Mathews,26,0,0,3,
CHI_2020_21_G004,0022000050,2020-12-29,WAS,Isaac Bonga,950,1,0,-4,
CHI_2020_21_G004,0022000050,2020-12-29,WAS,Ish Smith,1275,0,4,-10,
CHI_2020_21_G004,0022000050,2020-12-29,WAS,Jerome Robinson,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G004,0022000050,2020-12-29,WAS,Moritz Wagner,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G004,0022000050,2020-12-29,WAS,Raul Neto,884,0,2,-11,
CHI_2020_21_G004,0022000050,2020-12-29,WAS,Robin Lopez,813,0,6,0,
CHI_2020_21_G004,0022000050,2020-12-29,WAS,Russell Westbrook,2263,1,21,3,
CHI_2020_21_G004,0022000050,2020-12-29,WAS,Thomas Bryant,2012,1,13,-11,
CHI_2020_21_G004,0022000050,2020-12-29,WAS,Troy Brown Jr.,626,0,0,2,
CHI_2020_21_G005,0022000063,2020-12-31,CHI,Adam Mokoka,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G005,0022000063,2020-12-31,CHI,Coby White,2410,1,16,14,
CHI_2020_21_G005,0022000063,2020-12-31,CHI,Cristiano Felicio,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G005,0022000063,2020-12-31,CHI,Daniel Gafford,1336,0,15,23,
CHI_2020_21_G005,0022000063,2020-12-31,CHI,Denzel Valentine,899,0,3,4,
CHI_2020_21_G005,0022000063,2020-12-31,CHI,Devon Dotson,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G005,0022000063,2020-12-31,CHI,Garrett Temple,1704,0,8,-3,
CHI_2020_21_G005,0022000063,2020-12-31,CHI,Luke Kornet,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G005,0022000063,2020-12-31,CHI,Otto Porter Jr.,1855,1,28,0,
CHI_2020_21_G005,0022000063,2020-12-31,CHI,Patrick Williams,1104,1,10,-15,
CHI_2020_21_G005,0022000063,2020-12-31,CHI,Thaddeus Young,1622,0,15,19,
CHI_2020_21_G005,0022000063,2020-12-31,CHI,Wendell Carter Jr.,1378,1,16,-24,
CHI_2020_21_G005,0022000063,2020-12-31,CHI,Zach LaVine,2093,1,22,-3,
CHI_2020_21_G005,0022000063,2020-12-31,WAS,Anthony Gill,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G005,0022000063,2020-12-31,WAS,Bradley Beal,2093,1,28,3,
CHI_2020_21_G005,0022000063,2020-12-31,WAS,Davis Bertans,1289,0,3,-18,
CHI_2020_21_G005,0022000063,2020-12-31,WAS,Deni Avdija,1472,1,6,5,
CHI_2020_21_G005,0022000063,2020-12-31,WAS,Garrison Mathews,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G005,0022000063,2020-12-31,WAS,Isaac Bonga,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G005,0022000063,2020-12-31,WAS,Ish Smith,476,0,0,-6,
CHI_2020_21_G005,0022000063,2020-12-31,WAS,Jerome Robinson,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G005,0022000063,2020-12-31,WAS,Moritz Wagner,447,0,5,0,
CHI_2020_21_G005,0022000063,2020-12-31,WAS,Raul Neto,1307,0,15,3,
CHI_2020_21_G005,0022000063,2020-12-31,WAS,Robin Lopez,379,0,0,-6,
CHI_2020_21_G005,0022000063,2020-12-31,WAS,Rui Hachimura,1513,1,17,13,
CHI_2020_21_G005,0022000063,2020-12-31,WAS,Russell Westbrook,2359,1,22,-10,
CHI_2020_21_G005,0022000063,2020-12-31,WAS,Thomas Bryant,2054,1,28,3,
CHI_2020_21_G005,0022000063,2020-12-31,WAS,Troy Brown Jr.,1010,0,6,-2,
CHI_2020_21_G006,0022000073,2021-01-01,CHI,Adam Mokoka,597,0,4,-2,
CHI_2020_21_G006,0022000073,2021-01-01,CHI,Coby White,1731,1,12,-21,
CHI_2020_21_G006,0022000073,2021-01-01,CHI,Cristiano Felicio,378,0,0,-2,
CHI_2020_21_G006,0022000073,2021-01-01,CHI,Daniel Gafford,937,0,5,-14,
CHI_2020_21_G006,0022000073,2021-01-01,CHI,Denzel Valentine,1232,0,14,-3,
CHI_2020_21_G006,0022000073,2021-01-01,CHI,Devon Dotson,572,0,4,-2,
CHI_2020_21_G006,0022000073,2021-01-01,CHI,Garrett Temple,1172,0,4,-10,
CHI_2020_21_G006,0022000073,2021-01-01,CHI,Luke Kornet,435,0,2,0,
CHI_2020_21_G006,0022000073,2021-01-01,CHI,Otto Porter Jr.,1327,1,9,-25,
CHI_2020_21_G006,0022000073,2021-01-01,CHI,Patrick Williams,1526,1,8,-11,
CHI_2020_21_G006,0022000073,2021-01-01,CHI,Thaddeus Young,1354,0,6,-19,
CHI_2020_21_G006,0022000073,2021-01-01,CHI,Wendell Carter Jr.,1508,1,12,-16,
CHI_2020_21_G006,0022000073,2021-01-01,CHI,Zach LaVine,1631,1,16,-25,
CHI_2020_21_G006,0022000073,2021-01-01,MIL,Bobby Portis,1512,0,13,9,
CHI_2020_21_G006,0022000073,2021-01-01,MIL,Brook Lopez,956,1,9,13,
CHI_2020_21_G006,0022000073,2021-01-01,MIL,Bryn Forbes,1324,0,18,9,
CHI_2020_21_G006,0022000073,2021-01-01,MIL,D.J. Augustin,1129,0,0,14,
CHI_2020_21_G006,0022000073,2021-01-01,MIL,D.J. Wilson,567,0,3,2,
CHI_2020_21_G006,0022000073,2021-01-01,MIL,Donte DiVincenzo,1161,1,11,20,
CHI_2020_21_G006,0022000073,2021-01-01,MIL,Giannis Antetokounmpo,1666,1,29,31,
CHI_2020_21_G006,0022000073,2021-01-01,MIL,Jordan Nwora,597,0,7,2,
CHI_2020_21_G006,0022000073,2021-01-01,MIL,Jrue Holiday,1556,1,11,27,
CHI_2020_21_G006,0022000073,2021-01-01,MIL,Khris Middleton,1520,1,14,20,
CHI_2020_21_G006,0022000073,2021-01-01,MIL,Pat Connaughton,933,0,11,12,
CHI_2020_21_G006,0022000073,2021-01-01,MIL,Sam Merrill,572,0,0,2,
CHI_2020_21_G006,0022000073,2021-01-01,MIL,Thanasis Antetokounmpo,907,0,0,-11,
CHI_2020_21_G007,0022000090,2021-01-03,CHI,Adam Mokoka,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G007,0022000090,2021-01-03,CHI,Coby White,1970,1,23,7,
CHI_2020_21_G007,0022000090,2021-01-03,CHI,Cristiano Felicio,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G007,0022000090,2021-01-03,CHI,Daniel Gafford,1145,0,12,12,
CHI_2020_21_G007,0022000090,2021-01-03,CHI,Denzel Valentine,947,0,6,4,
CHI_2020_21_G007,0022000090,2021-01-03,CHI,Devon Dotson,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G007,0022000090,2021-01-03,CHI,Garrett Temple,1520,0,3,8,
CHI_2020_21_G007,0022000090,2021-01-03,CHI,Luke Kornet,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G007,0022000090,2021-01-03,CHI,Otto Porter Jr.,1718,1,15,-4,
CHI_2020_21_G007,0022000090,2021-01-03,CHI,Patrick Williams,1704,1,6,6,
CHI_2020_21_G007,0022000090,2021-01-03,CHI,Thaddeus Young,1706,0,7,13,
CHI_2020_21_G007,0022000090,2021-01-03,CHI,Wendell Carter Jr.,1370,1,7,-2,
CHI_2020_21_G007,0022000090,2021-01-03,CHI,Zach LaVine,2320,1,39,6,
CHI_2020_21_G007,0022000090,2021-01-03,DAL,Boban Marjanovic,429,0,6,-4,
CHI_2020_21_G007,0022000090,2021-01-03,DAL,Dorian Finney-Smith,2143,1,5,1,
CHI_2020_21_G007,0022000090,2021-01-03,DAL,Dwight Powell,1213,1,4,-1,
CHI_2020_21_G007,0022000090,2021-01-03,DAL,Jalen Brunson,2250,1,31,4,
CHI_2020_21_G007,0022000090,2021-01-03,DAL,James Johnson,722,0,2,-7,
CHI_2020_21_G007,0022000090,2021-01-03,DAL,Josh Green,18,0,0,-2,
CHI_2020_21_G007,0022000090,2021-01-03,DAL,Josh Richardson,2151,1,16,-7,
CHI_2020_21_G007,0022000090,2021-01-03,DAL,Luka Doncic,0,0,0,0,DND - Injury/Illness
CHI_2020_21_G007,0022000090,2021-01-03,DAL,Maxi Kleber,1715,0,16,-3,
CHI_2020_21_G007,0022000090,2021-01-03,DAL,Nate Hinton,18,0,0,-2,
CHI_2020_21_G007,0022000090,2021-01-03,DAL,Tim Hardaway Jr.,1984,1,13,-16,
CHI_2020_21_G007,0022000090,2021-01-03,DAL,Trey Burke,1037,0,7,-12,
CHI_2020_21_G007,0022000090,2021-01-03,DAL,Tyrell Terry,16,0,0,0,
CHI_2020_21_G007,0022000090,2021-01-03,DAL,Wes Iwundu,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G007,0022000090,2021-01-03,DAL,Willie Cauley-Stein,704,0,8,-1,
CHI_2020_21_G008,0022000106,2021-01-05,CHI,Adam Mokoka,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G008,0022000106,2021-01-05,CHI,Coby White,2319,1,21,-1,
CHI_2020_21_G008,0022000106,2021-01-05,CHI,Cristiano Felicio,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G008,0022000106,2021-01-05,CHI,Daniel Gafford,572,0,2,-3,
CHI_2020_21_G008,0022000106,2021-01-05,CHI,Denzel Valentine,1152,0,0,10,
CHI_2020_21_G008,0022000106,2021-01-05,CHI,Devon Dotson,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G008,0022000106,2021-01-05,CHI,Garrett Temple,1705,0,14,5,
CHI_2020_21_G008,0022000106,2021-01-05,CHI,Luke Kornet,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G008,0022000106,2021-01-05,CHI,Otto Porter Jr.,1694,1,19,4,
CHI_2020_21_G008,0022000106,2021-01-05,CHI,Patrick Williams,1493,1,14,-4,
CHI_2020_21_G008,0022000106,2021-01-05,CHI,Thaddeus Young,1392,0,10,2,
CHI_2020_21_G008,0022000106,2021-01-05,CHI,Wendell Carter Jr.,1514,1,13,1,
CHI_2020_21_G008,0022000106,2021-01-05,CHI,Zach LaVine,2559,1,18,1,
CHI_2020_21_G008,0022000106,2021-01-05,POR,Anfernee Simons,303,0,0,-6,
CHI_2020_21_G008,0022000106,2021-01-05,POR,CJ Elleby,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G008,0022000106,2021-01-05,POR,CJ McCollum,2157,1,26,0,
CHI_2020_21_G008,0022000106,2021-01-05,POR,Carmelo Anthony,1679,0,12,-9,
CHI_2020_21_G008,0022000106,2021-01-05,POR,Damian Lillard,2202,1,24,5,
CHI_2020_21_G008,0022000106,2021-01-05,POR,Derrick Jones Jr.,1882,1,5,-5,
CHI_2020_21_G008,0022000106,2021-01-05,POR,Enes Freedom,936,0,2,-5,
CHI_2020_21_G008,0022000106,2021-01-05,POR,Gary Trent Jr.,1116,0,13,-2,
CHI_2020_21_G008,0022000106,2021-01-05,POR,Harry Giles III,253,0,0,-2,
CHI_2020_21_G008,0022000106,2021-01-05,POR,Jusuf Nurkic,1680,1,12,3,
CHI_2020_21_G008,0022000106,2021-01-05,POR,Keljin Blevins,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G008,0022000106,2021-01-05,POR,Nassir Little,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G008,0022000106,2021-01-05,POR,Robert Covington,2192,1,14,6,
CHI_2020_21_G009,0022000117,2021-01-06,CHI,Adam Mokoka,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G009,0022000117,2021-01-06,CHI,Coby White,2378,1,36,-5,
CHI_2020_21_G009,0022000117,2021-01-06,CHI,Cristiano Felicio,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G009,0022000117,2021-01-06,CHI,Daniel Gafford,654,0,4,-1,
CHI_2020_21_G009,0022000117,2021-01-06,CHI,Denzel Valentine,1274,0,10,10,
CHI_2020_21_G009,0022000117,2021-01-06,CHI,Devon Dotson,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G009,0022000117,2021-01-06,CHI,Garrett Temple,1955,0,11,-8,
CHI_2020_21_G009,0022000117,2021-01-06,CHI,Luke Kornet,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G009,0022000117,2021-01-06,CHI,Otto Porter Jr.,1583,1,3,-14,
CHI_2020_21_G009,0022000117,2021-01-06,CHI,Patrick Williams,1331,1,9,2,
CHI_2020_21_G009,0022000117,2021-01-06,CHI,Thaddeus Young,1245,0,8,-2,
CHI_2020_21_G009,0022000117,2021-01-06,CHI,Wendell Carter Jr.,1797,1,11,2,
CHI_2020_21_G009,0022000117,2021-01-06,CHI,Zach LaVine,2183,1,32,-4,
CHI_2020_21_G009,0022000117,2021-01-06,SAC,Buddy Hield,2111,1,10,7,
CHI_2020_21_G009,0022000117,2021-01-06,SAC,Cory Joseph,1517,0,7,-1,
CHI_2020_21_G009,0022000117,2021-01-06,SAC,De'Aaron Fox,314,1,3,2,
CHI_2020_21_G009,0022000117,2021-01-06,SAC,Glenn Robinson III,1464,0,14,-2,
CHI_2020_21_G009,0022000117,2021-01-06,SAC,Harrison Barnes,2243,1,20,6,
CHI_2020_21_G009,0022000117,2021-01-06,SAC,Hassan Whiteside,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G009,0022000117,2021-01-06,SAC,Jahmi'us Ramsey,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G009,0022000117,2021-01-06,SAC,Justin James,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G009,0022000117,2021-01-06,SAC,Kyle Guy,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G009,0022000117,2021-01-06,SAC,Marvin Bagley III,1744,1,21,1,
CHI_2020_21_G009,0022000117,2021-01-06,SAC,Nemanja Bjelica,1156,0,12,-3,
CHI_2020_21_G009,0022000117,2021-01-06,SAC,Richaun Holmes,1781,1,24,10,
CHI_2020_21_G009,0022000117,2021-01-06,SAC,Robert Woodard II,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G009,0022000117,2021-01-06,SAC,Tyrese Haliburton,2070,0,17,0,
CHI_2020_21_G010,0022000131,2021-01-08,CHI,Adam Mokoka,411,0,3,-3,
CHI_2020_21_G010,0022000131,2021-01-08,CHI,Coby White,1907,1,14,-18,
CHI_2020_21_G010,0022000131,2021-01-08,CHI,Cristiano Felicio,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G010,0022000131,2021-01-08,CHI,Daniel Gafford,934,0,0,0,
CHI_2020_21_G010,0022000131,2021-01-08,CHI,Denzel Valentine,1470,0,5,9,
CHI_2020_21_G010,0022000131,2021-01-08,CHI,Devon Dotson,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G010,0022000131,2021-01-08,CHI,Garrett Temple,1629,0,9,-2,
CHI_2020_21_G010,0022000131,2021-01-08,CHI,Luke Kornet,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G010,0022000131,2021-01-08,CHI,Otto Porter Jr.,385,1,2,-2,
CHI_2020_21_G010,0022000131,2021-01-08,CHI,Patrick Williams,2055,1,6,0,
CHI_2020_21_G010,0022000131,2021-01-08,CHI,Thaddeus Young,1792,0,15,-2,
CHI_2020_21_G010,0022000131,2021-01-08,CHI,Wendell Carter Jr.,1515,1,23,0,
CHI_2020_21_G010,0022000131,2021-01-08,CHI,Zach LaVine,2302,1,38,8,
CHI_2020_21_G010,0022000131,2021-01-08,LAL,Alex Caruso,1004,0,9,1,
CHI_2020_21_G010,0022000131,2021-01-08,LAL,Alfonzo McKinnie,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G010,0022000131,2021-01-08,LAL,Dennis Schroder,2055,1,17,-5,
CHI_2020_21_G010,0022000131,2021-01-08,LAL,Devontae Cacok,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G010,0022000131,2021-01-08,LAL,Jared Dudley,428,0,0,5,
CHI_2020_21_G010,0022000131,2021-01-08,LAL,Kyle Kuzma,1011,0,6,-6,
CHI_2020_21_G010,0022000131,2021-01-08,LAL,LeBron James,2050,1,28,9,
CHI_2020_21_G010,0022000131,2021-01-08,LAL,Marc Gasol,1118,1,6,12,
CHI_2020_21_G010,0022000131,2021-01-08,LAL,Markieff Morris,1747,1,11,10,
CHI_2020_21_G010,0022000131,2021-01-08,LAL,Montrezl Harrell,1757,0,17,-11,
CHI_2020_21_G010,0022000131,2021-01-08,LAL,Quinn Cook,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G010,0022000131,2021-01-08,LAL,Talen Horton-Tucker,1195,0,9,1,
CHI_2020_21_G010,0022000131,2021-01-08,LAL,Wesley Matthews,2035,1,14,-6,
CHI_2020_21_G011,0022000142,2021-01-10,CHI,Adam Mokoka,25,0,0,-3,
CHI_2020_21_G011,0022000142,2021-01-10,CHI,Coby White,2575,1,9,-2,
CHI_2020_21_G011,0022000142,2021-01-10,CHI,Cristiano Felicio,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G011,0022000142,2021-01-10,CHI,Daniel Gafford,633,0,2,-3,
CHI_2020_21_G011,0022000142,2021-01-10,CHI,Denzel Valentine,1210,0,10,-8,
CHI_2020_21_G011,0022000142,2021-01-10,CHI,Devon Dotson,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G011,0022000142,2021-01-10,CHI,Garrett Temple,2167,1,18,3,
CHI_2020_21_G011,0022000142,2021-01-10,CHI,Luke Kornet,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G011,0022000142,2021-01-10,CHI,Patrick Williams,2146,1,17,9,
CHI_2020_21_G011,0022000142,2021-01-10,CHI,Thaddeus Young,1520,0,14,-5,
