event_id,game_id,date,matchup,actual_wl,actual_margin,b2b_second_night,proxy,scenario,protagonist_rating,lamelo_rating,protagonist_impact,lamelo_impact,core_donor_impact,young_bridge_impact,base_impact,base_alt_margin,base_alt_wl,base_flip,fatigue_05_impact,fatigue_05_alt_margin,fatigue_05_alt_wl,fatigue_05_flip,fatigue_10_impact,fatigue_10_alt_margin,fatigue_10_alt_wl,fatigue_10_flip,no_bridge_alt_margin,no_bridge_alt_wl
CHI_2020_21_G036,0022000582,2021-03-12,CHI vs. MIA,L,-11,1,BPM,LOW,-3,-2.4,-1.812500,-1.450000,2.753437,-0.043542,-0.552604,-11.552604,L,0,-0.604167,-12.156771,L,0,-1.208333,-12.760938,L,0,-11.509063,L
CHI_2020_21_G037,0022000600,2021-03-14,CHI vs. TOR,W,23,0,BPM,LOW,-3,-2.4,-1.812500,-1.450000,2.366389,0.000000,-0.896111,22.103889,W,0,0.000000,22.103889,W,0,0.000000,22.103889,W,0,22.103889,W
CHI_2020_21_G038,0022000612,2021-03-16,CHI vs. OKC,W,21,0,BPM,LOW,-3,-2.4,-1.812500,-1.450000,2.083299,0.000000,-1.179201,19.820799,W,0,0.000000,19.820799,W,0,0.000000,19.820799,W,0,19.820799,W
CHI_2020_21_G039,0022000621,2021-03-17,CHI vs. SAS,L,-7,1,BPM,LOW,-3,-2.4,-1.812500,-1.450000,1.941007,0.000000,-1.321493,-8.321493,L,0,-0.604167,-8.925660,L,0,-1.208333,-9.529826,L,0,-8.321493,L
CHI_2020_21_G040,0022000637,2021-03-19,CHI @ DEN,L,-4,0,BPM,LOW,-3,-2.4,-1.812500,-1.450000,2.389479,0.000000,-0.873021,-4.873021,L,0,0.000000,-4.873021,L,0,0.000000,-4.873021,L,0,-4.873021,L
CHI_2020_21_G041,0022000649,2021-03-21,CHI @ DET,W,14,0,BPM,LOW,-3,-2.4,-1.812500,-1.450000,2.443056,0.000000,-0.819444,13.180556,W,0,0.000000,13.180556,W,0,0.000000,13.180556,W,0,13.180556,W
CHI_2020_21_G042,0022000656,2021-03-22,CHI vs. UTA,L,-25,1,BPM,LOW,-3,-2.4,-1.812500,-1.450000,2.185729,0.000000,-1.076771,-26.076771,L,0,-0.604167,-26.680938,L,0,-1.208333,-27.285104,L,0,-26.076771,L
CHI_2020_21_G043,0022000671,2021-03-24,CHI vs. CLE,L,-9,0,BPM,LOW,-3,-2.4,-1.812500,-1.450000,2.694236,0.000000,-0.568264,-9.568264,L,0,0.000000,-9.568264,L,0,0.000000,-9.568264,L,0,-9.568264,L
CHI_2020_21_G001,0022000015,2020-12-23,CHI vs. ATL,L,-20,0,BPM,BASE,-1.2,-0.5,-0.675000,-0.260417,3.838125,0.000000,2.902708,-17.097292,L,0,0.000000,-17.097292,L,0,0.000000,-17.097292,L,0,-17.097292,L
CHI_2020_21_G002,0022000026,2020-12-26,CHI vs. IND,L,-19,0,BPM,BASE,-1.2,-0.5,-0.675000,-0.260417,2.973993,0.000000,2.038576,-16.961424,L,0,0.000000,-16.961424,L,0,0.000000,-16.961424,L,0,-16.961424,L
CHI_2020_21_G003,0022000038,2020-12-27,CHI vs. GSW,L,-1,1,BPM,BASE,-1.2,-0.5,-0.675000,-0.260417,3.832465,0.000000,2.897049,1.897049,W,1,-0.541667,1.355382,W,1,-1.083333,0.813715,W,1,1.897049,W
CHI_2020_21_G004,0022000050,2020-12-29,CHI @ WAS,W,8,0,BPM,BASE,-1.2,-0.5,-0.675000,-0.260417,2.728681,0.000000,1.793264,9.793264,W,0,0.000000,9.793264,W,0,0.000000,9.793264,W,0,9.793264,W
CHI_2020_21_G005,0022000063,2020-12-31,CHI @ WAS,W,3,0,BPM,BASE,-1.2,-0.5,-0.675000,-0.260417,2.751354,0.043542,1.859479,4.859479,W,0,0.000000,4.859479,W,0,0.000000,4.859479,W,0,4.815937,W
CHI_2020_21_G006,0022000073,2021-01-01,CHI @ MIL,L,-30,1,BPM,BASE,-1.2,-0.5,-0.675000,-0.260417,2.730625,0.000000,1.795208,-28.204792,L,0,-0.541667,-28.746458,L,0,-1.083333,-29.288125,L,0,-28.204792,L
CHI_2020_21_G007,0022000090,2021-01-03,CHI vs. DAL,W,10,0,BPM,BASE,-1.2,-0.5,-0.675000,-0.260417,2.673438,0.000000,1.738021,11.738021,W,0,0.000000,11.738021,W,0,0.000000,11.738021,W,0,11.738021,W
CHI_2020_21_G008,0022000106,2021-01-05,CHI @ POR,W,3,0,BPM,BASE,-1.2,-0.5,-0.675000,-0.260417,2.682500,0.000000,1.747083,4.747083,W,0,0.000000,4.747083,W,0,0.000000,4.747083,W,0,4.747083,W
CHI_2020_21_G009,0022000117,2021-01-06,CHI @ SAC,L,-4,1,BPM,BASE,-1.2,-0.5,-0.675000,-0.260417,2.695208,0.000000,1.759792,-2.240208,L,0,-0.541667,-2.781875,L,0,-1.083333,-3.323542,L,0,-2.240208,L
CHI_2020_21_G010,0022000131,2021-01-08,CHI @ LAL,L,-2,0,BPM,BASE,-1.2,-0.5,-0.675000,-0.260417,2.710938,0.000000,1.775521,-0.224479,L,0,0.000000,-0.224479,L,0,0.000000,-0.224479,L,0,-0.224479,L
CHI_2020_21_G011,0022000142,2021-01-10,CHI @ LAC,L,-3,0,BPM,BASE,-1.2,-0.5,-0.700000,-0.281250,2.838542,0.000000,1.857292,-1.142708,L,0,0.000000,-1.142708,L,0,0.000000,-1.142708,L,0,-1.142708,L
CHI_2020_21_G012,0022000184,2021-01-15,CHI @ OKC,L,-2,0,BPM,BASE,-1.2,-0.5,-0.700000,-0.281250,2.808958,0.000000,1.827708,-0.172292,L,0,0.000000,-0.172292,L,0,0.000000,-0.172292,L,0,-0.172292,L
CHI_2020_21_G013,0022000198,2021-01-17,CHI @ DAL,W,16,0,BPM,BASE,-1.2,-0.5,-0.700000,-0.281250,2.842500,0.000000,1.861250,17.861250,W,0,0.000000,17.861250,W,0,0.000000,17.861250,W,0,17.861250,W
CHI_2020_21_G014,0022000211,2021-01-18,CHI vs. HOU,W,5,1,BPM,BASE,-1.2,-0.5,-0.700000,-0.281250,2.931944,0.000000,1.950694,6.950694,W,0,-0.572917,6.377778,W,0,-1.145833,5.804861,W,0,6.950694,W
CHI_2020_21_G015,0022000229,2021-01-22,CHI @ CHA,W,13,0,BPM,BASE,-1.2,-0.5,-0.700000,-0.281250,2.943854,0.000000,1.962604,14.962604,W,0,0.000000,14.962604,W,0,0.000000,14.962604,W,0,14.962604,W
CHI_2020_21_G016,0022000245,2021-01-23,CHI vs. LAL,L,-11,1,BPM,BASE,-1.2,-0.5,-0.700000,-0.281250,3.224618,0.000000,2.243368,-8.756632,L,0,-0.572917,-9.329549,L,0,-1.145833,-9.902465,L,0,-8.756632,L
CHI_2020_21_G017,0022000262,2021-01-25,CHI vs. BOS,L,-16,0,BPM,BASE,-1.2,-0.5,-0.700000,-0.281250,2.409340,0.000000,1.428090,-14.571910,L,0,0.000000,-14.571910,L,0,0.000000,-14.571910,L,0,-14.571910,L
CHI_2020_21_G018,0022000298,2021-01-30,CHI vs. POR,L,-1,0,BPM,BASE,-1.2,-0.5,-0.700000,-0.281250,2.479028,0.000000,1.497778,0.497778,W,1,0.000000,0.497778,W,1,0.000000,0.497778,W,1,0.497778,W
CHI_2020_21_G019,0022000315,2021-02-01,CHI vs. NYK,W,8,0,BPM,BASE,-1.2,-0.5,-0.725000,-0.302083,2.829236,0.000000,1.802153,9.802153,W,0,0.000000,9.802153,W,0,0.000000,9.802153,W,0,9.802153,W
CHI_2020_21_G020,0022000332,2021-02-03,CHI vs. NYK,L,-4,0,BPM,BASE,-1.2,-0.5,-0.725000,-0.302083,2.837917,0.000000,1.810833,-2.189167,L,0,0.000000,-2.189167,L,0,0.000000,-2.189167,L,0,-2.189167,L
CHI_2020_21_G021,0022000344,2021-02-05,CHI @ ORL,L,-4,0,BPM,BASE,-1.2,-0.5,-0.725000,-0.302083,2.775903,0.000000,1.748819,-2.251181,L,0,0.000000,-2.251181,L,0,0.000000,-2.251181,L,0,-2.251181,L
CHI_2020_21_G022,0022000353,2021-02-06,CHI @ ORL,W,26,1,BPM,BASE,-1.2,-0.5,-0.725000,-0.302083,2.273507,0.000000,1.246424,27.246424,W,0,-0.604167,26.642257,W,0,-1.208333,26.038090,W,0,27.246424,W
CHI_2020_21_G023,0022000368,2021-02-08,CHI vs. WAS,L,-4,0,BPM,BASE,-1.2,-0.5,-0.725000,-0.302083,2.428819,0.000000,1.401736,-2.598264,L,0,0.000000,-2.598264,L,0,0.000000,-2.598264,L,0,-2.598264,L
CHI_2020_21_G024,0022000385,2021-02-10,CHI vs. NOP,W,13,0,BPM,BASE,-1.2,-0.5,-0.725000,-0.302083,2.625486,0.000000,1.598403,14.598403,W,0,0.000000,14.598403,W,0,0.000000,14.598403,W,0,14.598403,W
CHI_2020_21_G025,0022000400,2021-02-12,CHI vs. LAC,L,-19,0,BPM,BASE,-1.2,-0.5,-0.725000,-0.302083,2.149340,0.000000,1.122257,-17.877743,L,0,0.000000,-17.877743,L,0,0.000000,-17.877743,L,0,-17.877743,L
CHI_2020_21_G026,0022000420,2021-02-15,CHI @ IND,W,8,0,BPM,BASE,-1.2,-0.5,-0.725000,-0.302083,2.589444,0.000000,1.562361,9.562361,W,0,0.000000,9.562361,W,0,0.000000,9.562361,W,0,9.562361,W
CHI_2020_21_G027,0022000564,2021-02-17,CHI vs. DET,W,3,0,BPM,BASE,-1.2,-0.5,-0.725000,-0.302083,2.305069,0.000000,1.277986,4.277986,W,0,0.000000,4.277986,W,0,0.000000,4.277986,W,0,4.277986,W
CHI_2020_21_G028,0022000450,2021-02-19,CHI @ PHI,L,-7,0,BPM,BASE,-1.2,-0.5,-0.725000,-0.302083,2.501667,0.000000,1.474583,-5.525417,L,0,0.000000,-5.525417,L,0,0.000000,-5.525417,L,0,-5.525417,L
CHI_2020_21_G029,0022000460,2021-02-20,CHI vs. SAC,W,8,1,BPM,BASE,-1.2,-0.5,-0.725000,-0.302083,2.599028,0.000000,1.571944,9.571944,W,0,-0.604167,8.967778,W,0,-1.208333,8.363611,W,0,9.571944,W
CHI_2020_21_G030,0022000474,2021-02-22,CHI @ HOU,W,20,0,BPM,BASE,-1.2,-0.5,-0.725000,-0.302083,2.160347,0.000000,1.133264,21.133264,W,0,0.000000,21.133264,W,0,0.000000,21.133264,W,0,21.133264,W
CHI_2020_21_G031,0022000493,2021-02-24,CHI vs. MIN,W,7,0,BPM,BASE,-1.2,-0.5,-0.725000,-0.302083,2.366319,0.000000,1.339236,8.339236,W,0,0.000000,8.339236,W,0,0.000000,8.339236,W,0,8.339236,W
CHI_2020_21_G032,0022000508,2021-02-26,CHI vs. PHX,L,-9,0,BPM,BASE,-1.2,-0.5,-0.725000,-0.302083,2.569132,0.000000,1.542049,-7.457951,L,0,0.000000,-7.457951,L,0,0.000000,-7.457951,L,0,-7.457951,L
CHI_2020_21_G033,0022000531,2021-03-01,CHI vs. DEN,L,-6,0,BPM,BASE,-1.2,-0.5,-0.725000,-0.302083,2.607431,0.000000,1.580347,-4.419653,L,0,0.000000,-4.419653,L,0,0.000000,-4.419653,L,0,-4.419653,L
CHI_2020_21_G034,0022000548,2021-03-03,CHI @ NOP,W,4,0,BPM,BASE,-1.2,-0.5,-0.725000,-0.302083,2.501875,0.000000,1.474792,5.474792,W,0,0.000000,5.474792,W,0,0.000000,5.474792,W,0,5.474792,W
CHI_2020_21_G035,0022000572,2021-03-11,CHI vs. PHI,L,-22,0,BPM,BASE,-1.2,-0.5,-0.725000,-0.302083,2.293264,0.000000,1.266181,-20.733819,L,0,0.000000,-20.733819,L,0,0.000000,-20.733819,L,0,-20.733819,L
CHI_2020_21_G036,0022000582,2021-03-12,CHI vs. MIA,L,-11,1,BPM,BASE,-1.2,-0.5,-0.725000,-0.302083,2.753437,-0.043542,1.682812,-9.317188,L,0,-0.604167,-9.921354,L,0,-1.208333,-10.525521,L,0,-9.273646,L
CHI_2020_21_G037,0022000600,2021-03-14,CHI vs. TOR,W,23,0,BPM,BASE,-1.2,-0.5,-0.725000,-0.302083,2.366389,0.000000,1.339306,24.339306,W,0,0.000000,24.339306,W,0,0.000000,24.339306,W,0,24.339306,W
CHI_2020_21_G038,0022000612,2021-03-16,CHI vs. OKC,W,21,0,BPM,BASE,-1.2,-0.5,-0.725000,-0.302083,2.083299,0.000000,1.056215,22.056215,W,0,0.000000,22.056215,W,0,0.000000,22.056215,W,0,22.056215,W
CHI_2020_21_G039,0022000621,2021-03-17,CHI vs. SAS,L,-7,1,BPM,BASE,-1.2,-0.5,-0.725000,-0.302083,1.941007,0.000000,0.913924,-6.086076,L,0,-0.604167,-6.690243,L,0,-1.208333,-7.294410,L,0,-6.086076,L
CHI_2020_21_G040,0022000637,2021-03-19,CHI @ DEN,L,-4,0,BPM,BASE,-1.2,-0.5,-0.725000,-0.302083,2.389479,0.000000,1.362396,-2.637604,L,0,0.000000,-2.637604,L,0,0.000000,-2.637604,L,0,-2.637604,L
CHI_2020_21_G041,0022000649,2021-03-21,CHI @ DET,W,14,0,BPM,BASE,-1.2,-0.5,-0.725000,-0.302083,2.443056,0.000000,1.415972,15.415972,W,0,0.000000,15.415972,W,0,0.000000,15.415972,W,0,15.415972,W
CHI_2020_21_G042,0022000656,2021-03-22,CHI vs. UTA,L,-25,1,BPM,BASE,-1.2,-0.5,-0.725000,-0.302083,2.185729,0.000000,1.158646,-23.841354,L,0,-0.604167,-24.445521,L,0,-1.208333,-25.049687,L,0,-23.841354,L
CHI_2020_21_G043,0022000671,2021-03-24,CHI vs. CLE,L,-9,0,BPM,BASE,-1.2,-0.5,-0.725000,-0.302083,2.694236,0.000000,1.667153,-7.332847,L,0,0.000000,-7.332847,L,0,0.000000,-7.332847,L,0,-7.332847,L
CHI_2020_21_G001,0022000015,2020-12-23,CHI vs. ATL,L,-20,0,BPM,HIGH,0.3,1.8,0.168750,0.937500,3.838125,0.000000,4.944375,-15.055625,L,0,0.000000,-15.055625,L,0,0.000000,-15.055625,L,0,-15.055625,L
CHI_2020_21_G002,0022000026,2020-12-26,CHI vs. IND,L,-19,0,BPM,HIGH,0.3,1.8,0.168750,0.937500,2.973993,0.000000,4.080243,-14.919757,L,0,0.000000,-14.919757,L,0,0.000000,-14.919757,L,0,-14.919757,L
CHI_2020_21_G003,0022000038,2020-12-27,CHI vs. GSW,L,-1,1,BPM,HIGH,0.3,1.8,0.168750,0.937500,3.832465,0.000000,4.938715,3.938715,W,1,-0.541667,3.397049,W,1,-1.083333,2.855382,W,1,3.938715,W
CHI_2020_21_G004,0022000050,2020-12-29,CHI @ WAS,W,8,0,BPM,HIGH,0.3,1.8,0.168750,0.937500,2.728681,0.000000,3.834931,11.834931,W,0,0.000000,11.834931,W,0,0.000000,11.834931,W,0,11.834931,W
CHI_2020_21_G005,0022000063,2020-12-31,CHI @ WAS,W,3,0,BPM,HIGH,0.3,1.8,0.168750,0.937500,2.751354,0.043542,3.901146,6.901146,W,0,0.000000,6.901146,W,0,0.000000,6.901146,W,0,6.857604,W
CHI_2020_21_G006,0022000073,2021-01-01,CHI @ MIL,L,-30,1,BPM,HIGH,0.3,1.8,0.168750,0.937500,2.730625,0.000000,3.836875,-26.163125,L,0,-0.541667,-26.704792,L,0,-1.083333,-27.246458,L,0,-26.163125,L
CHI_2020_21_G007,0022000090,2021-01-03,CHI vs. DAL,W,10,0,BPM,HIGH,0.3,1.8,0.168750,0.937500,2.673438,0.000000,3.779688,13.779688,W,0,0.000000,13.779688,W,0,0.000000,13.779688,W,0,13.779688,W
CHI_2020_21_G008,0022000106,2021-01-05,CHI @ POR,W,3,0,BPM,HIGH,0.3,1.8,0.168750,0.937500,2.682500,0.000000,3.788750,6.788750,W,0,0.000000,6.788750,W,0,0.000000,6.788750,W,0,6.788750,W
CHI_2020_21_G009,0022000117,2021-01-06,CHI @ SAC,L,-4,1,BPM,HIGH,0.3,1.8,0.168750,0.937500,2.695208,0.000000,3.801458,-0.198542,L,0,-0.541667,-0.740208,L,0,-1.083333,-1.281875,L,0,-0.198542,L
CHI_2020_21_G010,0022000131,2021-01-08,CHI @ LAL,L,-2,0,BPM,HIGH,0.3,1.8,0.168750,0.937500,2.710938,0.000000,3.817188,1.817188,W,1,0.000000,1.817188,W,1,0.000000,1.817188,W,1,1.817188,W
CHI_2020_21_G011,0022000142,2021-01-10,CHI @ LAC,L,-3,0,BPM,HIGH,0.3,1.8,0.175000,1.012500,2.838542,0.000000,4.026042,1.026042,W,1,0.000000,1.026042,W,1,0.000000,1.026042,W,1,1.026042,W
CHI_2020_21_G012,0022000184,2021-01-15,CHI @ OKC,L,-2,0,BPM,HIGH,0.3,1.8,0.175000,1.012500,2.808958,0.000000,3.996458,1.996458,W,1,0.000000,1.996458,W,1,0.000000,1.996458,W,1,1.996458,W
CHI_2020_21_G013,0022000198,2021-01-17,CHI @ DAL,W,16,0,BPM,HIGH,0.3,1.8,0.175000,1.012500,2.842500,0.000000,4.030000,20.030000,W,0,0.000000,20.030000,W,0,0.000000,20.030000,W,0,20.030000,W
CHI_2020_21_G014,0022000211,2021-01-18,CHI vs. HOU,W,5,1,BPM,HIGH,0.3,1.8,0.175000,1.012500,2.931944,0.000000,4.119444,9.119444,W,0,-0.572917,8.546528,W,0,-1.145833,7.973611,W,0,9.119444,W
CHI_2020_21_G015,0022000229,2021-01-22,CHI @ CHA,W,13,0,BPM,HIGH,0.3,1.8,0.175000,1.012500,2.943854,0.000000,4.131354,17.131354,W,0,0.000000,17.131354,W,0,0.000000,17.131354,W,0,17.131354,W
CHI_2020_21_G016,0022000245,2021-01-23,CHI vs. LAL,L,-11,1,BPM,HIGH,0.3,1.8,0.175000,1.012500,3.224618,0.000000,4.412118,-6.587882,L,0,-0.572917,-7.160799,L,0,-1.145833,-7.733715,L,0,-6.587882,L
CHI_2020_21_G017,0022000262,2021-01-25,CHI vs. BOS,L,-16,0,BPM,HIGH,0.3,1.8,0.175000,1.012500,2.409340,0.000000,3.596840,-12.403160,L,0,0.000000,-12.403160,L,0,0.000000,-12.403160,L,0,-12.403160,L
