event_id,game_id,date,home,away,team,player,person_id,seconds,start,observed_start_position,comment,pts,plus_minus,official_url
2020-12-22_BKN_GSW,0022000001,2020-12-22,BKN,GSW,GSW,Eric Paschall,1629672,1293,1,F,,6,-28,https://www.nba.com/game/0022000001/box-score
2020-12-22_BKN_GSW,0022000001,2020-12-22,BKN,GSW,GSW,James Wiseman,1630164,1457,1,C,,19,-10,https://www.nba.com/game/0022000001/box-score
2020-12-22_BKN_GSW,0022000001,2020-12-22,BKN,GSW,GSW,Jordan Poole,1629673,1075,0,,,2,-3,https://www.nba.com/game/0022000001/box-score
2020-12-22_BKN_GSW,0022000001,2020-12-22,BKN,GSW,GSW,Juan Toscano-Anderson,1629308,795,0,,,4,-9,https://www.nba.com/game/0022000001/box-score
2020-12-22_BKN_GSW,0022000001,2020-12-22,BKN,GSW,GSW,Kelly Oubre Jr.,1626162,1539,1,G,,6,-28,https://www.nba.com/game/0022000001/box-score
2020-12-22_BKN_GSW,0022000001,2020-12-22,BKN,GSW,GSW,Kent Bazemore,203145,695,0,,,2,-3,https://www.nba.com/game/0022000001/box-score
2020-12-22_BKN_GSW,0022000001,2020-12-22,BKN,GSW,GSW,Kevon Looney,1626172,677,0,,,4,-10,https://www.nba.com/game/0022000001/box-score
2020-12-22_BKN_GSW,0022000001,2020-12-22,BKN,GSW,GSW,Marquese Chriss,1627737,746,0,,,9,-6,https://www.nba.com/game/0022000001/box-score
2020-12-22_BKN_GSW,0022000001,2020-12-22,BKN,GSW,GSW,Mychal Mulder,1628539,396,0,,,8,9,https://www.nba.com/game/0022000001/box-score
2020-12-22_BKN_GSW,0022000001,2020-12-22,BKN,GSW,GSW,Stephen Curry,201939,1819,1,G,,20,-23,https://www.nba.com/game/0022000001/box-score
2020-12-22_LAL_LAC,0022000002,2020-12-22,LAL,LAC,LAC,Amir Coffey,1629599,57,0,,,0,-2,https://www.nba.com/game/0022000002/box-score
2020-12-22_LAL_LAC,0022000002,2020-12-22,LAL,LAC,LAC,Daniel Oturu,1630187,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000002/box-score
2020-12-22_LAL_LAC,0022000002,2020-12-22,LAL,LAC,LAC,Ivica Zubac,1627826,1591,0,,,11,17,https://www.nba.com/game/0022000002/box-score
2020-12-22_LAL_LAC,0022000002,2020-12-22,LAL,LAC,LAC,Kawhi Leonard,202695,2040,1,F,,26,1,https://www.nba.com/game/0022000002/box-score
2020-12-22_LAL_LAC,0022000002,2020-12-22,LAL,LAC,LAC,Lou Williams,101150,1556,0,,,11,1,https://www.nba.com/game/0022000002/box-score
2020-12-22_LAL_LAC,0022000002,2020-12-22,LAL,LAC,LAC,Luke Kennard,1628379,1263,0,,,4,-3,https://www.nba.com/game/0022000002/box-score
2020-12-22_LAL_LAC,0022000002,2020-12-22,LAL,LAC,LAC,Mfiondu Kabengele,1629662,57,0,,,0,-2,https://www.nba.com/game/0022000002/box-score
2020-12-22_LAL_LAC,0022000002,2020-12-22,LAL,LAC,LAC,Nicolas Batum,201587,1690,1,F,,3,-2,https://www.nba.com/game/0022000002/box-score
2020-12-22_LAL_LAC,0022000002,2020-12-22,LAL,LAC,LAC,Patrick Beverley,201976,1327,1,G,,10,10,https://www.nba.com/game/0022000002/box-score
2020-12-22_LAL_LAC,0022000002,2020-12-22,LAL,LAC,LAC,Patrick Patterson,202335,1177,0,,,3,9,https://www.nba.com/game/0022000002/box-score
2020-12-22_LAL_LAC,0022000002,2020-12-22,LAL,LAC,LAC,Paul George,202331,2146,1,G,,33,17,https://www.nba.com/game/0022000002/box-score
2020-12-22_LAL_LAC,0022000002,2020-12-22,LAL,LAC,LAC,Reggie Jackson,202704,201,0,,,0,-1,https://www.nba.com/game/0022000002/box-score
2020-12-22_LAL_LAC,0022000002,2020-12-22,LAL,LAC,LAC,Serge Ibaka,201586,1232,1,C,,15,-8,https://www.nba.com/game/0022000002/box-score
2020-12-22_LAL_LAC,0022000002,2020-12-22,LAL,LAC,LAC,Terance Mann,1629611,63,0,,,0,-2,https://www.nba.com/game/0022000002/box-score
2020-12-22_LAL_LAC,0022000002,2020-12-22,LAL,LAC,LAL,Alex Caruso,1627936,1000,0,,,3,3,https://www.nba.com/game/0022000002/box-score
2020-12-22_LAL_LAC,0022000002,2020-12-22,LAL,LAC,LAL,Alfonzo McKinnie,1628035,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000002/box-score
2020-12-22_LAL_LAC,0022000002,2020-12-22,LAL,LAC,LAL,Anthony Davis,203076,1853,1,F,,18,-16,https://www.nba.com/game/0022000002/box-score
2020-12-22_LAL_LAC,0022000002,2020-12-22,LAL,LAC,LAL,Dennis Schroder,203471,1668,1,G,,14,-10,https://www.nba.com/game/0022000002/box-score
2020-12-22_LAL_LAC,0022000002,2020-12-22,LAL,LAC,LAL,Jared Dudley,201162,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000002/box-score
2020-12-22_LAL_LAC,0022000002,2020-12-22,LAL,LAC,LAL,Kentavious Caldwell-Pope,203484,1383,1,G,,9,-9,https://www.nba.com/game/0022000002/box-score
2020-12-22_LAL_LAC,0022000002,2020-12-22,LAL,LAC,LAL,Kyle Kuzma,1628398,1598,0,,,15,1,https://www.nba.com/game/0022000002/box-score
2020-12-22_LAL_LAC,0022000002,2020-12-22,LAL,LAC,LAL,LeBron James,2544,1701,1,F,,22,2,https://www.nba.com/game/0022000002/box-score
2020-12-22_LAL_LAC,0022000002,2020-12-22,LAL,LAC,LAL,Marc Gasol,201188,722,1,C,,0,-8,https://www.nba.com/game/0022000002/box-score
2020-12-22_LAL_LAC,0022000002,2020-12-22,LAL,LAC,LAL,Markieff Morris,202693,1140,0,,,5,14,https://www.nba.com/game/0022000002/box-score
2020-12-22_LAL_LAC,0022000002,2020-12-22,LAL,LAC,LAL,Montrezl Harrell,1626149,1935,0,,,17,-3,https://www.nba.com/game/0022000002/box-score
2020-12-22_LAL_LAC,0022000002,2020-12-22,LAL,LAC,LAL,Quinn Cook,1626188,83,0,,,0,2,https://www.nba.com/game/0022000002/box-score
2020-12-22_LAL_LAC,0022000002,2020-12-22,LAL,LAC,LAL,Talen Horton-Tucker,1629659,651,0,,,6,7,https://www.nba.com/game/0022000002/box-score
2020-12-22_LAL_LAC,0022000002,2020-12-22,LAL,LAC,LAL,Wesley Matthews,202083,666,0,,,0,-18,https://www.nba.com/game/0022000002/box-score
2020-12-23_CLE_CHA,0022000010,2020-12-23,CLE,CHA,CHA,Bismack Biyombo,202687,1461,0,,,11,0,https://www.nba.com/game/0022000010/box-score
2020-12-23_CLE_CHA,0022000010,2020-12-23,CLE,CHA,CHA,Caleb Martin,1628997,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000010/box-score
2020-12-23_CLE_CHA,0022000010,2020-12-23,CLE,CHA,CHA,Cody Martin,1628998,1261,0,,,5,2,https://www.nba.com/game/0022000010/box-score
2020-12-23_CLE_CHA,0022000010,2020-12-23,CLE,CHA,CHA,Cody Zeller,203469,1137,1,C,,6,-10,https://www.nba.com/game/0022000010/box-score
2020-12-23_CLE_CHA,0022000010,2020-12-23,CLE,CHA,CHA,Devonte' Graham,1628984,2227,1,G,,10,-7,https://www.nba.com/game/0022000010/box-score
2020-12-23_CLE_CHA,0022000010,2020-12-23,CLE,CHA,CHA,Gordon Hayward,202330,2173,1,F,,28,-2,https://www.nba.com/game/0022000010/box-score
2020-12-23_CLE_CHA,0022000010,2020-12-23,CLE,CHA,CHA,Jalen McDaniels,1629667,334,0,,,2,-5,https://www.nba.com/game/0022000010/box-score
2020-12-23_CLE_CHA,0022000010,2020-12-23,CLE,CHA,CHA,LaMelo Ball,1630163,948,0,,,0,2,https://www.nba.com/game/0022000010/box-score
2020-12-23_CLE_CHA,0022000010,2020-12-23,CLE,CHA,CHA,Malik Monk,1628370,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000010/box-score
2020-12-23_CLE_CHA,0022000010,2020-12-23,CLE,CHA,CHA,Miles Bridges,1628970,1325,0,,,6,6,https://www.nba.com/game/0022000010/box-score
2020-12-23_CLE_CHA,0022000010,2020-12-23,CLE,CHA,CHA,Nick Richards,1630208,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000010/box-score
2020-12-23_CLE_CHA,0022000010,2020-12-23,CLE,CHA,CHA,P.J. Washington,1629023,1283,1,F,,4,-17,https://www.nba.com/game/0022000010/box-score
2020-12-23_CLE_CHA,0022000010,2020-12-23,CLE,CHA,CHA,Terry Rozier,1626179,2251,1,G,,42,-4,https://www.nba.com/game/0022000010/box-score
2020-12-23_CLE_CHA,0022000010,2020-12-23,CLE,CHA,CHA,Vernon Carey Jr.,1630176,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000010/box-score
2020-12-23_CLE_CHA,0022000010,2020-12-23,CLE,CHA,CLE,Andre Drummond,203083,1632,1,C,,14,-5,https://www.nba.com/game/0022000010/box-score
2020-12-23_CLE_CHA,0022000010,2020-12-23,CLE,CHA,CLE,Cedi Osman,1626224,1077,0,,,11,-4,https://www.nba.com/game/0022000010/box-score
2020-12-23_CLE_CHA,0022000010,2020-12-23,CLE,CHA,CLE,Collin Sexton,1629012,2225,1,G,,27,6,https://www.nba.com/game/0022000010/box-score
2020-12-23_CLE_CHA,0022000010,2020-12-23,CLE,CHA,CLE,Damyean Dotson,1628422,813,0,,,0,14,https://www.nba.com/game/0022000010/box-score
2020-12-23_CLE_CHA,0022000010,2020-12-23,CLE,CHA,CLE,Darius Garland,1629636,1953,1,G,,22,4,https://www.nba.com/game/0022000010/box-score
2020-12-23_CLE_CHA,0022000010,2020-12-23,CLE,CHA,CLE,Dean Wade,1629731,952,0,,,7,2,https://www.nba.com/game/0022000010/box-score
2020-12-23_CLE_CHA,0022000010,2020-12-23,CLE,CHA,CLE,Dylan Windler,1629685,569,0,,,3,-4,https://www.nba.com/game/0022000010/box-score
2020-12-23_CLE_CHA,0022000010,2020-12-23,CLE,CHA,CLE,Isaac Okoro,1630171,2012,1,F,,11,7,https://www.nba.com/game/0022000010/box-score
2020-12-23_CLE_CHA,0022000010,2020-12-23,CLE,CHA,CLE,JaVale McGee,201580,1152,0,,,13,12,https://www.nba.com/game/0022000010/box-score
2020-12-23_CLE_CHA,0022000010,2020-12-23,CLE,CHA,CLE,Lamar Stevens,1630205,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000010/box-score
2020-12-23_CLE_CHA,0022000010,2020-12-23,CLE,CHA,CLE,Larry Nance Jr.,1626204,2014,1,F,,13,3,https://www.nba.com/game/0022000010/box-score
2020-12-23_CLE_CHA,0022000010,2020-12-23,CLE,CHA,CLE,Marques Bolden,1629716,1,0,,,0,0,https://www.nba.com/game/0022000010/box-score
2020-12-23_CLE_CHA,0022000010,2020-12-23,CLE,CHA,CLE,Thon Maker,1627748,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000010/box-score
2020-12-23_IND_NYK,0022000011,2020-12-23,IND,NYK,IND,Aaron Holiday,1628988,1039,0,,,7,5,https://www.nba.com/game/0022000011/box-score
2020-12-23_IND_NYK,0022000011,2020-12-23,IND,NYK,IND,Cassius Stanley,1630199,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000011/box-score
2020-12-23_IND_NYK,0022000011,2020-12-23,IND,NYK,IND,Domantas Sabonis,1627734,2209,1,F,,32,12,https://www.nba.com/game/0022000011/box-score
2020-12-23_IND_NYK,0022000011,2020-12-23,IND,NYK,IND,Doug McDermott,203926,1697,0,,,13,6,https://www.nba.com/game/0022000011/box-score
2020-12-23_IND_NYK,0022000011,2020-12-23,IND,NYK,IND,Edmond Sumner,1628410,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000011/box-score
2020-12-23_IND_NYK,0022000011,2020-12-23,IND,NYK,IND,JaKarr Sampson,203960,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000011/box-score
2020-12-23_IND_NYK,0022000011,2020-12-23,IND,NYK,IND,Jalen Lecque,1629665,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000011/box-score
2020-12-23_IND_NYK,0022000011,2020-12-23,IND,NYK,IND,Justin Holiday,203200,1343,0,,,6,-1,https://www.nba.com/game/0022000011/box-score
2020-12-23_IND_NYK,0022000011,2020-12-23,IND,NYK,IND,Kelan Martin,1629103,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000011/box-score
2020-12-23_IND_NYK,0022000011,2020-12-23,IND,NYK,IND,Malcolm Brogdon,1627763,2091,1,G,,21,0,https://www.nba.com/game/0022000011/box-score
2020-12-23_IND_NYK,0022000011,2020-12-23,IND,NYK,IND,Myles Turner,1626167,1728,1,C,,10,20,https://www.nba.com/game/0022000011/box-score
2020-12-23_IND_NYK,0022000011,2020-12-23,IND,NYK,IND,T.J. McConnell,204456,1220,0,,,5,17,https://www.nba.com/game/0022000011/box-score
2020-12-23_IND_NYK,0022000011,2020-12-23,IND,NYK,IND,T.J. Warren,203933,1378,1,F,,5,6,https://www.nba.com/game/0022000011/box-score
2020-12-23_IND_NYK,0022000011,2020-12-23,IND,NYK,IND,Victor Oladipo,203506,1696,1,G,,22,5,https://www.nba.com/game/0022000011/box-score
2020-12-23_IND_NYK,0022000011,2020-12-23,IND,NYK,NYK,Alec Burks,202692,1900,0,,,22,4,https://www.nba.com/game/0022000011/box-score
2020-12-23_IND_NYK,0022000011,2020-12-23,IND,NYK,NYK,Dennis Smith Jr.,1628372,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000011/box-score
2020-12-23_IND_NYK,0022000011,2020-12-23,IND,NYK,NYK,Elfrid Payton,203901,1330,1,G,,7,-15,https://www.nba.com/game/0022000011/box-score
2020-12-23_IND_NYK,0022000011,2020-12-23,IND,NYK,NYK,Frank Ntilikina,1628373,287,0,,,1,-5,https://www.nba.com/game/0022000011/box-score
2020-12-23_IND_NYK,0022000011,2020-12-23,IND,NYK,NYK,Ignas Brazdeikis,1629649,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000011/box-score
2020-12-23_IND_NYK,0022000011,2020-12-23,IND,NYK,NYK,Immanuel Quickley,1630193,746,0,,,5,5,https://www.nba.com/game/0022000011/box-score
2020-12-23_IND_NYK,0022000011,2020-12-23,IND,NYK,NYK,Jared Harper,1629607,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000011/box-score
2020-12-23_IND_NYK,0022000011,2020-12-23,IND,NYK,NYK,Julius Randle,203944,2128,1,F,,17,-5,https://www.nba.com/game/0022000011/box-score
2020-12-23_IND_NYK,0022000011,2020-12-23,IND,NYK,NYK,Kevin Knox II,1628995,1109,0,,,4,-6,https://www.nba.com/game/0022000011/box-score
2020-12-23_IND_NYK,0022000011,2020-12-23,IND,NYK,NYK,Mitchell Robinson,1629011,1270,1,C,,3,-17,https://www.nba.com/game/0022000011/box-score
2020-12-23_IND_NYK,0022000011,2020-12-23,IND,NYK,NYK,Nerlens Noel,203457,562,0,,,2,0,https://www.nba.com/game/0022000011/box-score
2020-12-23_IND_NYK,0022000011,2020-12-23,IND,NYK,NYK,Obi Toppin,1630167,1413,0,,,9,-4,https://www.nba.com/game/0022000011/box-score
2020-12-23_IND_NYK,0022000011,2020-12-23,IND,NYK,NYK,RJ Barrett,1629628,2062,1,G,,26,-10,https://www.nba.com/game/0022000011/box-score
2020-12-23_IND_NYK,0022000011,2020-12-23,IND,NYK,NYK,Reggie Bullock,203493,1538,1,F,,11,-16,https://www.nba.com/game/0022000011/box-score
2020-12-23_IND_NYK,0022000011,2020-12-23,IND,NYK,NYK,Theo Pinson,1629033,55,0,,,0,-1,https://www.nba.com/game/0022000011/box-score
2020-12-23_MEM_SAS,0022000017,2020-12-23,MEM,SAS,MEM,Brandon Clarke,1629634,1551,0,,,10,-8,https://www.nba.com/game/0022000017/box-score
2020-12-23_MEM_SAS,0022000017,2020-12-23,MEM,SAS,MEM,De'Anthony Melton,1629001,1472,0,,,3,-7,https://www.nba.com/game/0022000017/box-score
2020-12-23_MEM_SAS,0022000017,2020-12-23,MEM,SAS,MEM,Desmond Bane,1630217,633,0,,,6,-6,https://www.nba.com/game/0022000017/box-score
2020-12-23_MEM_SAS,0022000017,2020-12-23,MEM,SAS,MEM,Dillon Brooks,1628415,1993,1,F,,16,-10,https://www.nba.com/game/0022000017/box-score
2020-12-23_MEM_SAS,0022000017,2020-12-23,MEM,SAS,MEM,Gorgui Dieng,203476,706,0,,,5,-6,https://www.nba.com/game/0022000017/box-score
2020-12-23_MEM_SAS,0022000017,2020-12-23,MEM,SAS,MEM,Grayson Allen,1628960,1617,1,G,,6,-3,https://www.nba.com/game/0022000017/box-score
2020-12-23_MEM_SAS,0022000017,2020-12-23,MEM,SAS,MEM,Ja Morant,1629630,2110,1,G,,44,10,https://www.nba.com/game/0022000017/box-score
2020-12-23_MEM_SAS,0022000017,2020-12-23,MEM,SAS,MEM,John Konchar,1629723,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000017/box-score
2020-12-23_MEM_SAS,0022000017,2020-12-23,MEM,SAS,MEM,Jonas Valanciunas,202685,1773,1,C,,15,-4,https://www.nba.com/game/0022000017/box-score
2020-12-23_MEM_SAS,0022000017,2020-12-23,MEM,SAS,MEM,Kyle Anderson,203937,1731,1,F,,7,-6,https://www.nba.com/game/0022000017/box-score
2020-12-23_MEM_SAS,0022000017,2020-12-23,MEM,SAS,MEM,Sean McDermott,1630253,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000017/box-score
2020-12-23_MEM_SAS,0022000017,2020-12-23,MEM,SAS,MEM,Tyus Jones,1626145,815,0,,,7,-20,https://www.nba.com/game/0022000017/box-score
2020-12-23_MEM_SAS,0022000017,2020-12-23,MEM,SAS,SAS,DeMar DeRozan,201942,2093,1,F,,28,-1,https://www.nba.com/game/0022000017/box-score
2020-12-23_MEM_SAS,0022000017,2020-12-23,MEM,SAS,SAS,Dejounte Murray,1627749,1839,1,G,,21,6,https://www.nba.com/game/0022000017/box-score
2020-12-23_MEM_SAS,0022000017,2020-12-23,MEM,SAS,SAS,Devin Vassell,1630170,1180,0,,,3,13,https://www.nba.com/game/0022000017/box-score
2020-12-23_MEM_SAS,0022000017,2020-12-23,MEM,SAS,SAS,Drew Eubanks,1629234,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000017/box-score
2020-12-23_MEM_SAS,0022000017,2020-12-23,MEM,SAS,SAS,Jakob Poeltl,1627751,1154,0,,,4,14,https://www.nba.com/game/0022000017/box-score
2020-12-23_MEM_SAS,0022000017,2020-12-23,MEM,SAS,SAS,Keita Bates-Diop,1628966,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000017/box-score
2020-12-23_MEM_SAS,0022000017,2020-12-23,MEM,SAS,SAS,Keldon Johnson,1629640,1921,1,F,,16,3,https://www.nba.com/game/0022000017/box-score
2020-12-23_MEM_SAS,0022000017,2020-12-23,MEM,SAS,SAS,LaMarcus Aldridge,200746,1726,1,C,,20,-2,https://www.nba.com/game/0022000017/box-score
2020-12-23_MEM_SAS,0022000017,2020-12-23,MEM,SAS,SAS,Lonnie Walker IV,1629022,2063,1,G,,16,0,https://www.nba.com/game/0022000017/box-score
2020-12-23_MEM_SAS,0022000017,2020-12-23,MEM,SAS,SAS,Luka Samanic,1629677,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000017/box-score
2020-12-23_MEM_SAS,0022000017,2020-12-23,MEM,SAS,SAS,Patty Mills,201988,1158,0,,,13,13,https://www.nba.com/game/0022000017/box-score
2020-12-23_MEM_SAS,0022000017,2020-12-23,MEM,SAS,SAS,Rudy Gay,200752,1266,0,,,10,14,https://www.nba.com/game/0022000017/box-score
2020-12-23_MEM_SAS,0022000017,2020-12-23,MEM,SAS,SAS,Tre Jones,1630200,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000017/box-score
2020-12-23_MEM_SAS,0022000017,2020-12-23,MEM,SAS,SAS,Trey Lyles,1626168,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000017/box-score
2020-12-23_MIN_DET,0022000018,2020-12-23,MIN,DET,DET,Blake Griffin,201933,2100,1,F,,15,-15,https://www.nba.com/game/0022000018/box-score
2020-12-23_MIN_DET,0022000018,2020-12-23,MIN,DET,DET,Delon Wright,1626153,1149,1,G,,5,3,https://www.nba.com/game/0022000018/box-score
2020-12-23_MIN_DET,0022000018,2020-12-23,MIN,DET,DET,Derrick Rose,201565,1608,0,,,15,-7,https://www.nba.com/game/0022000018/box-score
2020-12-23_MIN_DET,0022000018,2020-12-23,MIN,DET,DET,Isaiah Stewart,1630191,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000018/box-score
2020-12-23_MIN_DET,0022000018,2020-12-23,MIN,DET,DET,Jahlil Okafor,1626143,918,0,,,8,-1,https://www.nba.com/game/0022000018/box-score
2020-12-23_MIN_DET,0022000018,2020-12-23,MIN,DET,DET,Jerami Grant,203924,1885,1,F,,9,-14,https://www.nba.com/game/0022000018/box-score
2020-12-23_MIN_DET,0022000018,2020-12-23,MIN,DET,DET,Josh Jackson,1628367,1731,0,,,19,-13,https://www.nba.com/game/0022000018/box-score
2020-12-23_MIN_DET,0022000018,2020-12-23,MIN,DET,DET,Killian Hayes,1630165,1272,1,G,,7,-3,https://www.nba.com/game/0022000018/box-score
2020-12-23_MIN_DET,0022000018,2020-12-23,MIN,DET,DET,Mason Plumlee,203486,1932,1,C,,14,-9,https://www.nba.com/game/0022000018/box-score
2020-12-23_MIN_DET,0022000018,2020-12-23,MIN,DET,DET,Rodney McGruder,203585,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000018/box-score
2020-12-23_MIN_DET,0022000018,2020-12-23,MIN,DET,DET,Saben Lee,1630240,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000018/box-score
2020-12-23_MIN_DET,0022000018,2020-12-23,MIN,DET,DET,Saddiq Bey,1630180,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000018/box-score
2020-12-23_MIN_DET,0022000018,2020-12-23,MIN,DET,DET,Sekou Doumbouya,1629635,810,0,,,6,5,https://www.nba.com/game/0022000018/box-score
2020-12-23_MIN_DET,0022000018,2020-12-23,MIN,DET,DET,Svi Mykhailiuk,1629004,995,0,,,3,4,https://www.nba.com/game/0022000018/box-score
2020-12-23_MIN_DET,0022000018,2020-12-23,MIN,DET,DET,Wayne Ellington,201961,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000018/box-score
2020-12-23_MIN_DET,0022000018,2020-12-23,MIN,DET,MIN,Anthony Edwards,1630162,1509,0,,,15,4,https://www.nba.com/game/0022000018/box-score
2020-12-23_MIN_DET,0022000018,2020-12-23,MIN,DET,MIN,D'Angelo Russell,1626156,2000,0,,,18,5,https://www.nba.com/game/0022000018/box-score
2020-12-23_MIN_DET,0022000018,2020-12-23,MIN,DET,MIN,Ed Davis,202334,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000018/box-score
2020-12-23_MIN_DET,0022000018,2020-12-23,MIN,DET,MIN,Jaden McDaniels,1630183,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000018/box-score
2020-12-23_MIN_DET,0022000018,2020-12-23,MIN,DET,MIN,Jake Layman,1627774,993,1,F,,0,-15,https://www.nba.com/game/0022000018/box-score
2020-12-23_MIN_DET,0022000018,2020-12-23,MIN,DET,MIN,Jarred Vanderbilt,1629020,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000018/box-score
2020-12-23_MIN_DET,0022000018,2020-12-23,MIN,DET,MIN,Jarrett Culver,1629633,1237,0,,,10,7,https://www.nba.com/game/0022000018/box-score
2020-12-23_MIN_DET,0022000018,2020-12-23,MIN,DET,MIN,Josh Okogie,1629006,1953,1,F,,12,17,https://www.nba.com/game/0022000018/box-score
2020-12-23_MIN_DET,0022000018,2020-12-23,MIN,DET,MIN,Juancho Hernangomez,1627823,706,0,,,0,-7,https://www.nba.com/game/0022000018/box-score
2020-12-23_MIN_DET,0022000018,2020-12-23,MIN,DET,MIN,Karl-Anthony Towns,1626157,1825,1,C,,22,11,https://www.nba.com/game/0022000018/box-score
2020-12-23_MIN_DET,0022000018,2020-12-23,MIN,DET,MIN,Malik Beasley,1627736,1597,1,G,,23,12,https://www.nba.com/game/0022000018/box-score
2020-12-23_MIN_DET,0022000018,2020-12-23,MIN,DET,MIN,Naz Reid,1629675,1055,0,,,8,-1,https://www.nba.com/game/0022000018/box-score
