game_id,date,home,away,home_pts,away_pts,home_observed_seconds,away_observed_seconds,inferred_historical_ot,home_seconds_residual,away_seconds_residual,official_reference_url
0022100037,2021-10-24,HOU,BOS,97,107,14400,14400,0,0,0,https://www.nba.com/game/bos-vs-hou-0022100037
0022100038,2021-10-24,OKC,PHI,103,115,14400,14400,0,0,0,https://www.nba.com/game/phi-vs-okc-0022100038
0022100039,2021-10-24,SAC,GSW,107,119,14400,14400,0,0,0,https://www.nba.com/game/gsw-vs-sac-0022100039
0022100040,2021-10-24,LAL,MEM,121,118,14401,14399,0,1,-1,https://www.nba.com/game/mem-vs-lal-0022100040
0022100041,2021-10-25,CHA,BOS,129,140,15900,15900,1,0,0,https://www.nba.com/game/bos-vs-cha-0022100041
0022100042,2021-10-25,IND,MIL,109,119,14400,14399,0,0,-1,https://www.nba.com/game/mil-vs-ind-0022100042
0022100043,2021-10-25,ATL,DET,122,104,14400,14400,0,0,0,https://www.nba.com/game/det-vs-atl-0022100043
0022100044,2021-10-25,BKN,WAS,104,90,14399,14399,0,-1,-1,https://www.nba.com/game/was-vs-bkn-0022100044
0022100045,2021-10-25,MIA,ORL,107,90,14401,14401,0,1,1,https://www.nba.com/game/orl-vs-mia-0022100045
0022100046,2021-10-25,TOR,CHI,108,111,14400,14400,0,0,0,https://www.nba.com/game/chi-vs-tor-0022100046
0022100047,2021-10-25,MIN,NOP,98,107,14400,14400,0,0,0,https://www.nba.com/game/nop-vs-min-0022100047
0022100048,2021-10-25,DEN,CLE,87,99,14400,14400,0,0,0,https://www.nba.com/game/cle-vs-den-0022100048
0022100049,2021-10-25,LAC,POR,116,86,14400,14400,0,0,0,https://www.nba.com/game/por-vs-lac-0022100049
0022100050,2021-10-26,NYK,PHI,112,99,14400,14400,0,0,0,https://www.nba.com/game/phi-vs-nyk-0022100050
0022100051,2021-10-26,OKC,GSW,98,106,14400,14404,0,0,4,https://www.nba.com/game/gsw-vs-okc-0022100051
0022100052,2021-10-26,DAL,HOU,116,106,14400,14400,0,0,0,https://www.nba.com/game/hou-vs-dal-0022100052
0022100053,2021-10-26,SAS,LAL,121,125,15901,15900,1,1,0,https://www.nba.com/game/lal-vs-sas-0022100053
0022100054,2021-10-26,UTA,DEN,122,110,14400,14400,0,0,0,https://www.nba.com/game/den-vs-uta-0022100054
0022100055,2021-10-27,ORL,CHA,111,120,14400,14400,0,0,0,https://www.nba.com/game/cha-vs-orl-0022100055
0022100056,2021-10-27,BOS,WAS,107,116,14400,14400,0,0,0,https://www.nba.com/game/was-vs-bos-0022100056
0022100057,2021-10-27,BKN,MIA,93,106,14400,14401,0,0,1,https://www.nba.com/game/mia-vs-bkn-0022100057
0022100058,2021-10-27,TOR,IND,118,100,14399,14400,0,-1,0,https://www.nba.com/game/ind-vs-tor-0022100058
0022100059,2021-10-27,NOP,ATL,99,102,14399,14400,0,-1,0,https://www.nba.com/game/atl-vs-nop-0022100059
0022100060,2021-10-27,MIL,MIN,108,113,14400,14400,0,0,0,https://www.nba.com/game/min-vs-mil-0022100060
0022100061,2021-10-27,OKC,LAL,123,115,14400,14400,0,0,0,https://www.nba.com/game/lal-vs-okc-0022100061
0022100062,2021-10-27,PHX,SAC,107,110,14400,14400,0,0,0,https://www.nba.com/game/sac-vs-phx-0022100062
0022100063,2021-10-27,POR,MEM,116,96,14400,14400,0,0,0,https://www.nba.com/game/mem-vs-por-0022100063
0022100064,2021-10-27,LAC,CLE,79,92,14401,14401,0,1,1,https://www.nba.com/game/cle-vs-lac-0022100064
0022100065,2021-10-28,PHI,DET,110,102,14400,14400,0,0,0,https://www.nba.com/game/det-vs-phi-0022100065
0022100066,2021-10-28,WAS,ATL,122,111,14400,14400,0,0,0,https://www.nba.com/game/atl-vs-was-0022100066
0022100067,2021-10-28,CHI,NYK,103,104,14400,14400,0,0,0,https://www.nba.com/game/nyk-vs-chi-0022100067
0022100068,2021-10-28,HOU,UTA,91,122,14400,14400,0,0,0,https://www.nba.com/game/uta-vs-hou-0022100068
0022100069,2021-10-28,DAL,SAS,104,99,14400,14400,0,0,0,https://www.nba.com/game/sas-vs-dal-0022100069
0022100070,2021-10-28,GSW,MEM,101,104,15900,15900,1,0,0,https://www.nba.com/game/mem-vs-gsw-0022100070
0022100071,2021-10-29,TOR,ORL,110,109,14400,14400,0,0,0,https://www.nba.com/game/orl-vs-tor-0022100071
0022100072,2021-10-29,BKN,IND,105,98,14401,14401,0,1,1,https://www.nba.com/game/ind-vs-bkn-0022100072
0022100073,2021-10-29,MIA,CHA,114,99,14400,14400,0,0,0,https://www.nba.com/game/cha-vs-mia-0022100073
0022100074,2021-10-29,NOP,SAC,109,113,14400,14401,0,0,1,https://www.nba.com/game/sac-vs-nop-0022100074
0022100075,2021-10-29,DEN,DAL,106,75,14400,14400,0,0,0,https://www.nba.com/game/dal-vs-den-0022100075
0022100076,2021-10-29,POR,LAC,111,92,14400,14400,0,0,0,https://www.nba.com/game/lac-vs-por-0022100076
0022100077,2021-10-29,LAL,CLE,113,101,14400,14400,0,0,0,https://www.nba.com/game/cle-vs-lal-0022100077
0022100078,2021-10-30,WAS,BOS,115,112,17400,17400,2,0,0,https://www.nba.com/game/bos-vs-was-0022100078
0022100079,2021-10-30,DET,ORL,110,103,14400,14400,0,0,0,https://www.nba.com/game/orl-vs-det-0022100079
0022100080,2021-10-30,NOP,NYK,117,123,14400,14400,0,0,0,https://www.nba.com/game/nyk-vs-nop-0022100080
0022100081,2021-10-30,IND,TOR,94,97,14401,14401,0,1,1,https://www.nba.com/game/tor-vs-ind-0022100081
0022100082,2021-10-30,PHI,ATL,122,94,14400,14400,0,0,0,https://www.nba.com/game/atl-vs-phi-0022100082
0022100083,2021-10-30,CHI,UTA,107,99,14400,14400,0,0,0,https://www.nba.com/game/uta-vs-chi-0022100083
0022100084,2021-10-30,MEM,MIA,103,129,14400,14400,0,0,0,https://www.nba.com/game/mia-vs-mem-0022100084
0022100085,2021-10-30,MIL,SAS,93,102,14400,14400,0,0,0,https://www.nba.com/game/sas-vs-mil-0022100085
0022100086,2021-10-30,GSW,OKC,103,82,14400,14400,0,0,0,https://www.nba.com/game/okc-vs-gsw-0022100086
0022100087,2021-10-30,MIN,DEN,91,93,14400,14400,0,0,0,https://www.nba.com/game/den-vs-min-0022100087
0022100088,2021-10-30,PHX,CLE,101,92,14400,14400,0,0,0,https://www.nba.com/game/cle-vs-phx-0022100088
0022100089,2021-10-31,DAL,SAC,105,99,14400,14400,0,0,0,https://www.nba.com/game/sac-vs-dal-0022100089
0022100090,2021-10-31,CHA,POR,125,113,14400,14401,0,0,1,https://www.nba.com/game/por-vs-cha-0022100090
0022100091,2021-10-31,MIL,UTA,95,107,14400,14400,0,0,0,https://www.nba.com/game/uta-vs-mil-0022100091
0022100092,2021-10-31,BKN,DET,117,91,14400,14400,0,0,0,https://www.nba.com/game/det-vs-bkn-0022100092
0022100093,2021-10-31,LAL,HOU,95,85,14401,14400,0,1,0,https://www.nba.com/game/hou-vs-lal-0022100093
0022100094,2021-11-01,CHA,CLE,110,113,14400,14400,0,0,0,https://www.nba.com/game/cle-vs-cha-0022100094
0022100095,2021-11-01,IND,SAS,131,118,14400,14400,0,0,0,https://www.nba.com/game/sas-vs-ind-0022100095
0022100096,2021-11-01,PHI,POR,113,103,14400,14400,0,0,0,https://www.nba.com/game/por-vs-phi-0022100096
0022100097,2021-11-01,ATL,WAS,118,111,14402,14400,0,2,0,https://www.nba.com/game/was-vs-atl-0022100097
0022100098,2021-11-01,BOS,CHI,114,128,14399,14400,0,-1,0,https://www.nba.com/game/chi-vs-bos-0022100098
0022100099,2021-11-01,NYK,TOR,104,113,14400,14400,0,0,0,https://www.nba.com/game/tor-vs-nyk-0022100099
0022100100,2021-11-01,MEM,DEN,106,97,14401,14400,0,1,0,https://www.nba.com/game/den-vs-mem-0022100100
0022100101,2021-11-01,MIN,ORL,97,115,14401,14400,0,1,0,https://www.nba.com/game/orl-vs-min-0022100101
0022100102,2021-11-01,LAC,OKC,99,94,14400,14401,0,0,1,https://www.nba.com/game/okc-vs-lac-0022100102
0022100103,2021-11-02,DET,MIL,89,117,14400,14400,0,0,0,https://www.nba.com/game/mil-vs-det-0022100103
0022100104,2021-11-02,DAL,MIA,110,125,14400,14400,0,0,0,https://www.nba.com/game/mia-vs-dal-0022100104
0022100105,2021-11-02,UTA,SAC,119,113,14400,14400,0,0,0,https://www.nba.com/game/sac-vs-uta-0022100105
0022100106,2021-11-02,PHX,NOP,112,100,14400,14400,0,0,0,https://www.nba.com/game/nop-vs-phx-0022100106
0022100107,2021-11-02,LAL,HOU,119,117,14400,14400,0,0,0,https://www.nba.com/game/hou-vs-lal-0022100107
0022100108,2021-11-03,CLE,POR,107,104,14400,14400,0,0,0,https://www.nba.com/game/por-vs-cle-0022100108
0022100109,2021-11-03,IND,NYK,111,98,14400,14400,0,0,0,https://www.nba.com/game/nyk-vs-ind-0022100109
0022100110,2021-11-03,ORL,BOS,79,92,14400,14400,0,0,0,https://www.nba.com/game/bos-vs-orl-0022100110
0022100111,2021-11-03,PHI,CHI,103,98,14400,14400,0,0,0,https://www.nba.com/game/chi-vs-phi-0022100111
0022100112,2021-11-03,WAS,TOR,100,109,14400,14400,0,0,0,https://www.nba.com/game/tor-vs-was-0022100112
0022100113,2021-11-03,BKN,ATL,117,108,14401,14400,0,1,0,https://www.nba.com/game/atl-vs-bkn-0022100113
0022100114,2021-11-03,MEM,DEN,108,106,14400,14400,0,0,0,https://www.nba.com/game/den-vs-mem-0022100114
0022100115,2021-11-03,MIN,LAC,115,126,14400,14400,0,0,0,https://www.nba.com/game/lac-vs-min-0022100115
0022100116,2021-11-03,SAS,DAL,108,109,14400,14400,0,0,0,https://www.nba.com/game/dal-vs-sas-0022100116
0022100117,2021-11-03,GSW,CHA,114,92,14400,14400,0,0,0,https://www.nba.com/game/cha-vs-gsw-0022100117
0022100118,2021-11-03,SAC,NOP,112,99,14400,14400,0,0,0,https://www.nba.com/game/nop-vs-sac-0022100118
0022100119,2021-11-04,DET,PHI,98,109,14401,14400,0,1,0,https://www.nba.com/game/phi-vs-det-0022100119
0022100120,2021-11-04,ATL,UTA,98,116,14400,14400,0,0,0,https://www.nba.com/game/uta-vs-atl-0022100120
0022100121,2021-11-04,MIA,BOS,78,95,14400,14400,0,0,0,https://www.nba.com/game/bos-vs-mia-0022100121
0022100122,2021-11-04,PHX,HOU,123,111,14400,14400,0,0,0,https://www.nba.com/game/hou-vs-phx-0022100122
0022100123,2021-11-04,LAL,OKC,104,107,14400,14400,0,0,0,https://www.nba.com/game/okc-vs-lal-0022100123
0022100124,2021-11-05,DET,BKN,90,96,14400,14400,0,0,0,https://www.nba.com/game/bkn-vs-det-0022100124
0022100125,2021-11-05,ORL,SAS,89,102,14400,14400,0,0,0,https://www.nba.com/game/sas-vs-orl-0022100125
0022100126,2021-11-05,WAS,MEM,115,87,14400,14400,0,0,0,https://www.nba.com/game/mem-vs-was-0022100126
0022100127,2021-11-05,TOR,CLE,101,102,14401,14400,0,1,0,https://www.nba.com/game/cle-vs-tor-0022100127
0022100128,2021-11-05,MIL,NYK,98,113,14400,14400,0,0,0,https://www.nba.com/game/nyk-vs-mil-0022100128
0022100129,2021-11-05,MIN,LAC,84,104,14400,14400,0,0,0,https://www.nba.com/game/lac-vs-min-0022100129
0022100130,2021-11-05,GSW,NOP,126,85,14400,14400,0,0,0,https://www.nba.com/game/nop-vs-gsw-0022100130
0022100131,2021-11-05,POR,IND,110,106,14400,14400,0,0,0,https://www.nba.com/game/ind-vs-por-0022100131
0022100132,2021-11-05,SAC,CHA,140,110,14400,14400,0,0,0,https://www.nba.com/game/cha-vs-sac-0022100132
0022100133,2021-11-06,DEN,HOU,95,94,14400,14400,0,0,0,https://www.nba.com/game/hou-vs-den-0022100133
0022100134,2021-11-06,MIA,UTA,118,115,14400,14399,0,0,-1,https://www.nba.com/game/uta-vs-mia-0022100134
0022100135,2021-11-06,CHI,PHI,105,114,14400,14400,0,0,0,https://www.nba.com/game/phi-vs-chi-0022100135
0022100136,2021-11-06,DAL,BOS,107,104,14400,14400,0,0,0,https://www.nba.com/game/bos-vs-dal-0022100136
0022100137,2021-11-06,PHX,ATL,121,117,14401,14400,0,1,0,https://www.nba.com/game/atl-vs-phx-0022100137
0022100138,2021-11-06,POR,LAL,105,90,14400,14400,0,0,0,https://www.nba.com/game/lal-vs-por-0022100138
0022100139,2021-11-07,TOR,BKN,103,116,14400,14400,0,0,0,https://www.nba.com/game/bkn-vs-tor-0022100139
0022100140,2021-11-07,NYK,CLE,109,126,14400,14400,0,0,0,https://www.nba.com/game/cle-vs-nyk-0022100140
0022100141,2021-11-07,ORL,UTA,107,100,14400,14400,0,0,0,https://www.nba.com/game/uta-vs-orl-0022100141
0022100142,2021-11-07,WAS,MIL,101,94,14400,14399,0,0,-1,https://www.nba.com/game/mil-vs-was-0022100142
0022100143,2021-11-07,SAC,IND,91,94,14401,14402,0,1,2,https://www.nba.com/game/ind-vs-sac-0022100143
0022100144,2021-11-07,OKC,SAS,99,94,14400,14400,0,0,0,https://www.nba.com/game/sas-vs-okc-0022100144
0022100145,2021-11-07,GSW,HOU,120,107,14399,14401,0,-1,1,https://www.nba.com/game/hou-vs-gsw-0022100145
0022100146,2021-11-07,LAC,CHA,120,106,14401,14400,0,1,0,https://www.nba.com/game/cha-vs-lac-0022100146
0022100147,2021-11-08,PHI,NYK,96,103,14400,14401,0,0,1,https://www.nba.com/game/nyk-vs-phi-0022100147
0022100148,2021-11-08,CHI,BKN,118,95,14401,14401,0,1,1,https://www.nba.com/game/bkn-vs-chi-0022100148
0022100149,2021-11-08,MEM,MIN,125,118,15900,15900,1,0,0,https://www.nba.com/game/min-vs-mem-0022100149
0022100150,2021-11-08,DAL,NOP,108,92,14400,14401,0,0,1,https://www.nba.com/game/nop-vs-dal-0022100150
0022100151,2021-11-08,DEN,MIA,113,96,14400,14400,0,0,0,https://www.nba.com/game/mia-vs-den-0022100151
0022100152,2021-11-08,GSW,ATL,127,113,14401,14400,0,1,0,https://www.nba.com/game/atl-vs-gsw-0022100152
0022100153,2021-11-08,SAC,PHX,104,109,14400,14400,0,0,0,https://www.nba.com/game/phx-vs-sac-0022100153
0022100154,2021-11-08,LAL,CHA,126,123,15901,15900,1,1,0,https://www.nba.com/game/cha-vs-lal-0022100154
0022100155,2021-11-09,PHI,MIL,109,118,14400,14400,0,0,0,https://www.nba.com/game/mil-vs-phi-0022100155
0022100156,2021-11-09,UTA,ATL,110,98,14399,14400,0,-1,0,https://www.nba.com/game/atl-vs-uta-0022100156
0022100157,2021-11-09,LAC,POR,117,109,14400,14400,0,0,0,https://www.nba.com/game/por-vs-lac-0022100157
0022100158,2021-11-10,CLE,WAS,94,97,14400,14399,0,0,-1,https://www.nba.com/game/was-vs-cle-0022100158
0022100159,2021-11-10,ORL,BKN,90,123,14400,14400,0,0,0,https://www.nba.com/game/bkn-vs-orl-0022100159
0022100160,2021-11-10,BOS,TOR,104,88,14400,14400,0,0,0,https://www.nba.com/game/tor-vs-bos-0022100160
0022100161,2021-11-10,NYK,MIL,100,112,14400,14400,0,0,0,https://www.nba.com/game/mil-vs-nyk-0022100161
0022100162,2021-11-10,HOU,DET,104,112,14400,14400,0,0,0,https://www.nba.com/game/det-vs-hou-0022100162
0022100163,2021-11-10,CHI,DAL,117,107,14400,14400,0,0,0,https://www.nba.com/game/dal-vs-chi-0022100163
0022100164,2021-11-10,MEM,CHA,108,118,14400,14400,0,0,0,https://www.nba.com/game/cha-vs-mem-0022100164
0022100165,2021-11-10,NOP,OKC,100,108,14400,14400,0,0,0,https://www.nba.com/game/okc-vs-nop-0022100165
0022100166,2021-11-10,SAS,SAC,136,117,14400,14401,0,0,1,https://www.nba.com/game/sac-vs-sas-0022100166
0022100167,2021-11-10,DEN,IND,101,98,14400,14400,0,0,0,https://www.nba.com/game/ind-vs-den-0022100167
0022100168,2021-11-10,PHX,POR,119,109,14400,14400,0,0,0,https://www.nba.com/game/por-vs-phx-0022100168
0022100169,2021-11-10,GSW,MIN,123,110,14400,14400,0,0,0,https://www.nba.com/game/min-vs-gsw-0022100169
0022100170,2021-11-10,LAL,MIA,120,117,15900,15901,1,0,1,https://www.nba.com/game/mia-vs-lal-0022100170
0022100171,2021-11-11,PHI,TOR,109,115,14401,14401,0,1,1,https://www.nba.com/game/tor-vs-phi-0022100171
0022100172,2021-11-11,UTA,IND,100,111,14400,14400,0,0,0,https://www.nba.com/game/ind-vs-uta-0022100172
0022100173,2021-11-11,LAC,MIA,112,109,14400,14400,0,0,0,https://www.nba.com/game/mia-vs-lac-0022100173
0022100174,2021-11-12,CHA,NYK,104,96,14400,14400,0,0,0,https://www.nba.com/game/nyk-vs-cha-0022100174
0022100175,2021-11-12,BOS,MIL,122,113,15900,15901,1,0,1,https://www.nba.com/game/mil-vs-bos-0022100175
0022100176,2021-11-12,CLE,DET,98,78,14400,14400,0,0,0,https://www.nba.com/game/det-vs-cle-0022100176
0022100177,2021-11-12,HOU,POR,92,104,14400,14401,0,0,1,https://www.nba.com/game/por-vs-hou-0022100177
0022100178,2021-11-12,MEM,PHX,94,119,14400,14400,0,0,0,https://www.nba.com/game/phx-vs-mem-0022100178
0022100179,2021-11-12,NOP,BKN,112,120,14400,14400,0,0,0,https://www.nba.com/game/bkn-vs-nop-0022100179
0022100180,2021-11-12,OKC,SAC,105,103,14400,14400,0,0,0,https://www.nba.com/game/sac-vs-okc-0022100180
0022100181,2021-11-12,SAS,DAL,109,123,14400,14400,0,0,0,https://www.nba.com/game/dal-vs-sas-0022100181
0022100182,2021-11-12,DEN,ATL,105,96,14400,14400,0,0,0,https://www.nba.com/game/atl-vs-den-0022100182
0022100183,2021-11-12,GSW,CHI,119,93,14400,14400,0,0,0,https://www.nba.com/game/chi-vs-gsw-0022100183
0022100184,2021-11-12,LAL,MIN,83,107,14400,14400,0,0,0,https://www.nba.com/game/min-vs-lal-0022100184
0022100185,2021-11-13,UTA,MIA,105,111,14400,14401,0,0,1,https://www.nba.com/game/mia-vs-uta-0022100185
0022100186,2021-11-13,IND,PHI,118,113,14400,14400,0,0,0,https://www.nba.com/game/phi-vs-ind-0022100186
0022100187,2021-11-13,ORL,WAS,92,104,14400,14400,0,0,0,https://www.nba.com/game/was-vs-orl-0022100187
0022100188,2021-11-13,NOP,MEM,112,101,14400,14400,0,0,0,https://www.nba.com/game/mem-vs-nop-0022100188
0022100189,2021-11-13,TOR,DET,121,127,14400,14402,0,0,2,https://www.nba.com/game/det-vs-tor-0022100189
0022100190,2021-11-13,CLE,BOS,91,89,14400,14400,0,0,0,https://www.nba.com/game/bos-vs-cle-0022100190
0022100191,2021-11-13,LAC,MIN,129,102,14400,14400,0,0,0,https://www.nba.com/game/min-vs-lac-0022100191
0022100192,2021-11-14,LAL,SAS,114,106,14400,14400,0,0,0,https://www.nba.com/game/sas-vs-lal-0022100192
0022100193,2021-11-14,ATL,MIL,120,100,14400,14400,0,0,0,https://www.nba.com/game/mil-vs-atl-0022100193
0022100194,2021-11-14,CHA,GSW,106,102,14401,14402,0,1,2,https://www.nba.com/game/gsw-vs-cha-0022100194
0022100195,2021-11-14,HOU,PHX,89,115,14400,14400,0,0,0,https://www.nba.com/game/phx-vs-hou-0022100195
0022100196,2021-11-14,OKC,BKN,96,120,14400,14400,0,0,0,https://www.nba.com/game/bkn-vs-okc-0022100196
0022100197,2021-11-14,DEN,POR,124,95,14400,14400,0,0,0,https://www.nba.com/game/por-vs-den-0022100197
0022100198,2021-11-14,LAC,CHI,90,100,14400,14400,0,0,0,https://www.nba.com/game/chi-vs-lac-0022100198
0022100199,2021-11-15,CLE,BOS,92,98,14400,14400,0,0,0,https://www.nba.com/game/bos-vs-cle-0022100199
0022100200,2021-11-15,DET,SAC,107,129,14400,14400,0,0,0,https://www.nba.com/game/sac-vs-det-0022100200
0022100201,2021-11-15,WAS,NOP,105,100,14400,14400,0,0,0,https://www.nba.com/game/nop-vs-was-0022100201
0022100202,2021-11-15,ATL,ORL,129,111,14400,14400,0,0,0,https://www.nba.com/game/orl-vs-atl-0022100202
0022100203,2021-11-15,NYK,IND,92,84,14400,14400,0,0,0,https://www.nba.com/game/ind-vs-nyk-0022100203
0022100204,2021-11-15,DAL,DEN,111,101,14400,14400,0,0,0,https://www.nba.com/game/den-vs-dal-0022100204
0022100205,2021-11-15,MEM,HOU,136,102,14400,14400,0,0,0,https://www.nba.com/game/hou-vs-mem-0022100205
0022100206,2021-11-15,MIN,PHX,96,99,14401,14400,0,1,0,https://www.nba.com/game/phx-vs-min-0022100206
0022100207,2021-11-15,OKC,MIA,90,103,14400,14400,0,0,0,https://www.nba.com/game/mia-vs-okc-0022100207
0022100208,2021-11-15,POR,TOR,118,113,14400,14400,0,0,0,https://www.nba.com/game/tor-vs-por-0022100208
0022100209,2021-11-15,LAL,CHI,103,121,14398,14400,0,-2,0,https://www.nba.com/game/chi-vs-lal-0022100209
0022100210,2021-11-16,BKN,GSW,99,117,14400,14400,0,0,0,https://www.nba.com/game/gsw-vs-bkn-0022100210
0022100211,2021-11-16,UTA,PHI,120,85,14400,14400,0,0,0,https://www.nba.com/game/phi-vs-uta-0022100211
0022100212,2021-11-16,LAC,SAS,106,92,14400,14400,0,0,0,https://www.nba.com/game/sas-vs-lac-0022100212
0022100213,2021-11-17,CHA,WAS,97,87,14400,14400,0,0,0,https://www.nba.com/game/was-vs-cha-0022100213
0022100214,2021-11-17,DET,IND,97,89,14400,14400,0,0,0,https://www.nba.com/game/ind-vs-det-0022100214
0022100215,2021-11-17,ATL,BOS,110,99,14400,14400,0,0,0,https://www.nba.com/game/bos-vs-atl-0022100215
0022100216,2021-11-17,BKN,CLE,109,99,14400,14400,0,0,0,https://www.nba.com/game/cle-vs-bkn-0022100216
0022100217,2021-11-17,MIA,NOP,113,98,14400,14400,0,0,0,https://www.nba.com/game/nop-vs-mia-0022100217
0022100218,2021-11-17,NYK,ORL,98,104,14400,14400,0,0,0,https://www.nba.com/game/orl-vs-nyk-0022100218
0022100219,2021-11-17,MIL,LAL,109,102,14400,14400,0,0,0,https://www.nba.com/game/lal-vs-mil-0022100219
0022100220,2021-11-17,MIN,SAC,107,97,14400,14400,0,0,0,https://www.nba.com/game/sac-vs-min-0022100220
0022100221,2021-11-17,OKC,HOU,101,89,14401,14401,0,1,1,https://www.nba.com/game/hou-vs-okc-0022100221
0022100222,2021-11-17,PHX,DAL,105,98,14400,14400,0,0,0,https://www.nba.com/game/dal-vs-phx-0022100222
0022100223,2021-11-17,POR,CHI,112,107,14400,14400,0,0,0,https://www.nba.com/game/chi-vs-por-0022100223
0022100224,2021-11-18,CLE,GSW,89,104,14400,14401,0,0,1,https://www.nba.com/game/gsw-vs-cle-0022100224
0022100225,2021-11-18,MIA,WAS,112,97,14400,14400,0,0,0,https://www.nba.com/game/was-vs-mia-0022100225
0022100226,2021-11-18,MEM,LAC,120,108,14400,14400,0,0,0,https://www.nba.com/game/lac-vs-mem-0022100226
0022100227,2021-11-18,MIN,SAS,115,90,14400,14400,0,0,0,https://www.nba.com/game/sas-vs-min-0022100227
0022100228,2021-11-18,DEN,PHI,89,103,14401,14401,0,1,1,https://www.nba.com/game/phi-vs-den-0022100228
