player_id,archive_player,nba_player,season,observed_through,bpm,obpm,dbpm,archive_gp,archive_minutes,nba_gp_including_zero_clock,nba_seconds,nba_last_date,zero_clock_appearances
brownbr01,Bruce Brown,Bruce Brown,2021,2021-03-25,-1.2,-0.8,-0.4,41,861,41,51640,2021-03-24,0
brownja02,Jaylen Brown,Jaylen Brown,2021,2021-03-25,3.0,3.9,-0.8,41,1402,41,84134,2021-03-24,0
brownmo01,Moses Brown,Moses Brown,2021,2021-03-25,-1.0,-0.6,-0.5,15,248,15,14854,2021-03-24,0
brownst02,Sterling Brown,Sterling Brown,2021,2021-03-25,-2.2,-2.3,0.1,41,984,41,59029,2021-03-24,0
browntr01,Troy Brown Jr.,Troy Brown Jr.,2021,2021-03-25,-5.7,-3.7,-2.0,21,287,21,17207,2021-03-23,0
brunsja01,Jalen Brunson,Jalen Brunson,2021,2021-03-25,0.2,1.2,-1.1,38,932,38,55898,2021-03-24,0
bryanth01,Thomas Bryant,Thomas Bryant,2021,2021-03-25,0.4,2.1,-1.7,10,271,10,16251,2021-01-09,0
bullore01,Reggie Bullock,Reggie Bullock,2021,2021-03-25,-1.3,-1.8,0.5,39,1083,39,64995,2021-03-23,0
burketr01,Trey Burke,Trey Burke,2021,2021-03-25,-0.9,-0.6,-0.4,41,617,41,37032,2021-03-24,0
burksal01,Alec Burks,Alec Burks,2021,2021-03-25,0.7,0.5,0.2,33,857,33,51434,2021-03-25,0
butleji01,Jimmy Butler,Jimmy Butler,2021,2021-03-25,7.4,4.7,2.7,30,1002,30,60120,2021-03-23,0
cabocbr01,Bruno Caboclo,Bruno Caboclo,2021,2021-03-25,-10.6,-8.5,-2.1,6,36,6,2186,2021-01-12,0
cacokde01,Devontae Cacok,Devontae Cacok,2021,2021-03-25,3.4,0.4,2.9,8,44,8,2610,2021-03-23,0
caldwke01,Kentavious Caldwell-Pope,Kentavious Caldwell-Pope,2021,2021-03-25,-2.0,-2.0,0.0,41,1071,41,64237,2021-03-25,0
campafa01,Facundo Campazzo,Facundo Campazzo,2021,2021-03-25,-1.9,-2.5,0.6,38,674,38,40473,2021-03-24,0
cancavl01,Vlatko Čančar,Vlatko Cancar,2021,2021-03-25,-2.9,-3.9,1.0,24,143,24,8581,2021-03-24,0
capelca01,Clint Capela,Clint Capela,2021,2021-03-25,2.7,2.6,0.0,38,1112,38,66736,2021-03-24,0
careyve01,Vernon Carey Jr.,Vernon Carey Jr.,2021,2021-03-25,-2.0,-0.8,-1.2,7,25,7,1487,2021-03-24,0
carteje01,Jevon Carter,Jevon Carter,2021,2021-03-25,0.5,-2.0,2.5,34,322,34,19327,2021-03-23,0
cartemi01,Michael Carter-Williams,Michael Carter-Williams,2021,2021-03-25,-4.9,-4.5,-0.4,23,612,23,36693,2021-03-24,0
cartewe01,Wendell Carter Jr.,Wendell Carter Jr.,2021,2021-03-25,-1.4,-1.3,-0.1,32,792,32,47509,2021-03-24,0
carusal01,Alex Caruso,Alex Caruso,2021,2021-03-25,-0.6,-2.7,2.1,35,692,35,41500,2021-03-25,0
caulewi01,Willie Cauley-Stein,Willie Cauley-Stein,2021,2021-03-25,-1.1,-1.8,0.7,35,599,35,35937,2021-03-17,0
chiozch01,Chris Chiozza,Chris Chiozza,2021,2021-03-25,-0.3,0.1,-0.4,16,165,16,9878,2021-03-24,0
chrisma01,Marquese Chriss,Marquese Chriss,2021,2021-03-25,-3.2,-2.2,-1.0,2,27,2,1603,2020-12-25,0
clarkbr01,Brandon Clarke,Brandon Clarke,2021,2021-03-25,1.1,0.3,0.8,36,940,36,56381,2021-03-24,0
clarkga01,Gary Clark,Gary Clark,2021,2021-03-25,-4.8,-3.8,-0.9,35,637,35,38215,2021-03-23,0
clarkjo01,Jordan Clarkson,Jordan Clarkson,2021,2021-03-25,1.0,2.1,-1.1,43,1104,43,66231,2021-03-24,0
claxtni01,Nicolas Claxton,Nic Claxton,2021,2021-03-25,2.8,0.8,2.0,13,244,13,14612,2021-03-24,0
coffeam01,Amir Coffey,Amir Coffey,2021,2021-03-25,-1.5,-0.6,-0.9,28,224,28,13447,2021-03-25,0
collijo01,John Collins,John Collins,2021,2021-03-25,1.7,2.2,-0.5,44,1347,44,80829,2021-03-24,0
conlemi01,Mike Conley,Mike Conley,2021,2021-03-25,3.7,3.3,0.4,35,1034,35,62063,2021-03-24,0
connapa01,Pat Connaughton,Pat Connaughton,2021,2021-03-25,1.0,0.4,0.5,40,895,40,53735,2021-03-24,0
cookqu01,Quinn Cook,Quinn Cook,2021,2021-03-25,-1.2,-1.1,0.0,22,143,22,8568,2021-03-24,0
cookty01,Tyler Cook,Tyler Cook,2021,2021-03-25,-6.2,-5.7,-0.5,7,43,7,2583,2021-03-24,0
couside01,DeMarcus Cousins,DeMarcus Cousins,2021,2021-03-25,0.4,-1.5,1.9,25,506,25,30367,2021-02-17,0
covinro01,Robert Covington,Robert Covington,2021,2021-03-25,-0.8,-1.9,1.1,42,1358,42,81512,2021-03-25,0
craigto01,Torrey Craig,Torrey Craig,2021,2021-03-25,0.1,-1.0,1.2,21,248,21,14874,2021-03-24,0
crowdja01,Jae Crowder,Jae Crowder,2021,2021-03-25,0.9,0.2,0.6,40,1107,40,66418,2021-03-24,0
culveja01,Jarrett Culver,Jarrett Culver,2021,2021-03-25,-7.2,-5.1,-2.0,22,402,22,24120,2021-03-24,0
curryse01,Seth Curry,Seth Curry,2021,2021-03-25,-1.2,-0.1,-1.0,34,1003,34,60162,2021-03-25,0
curryst01,Stephen Curry,Stephen Curry,2021,2021-03-25,7.3,7.2,0.2,39,1316,39,78951,2021-03-17,0
darlina01,Nate Darling,Nate Darling,2021,2021-03-25,-7.6,-1.9,-5.7,2,7,2,427,2021-03-24,0
davisan02,Anthony Davis,Anthony Davis,2021,2021-03-25,6.4,4.3,2.1,23,755,23,45302,2021-02-14,0
davised01,Ed Davis,Ed Davis,2021,2021-03-25,-3.4,-3.8,0.4,19,264,19,15860,2021-02-08,0
daviste02,Terence Davis,Terence Davis,2021,2021-03-25,-3.1,-1.8,-1.3,34,493,34,29602,2021-03-24,0
derozde01,DeMar DeRozan,DeMar DeRozan,2021,2021-03-25,4.0,3.8,0.2,35,1187,35,71241,2021-03-25,0
diakima01,Mamadi Diakite,Mamadi Diakite,2021,2021-03-25,6.8,-2.7,9.4,2,9,2,549,2021-03-22,0
diallha01,Hamidou Diallo,Hamidou Diallo,2021,2021-03-25,-1.7,-2.1,0.4,32,761,32,45649,2021-02-24,0
dienggo01,Gorgui Dieng,Gorgui Dieng,2021,2021-03-25,2.6,1.7,1.0,22,371,22,22279,2021-02-28,0
dinwisp01,Spencer Dinwiddie,Spencer Dinwiddie,2021,2021-03-25,-1.4,-3.4,2.0,3,64,3,3860,2020-12-27,0
divindo01,Donte DiVincenzo,Donte DiVincenzo,2021,2021-03-25,0.1,0.0,0.2,43,1171,43,70258,2021-03-24,0
doncilu01,Luka Dončić,Luka Doncic,2021,2021-03-25,7.5,6.6,0.8,39,1373,39,82407,2021-03-24,0
dortlu01,Luguentz Dort,Luguentz Dort,2021,2021-03-25,-4.3,-3.3,-1.0,40,1187,40,71205,2021-03-24,0
dotsoda01,Damyean Dotson,Damyean Dotson,2021,2021-03-25,-4.1,-2.9,-1.3,32,602,32,36129,2021-03-24,0
dotsode01,Devon Dotson,Devon Dotson,2021,2021-03-25,-8.5,-6.2,-2.3,1,10,1,572,2021-01-01,0
doumbse01,Sekou Doumbouya,Sekou Doumbouya,2021,2021-03-25,-8.4,-6.2,-2.1,38,493,38,29574,2021-03-24,0
doziepj01,PJ Dozier,PJ Dozier,2021,2021-03-25,-1.9,-1.2,-0.7,29,588,29,35314,2021-03-24,0
dragigo01,Goran Dragić,Goran Dragic,2021,2021-03-25,-3.1,-1.3,-1.7,28,757,28,45440,2021-03-19,0
drumman01,Andre Drummond,Andre Drummond,2021,2021-03-25,-0.3,-0.5,0.2,25,722,25,43308,2021-02-12,0
dudleja01,Jared Dudley,Jared Dudley,2021,2021-03-25,-3.6,-3.8,0.2,11,76,11,4570,2021-03-03,0
duranke01,Kevin Durant,Kevin Durant,2021,2021-03-25,5.4,5.4,0.0,19,679,19,40771,2021-02-13,0
edwaran01,Anthony Edwards,Anthony Edwards,2021,2021-03-25,-4.7,-2.3,-2.4,44,1334,44,80026,2021-03-24,0
edwarca01,Carsen Edwards,Carsen Edwards,2021,2021-03-25,-3.2,-2.0,-1.2,16,163,16,9756,2021-03-17,0
ellebcj01,CJ Elleby,CJ Elleby,2021,2021-03-25,-5.6,-4.1,-1.5,14,117,14,7000,2021-03-21,0
ellenhe01,Henry Ellenson,Henry Ellenson,2021,2021-03-25,-2.1,-3.1,1.0,2,38,2,2302,2021-03-14,0
ellinwa01,Wayne Ellington,Wayne Ellington,2021,2021-03-25,0.0,1.7,-1.7,31,720,31,43204,2021-03-24,0
embiijo01,Joel Embiid,Joel Embiid,2021,2021-03-25,8.6,7.0,1.7,31,1010,31,60596,2021-03-12,0
ennisja01,James Ennis,James Ennis III,2021,2021-03-25,-1.3,-1.9,0.6,27,582,27,34922,2021-03-24,0
eubandr01,Drew Eubanks,Drew Eubanks,2021,2021-03-25,-1.9,-3.5,1.6,25,320,25,19181,2021-03-25,0
exumda01,Dante Exum,Dante Exum,2021,2021-03-25,-3.1,-4.8,1.7,6,116,6,6969,2021-01-04,0
fallta01,Tacko Fall,Tacko Fall,2021,2021-03-25,1.4,-0.6,2.0,10,68,10,4072,2021-03-21,1
favorde01,Derrick Favors,Derrick Favors,2021,2021-03-25,2.5,0.5,2.0,41,653,41,39190,2021-03-24,0
feliccr01,Cristiano Felício,Cristiano Felicio,2021,2021-03-25,3.0,1.4,1.6,7,40,7,2384,2021-03-22,0
fergute01,Terrance Ferguson,Terrance Ferguson,2021,2021-03-25,-14.8,-12.1,-2.7,13,49,13,2959,2021-03-20,0
fernabr01,Bruno Fernando,Bruno Fernando,2021,2021-03-25,-6.1,-5.5,-0.5,21,163,21,9757,2021-03-18,0
ferreyo01,Yogi Ferrell,Yogi Ferrell,2021,2021-03-25,-1.5,-1.9,0.4,2,40,2,2430,2021-01-12,0
finnedo01,Dorian Finney-Smith,Dorian Finney-Smith,2021,2021-03-25,-1.3,-1.0,-0.3,31,965,31,57879,2021-03-24,0
flynnma01,Malachi Flynn,Malachi Flynn,2021,2021-03-25,-8.7,-7.2,-1.6,19,175,19,10507,2021-03-24,0
forbebr01,Bryn Forbes,Bryn Forbes,2021,2021-03-25,-2.0,0.4,-2.4,42,789,42,47326,2021-03-22,0
forretr01,Trent Forrest,Trent Forrest,2021,2021-03-25,-4.5,-6.8,2.3,10,34,10,2015,2021-03-24,0
fournev01,Evan Fournier,Evan Fournier,2021,2021-03-25,1.3,2.1,-0.8,26,787,26,47196,2021-03-24,0
foxde01,De'Aaron Fox,De'Aaron Fox,2021,2021-03-25,1.2,2.8,-1.6,44,1528,44,91701,2021-03-25,0
fraziti01,Tim Frazier,Tim Frazier,2021,2021-03-25,-13.6,-10.9,-2.6,3,33,3,1950,2021-01-13,0
fultzma01,Markelle Fultz,Markelle Fultz,2021,2021-03-25,-4.6,-2.9,-1.7,8,215,8,12912,2021-01-06,0
gabriwe01,Wenyen Gabriel,Wenyen Gabriel,2021,2021-03-25,-15.3,-11.0,-4.3,6,20,6,1171,2021-03-23,0
gaffoda01,Daniel Gafford,Daniel Gafford,2021,2021-03-25,0.5,-0.9,1.4,31,383,31,22989,2021-03-24,0
gallida01,Danilo Gallinari,Danilo Gallinari,2021,2021-03-25,0.4,1.3,-0.9,32,751,32,45043,2021-03-24,0
gallola01,Langston Galloway,Langston Galloway,2021,2021-03-25,0.4,1.0,-0.7,31,347,31,20829,2021-03-24,0
garlada01,Darius Garland,Darius Garland,2021,2021-03-25,-2.4,-0.5,-1.9,35,1160,35,69578,2021-03-24,0
gasolma01,Marc Gasol,Marc Gasol,2021,2021-03-25,1.2,-1.7,2.9,36,718,36,43092,2021-03-25,0
gayru01,Rudy Gay,Rudy Gay,2021,2021-03-25,-0.8,-0.5,-0.3,35,757,35,45446,2021-03-25,0
georgpa01,Paul George,Paul George,2021,2021-03-25,4.0,4.6,-0.6,35,1167,35,70023,2021-03-25,0
gibsota01,Taj Gibson,Taj Gibson,2021,2021-03-25,-1.2,-2.1,0.9,18,332,18,19917,2021-03-25,0
gilesha01,Harry Giles,Harry Giles III,2021,2021-03-25,-5.1,-4.5,-0.7,23,272,23,16340,2021-03-21,0
gilgesh01,Shai Gilgeous-Alexander,Shai Gilgeous-Alexander,2021,2021-03-25,3.8,3.8,0.0,35,1180,35,70778,2021-03-22,0
gillan01,Anthony Gill,Anthony Gill,2021,2021-03-25,-4.1,-3.8,-0.3,13,72,13,4327,2021-03-23,0
goberru01,Rudy Gobert,Rudy Gobert,2021,2021-03-25,3.9,1.6,2.3,43,1328,43,79664,2021-03-24,0
goodwbr01,Brandon Goodwin,Brandon Goodwin,2021,2021-03-25,-3.9,-3.4,-0.5,27,298,27,17863,2021-03-18,0
gordoaa01,Aaron Gordon,Aaron Gordon,2021,2021-03-25,0.6,0.6,0.0,25,736,25,44138,2021-03-24,0
gordoer01,Eric Gordon,Eric Gordon,2021,2021-03-25,-0.6,0.9,-1.5,27,789,27,47323,2021-03-11,0
grahade01,Devonte' Graham,Devonte' Graham,2021,2021-03-25,-0.7,0.5,-1.2,33,990,33,59395,2021-03-24,0
grantje01,Jerami Grant,Jerami Grant,2021,2021-03-25,1.3,2.3,-1.0,40,1422,40,85326,2021-03-24,0
greenda02,Danny Green,Danny Green,2021,2021-03-25,0.8,-0.3,1.1,45,1292,45,77540,2021-03-25,0
greendr01,Draymond Green,Draymond Green,2021,2021-03-25,0.2,-2.5,2.7,38,1140,38,68418,2021-03-23,0
greenja01,JaMychal Green,JaMychal Green,2021,2021-03-25,-2.4,-0.3,-2.1,32,620,32,37226,2021-03-24,0
greenja02,Javonte Green,Javonte Green,2021,2021-03-25,-0.9,-1.7,0.8,25,345,25,20720,2021-03-22,0
greenje02,Jeff Green,Jeff Green,2021,2021-03-25,-1.8,-0.7,-1.1,41,1100,41,65978,2021-03-24,0
greenjo02,Josh Green,Josh Green,2021,2021-03-25,-6.0,-5.2,-0.9,21,228,21,13701,2021-03-24,0
griffbl01,Blake Griffin,Blake Griffin,2021,2021-03-25,-2.4,-1.6,-0.8,22,660,22,39643,2021-03-23,0
guyky01,Kyle Guy,Kyle Guy,2021,2021-03-25,-3.6,-2.3,-1.4,18,142,18,8552,2021-03-25,0
hachiru01,Rui Hachimura,Rui Hachimura,2021,2021-03-25,-2.8,-1.4,-1.4,36,1127,36,67628,2021-03-25,0
haganas01,Ashton Hagans,Ashton Hagans,2021,2021-03-25,-21.7,-13.8,-7.9,2,4,2,244,2021-01-27,0
halibty01,Tyrese Haliburton,Tyrese Haliburton,2021,2021-03-25,1.9,2.5,-0.6,39,1172,39,70341,2021-03-25,0
halljo01,Josh Hall,Josh Hall,2021,2021-03-25,-14.4,-10.6,-3.7,7,51,7,3074,2021-02-01,0
hamptrj01,R.J. Hampton,R.J. Hampton,2021,2021-03-25,-5.6,-4.5,-1.0,25,233,25,13996,2021-03-24,0
hardati02,Tim Hardaway Jr.,Tim Hardaway Jr.,2021,2021-03-25,-0.3,1.5,-1.8,41,1208,41,72510,2021-03-24,0
hardeja01,James Harden,James Harden,2021,2021-03-25,6.4,6.0,0.4,38,1444,38,86665,2021-03-23,0
harklma01,Maurice Harkless,Maurice Harkless,2021,2021-03-25,-3.0,-3.5,0.5,11,124,11,7413,2021-03-11,0
harpeja01,Jared Harper,Jared Harper,2021,2021-03-25,-19.2,-12.4,-6.8,3,7,3,429,2021-03-23,0
harremo01,Montrezl Harrell,Montrezl Harrell,2021,2021-03-25,2.9,2.6,0.4,45,1132,45,67947,2021-03-25,0
harriga01,Gary Harris,Gary Harris,2021,2021-03-25,-3.6,-2.1,-1.5,19,581,19,34886,2021-02-17,0
harrija01,Jalen Harris,Jalen Harris,2021,2021-03-25,-4.0,-5.4,1.3,4,14,4,848,2021-03-14,0
harrijo01,Joe Harris,Joe Harris,2021,2021-03-25,0.6,2.0,-1.4,45,1384,45,83029,2021-03-24,0
harrish01,Shaquille Harrison,Shaquille Harrison,2021,2021-03-25,-7.9,-6.5,-1.3,17,56,17,3345,2021-02-22,0
harrito02,Tobias Harris,Tobias Harris,2021,2021-03-25,3.7,3.1,0.6,40,1367,40,82037,2021-03-25,0
harteis01,Isaiah Hartenstein,Isaiah Hartenstein,2021,2021-03-25,-4.3,-4.2,-0.1,30,272,30,16327,2021-03-21,0
hartjo01,Josh Hart,Josh Hart,2021,2021-03-25,-0.9,-0.9,0.0,43,1216,43,72987,2021-03-23,0
hayesja02,Jaxson Hayes,Jaxson Hayes,2021,2021-03-25,0.0,-0.5,0.5,32,430,32,25774,2021-03-23,0
hayeski01,Killian Hayes,Killian Hayes,2021,2021-03-25,-13.6,-9.3,-4.2,7,148,7,8870,2021-01-04,0
haywago01,Gordon Hayward,Gordon Hayward,2021,2021-03-25,1.7,2.1,-0.4,39,1329,39,79764,2021-03-24,0
hernaju01,Juan Hernangómez,Juancho Hernangomez,2021,2021-03-25,-3.8,-1.7,-2.1,25,433,25,25953,2021-03-24,0
hernawi01,Willy Hernangómez,Willy Hernangomez,2021,2021-03-25,-0.8,1.3,-2.1,24,378,24,22693,2021-03-16,0
herroty01,Tyler Herro,Tyler Herro,2021,2021-03-25,-2.7,-1.4,-1.3,34,1083,34,64973,2021-03-25,0
hieldbu01,Buddy Hield,Buddy Hield,2021,2021-03-25,-1.6,0.3,-2.0,45,1574,45,94464,2021-03-25,0
hillge01,George Hill,George Hill,2021,2021-03-25,0.4,0.9,-0.5,14,369,14,22115,2021-01-24,0
hillso01,Solomon Hill,Solomon Hill,2021,2021-03-25,-3.3,-3.3,0.0,43,813,43,48800,2021-03-22,0
hintona01,Nate Hinton,Nate Hinton,2021,2021-03-25,-9.5,-8.1,-1.4,8,30,8,1791,2021-03-24,0
holidaa01,Aaron Holiday,Aaron Holiday,2021,2021-03-25,-5.2,-3.9,-1.2,41,738,41,44301,2021-03-22,0
holidjr01,Jrue Holiday,Jrue Holiday,2021,2021-03-25,2.8,1.9,0.9,33,1035,33,62122,2021-03-24,0
holidju01,Justin Holiday,Justin Holiday,2021,2021-03-25,0.0,0.1,-0.1,43,1387,43,83195,2021-03-24,0
holmeri01,Richaun Holmes,Richaun Holmes,2021,2021-03-25,0.7,0.8,-0.1,41,1239,41,74352,2021-03-25,0
