event_id,game_id,date,home,away,team,player,person_id,seconds,start,comment,pts,plus_minus,official_url
2020-12-23_DEN_SAC,0022000019,2020-12-23,DEN,SAC,DEN,Jamal Murray,1627750,2067,1,,9,3,https://www.nba.com/game/0022000019/box-score
2020-12-23_DEN_SAC,0022000019,2020-12-23,DEN,SAC,DEN,Markus Howard,1630210,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000019/box-score
2020-12-23_DEN_SAC,0022000019,2020-12-23,DEN,SAC,DEN,Michael Porter Jr.,1629008,1776,1,,24,0,https://www.nba.com/game/0022000019/box-score
2020-12-23_DEN_SAC,0022000019,2020-12-23,DEN,SAC,DEN,Monte Morris,1628420,979,0,,2,-7,https://www.nba.com/game/0022000019/box-score
2020-12-23_DEN_SAC,0022000019,2020-12-23,DEN,SAC,DEN,Nikola Jokic,203999,2511,1,,29,5,https://www.nba.com/game/0022000019/box-score
2020-12-23_DEN_SAC,0022000019,2020-12-23,DEN,SAC,DEN,PJ Dozier,1628408,880,0,,7,-6,https://www.nba.com/game/0022000019/box-score
2020-12-23_DEN_SAC,0022000019,2020-12-23,DEN,SAC,DEN,Paul Millsap,200794,2166,1,,16,-6,https://www.nba.com/game/0022000019/box-score
2020-12-23_DEN_SAC,0022000019,2020-12-23,DEN,SAC,DEN,R.J. Hampton,1630181,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000019/box-score
2020-12-23_DEN_SAC,0022000019,2020-12-23,DEN,SAC,DEN,Vlatko Cancar,1628427,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000019/box-score
2020-12-23_DEN_SAC,0022000019,2020-12-23,DEN,SAC,DEN,Will Barton,203115,2007,0,,16,1,https://www.nba.com/game/0022000019/box-score
2020-12-23_DEN_SAC,0022000019,2020-12-23,DEN,SAC,DEN,Zeke Nnaji,1630192,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000019/box-score
2020-12-23_DEN_SAC,0022000019,2020-12-23,DEN,SAC,SAC,Buddy Hield,1627741,2468,1,,22,-2,https://www.nba.com/game/0022000019/box-score
2020-12-23_DEN_SAC,0022000019,2020-12-23,DEN,SAC,SAC,Cory Joseph,202709,1762,0,,15,8,https://www.nba.com/game/0022000019/box-score
2020-12-23_DEN_SAC,0022000019,2020-12-23,DEN,SAC,SAC,De'Aaron Fox,1628368,2323,1,,21,-2,https://www.nba.com/game/0022000019/box-score
2020-12-23_DEN_SAC,0022000019,2020-12-23,DEN,SAC,SAC,Glenn Robinson III,203922,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000019/box-score
2020-12-23_DEN_SAC,0022000019,2020-12-23,DEN,SAC,SAC,Harrison Barnes,203084,2517,1,,21,3,https://www.nba.com/game/0022000019/box-score
2020-12-23_DEN_SAC,0022000019,2020-12-23,DEN,SAC,SAC,Hassan Whiteside,202355,1054,0,,4,3,https://www.nba.com/game/0022000019/box-score
2020-12-23_DEN_SAC,0022000019,2020-12-23,DEN,SAC,SAC,Jahmi'us Ramsey,1630186,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000019/box-score
2020-12-23_DEN_SAC,0022000019,2020-12-23,DEN,SAC,SAC,Justin James,1629713,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000019/box-score
2020-12-23_DEN_SAC,0022000019,2020-12-23,DEN,SAC,SAC,Kyle Guy,1629657,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000019/box-score
2020-12-23_DEN_SAC,0022000019,2020-12-23,DEN,SAC,SAC,Marvin Bagley III,1628963,1641,1,,13,2,https://www.nba.com/game/0022000019/box-score
2020-12-23_DEN_SAC,0022000019,2020-12-23,DEN,SAC,SAC,Nemanja Bjelica,202357,956,0,,10,-4,https://www.nba.com/game/0022000019/box-score
2020-12-23_DEN_SAC,0022000019,2020-12-23,DEN,SAC,SAC,Richaun Holmes,1626158,1379,1,,6,1,https://www.nba.com/game/0022000019/box-score
2020-12-23_DEN_SAC,0022000019,2020-12-23,DEN,SAC,SAC,Robert Woodard II,1630218,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000019/box-score
2020-12-23_DEN_SAC,0022000019,2020-12-23,DEN,SAC,SAC,Tyrese Haliburton,1630169,1800,0,,12,1,https://www.nba.com/game/0022000019/box-score
2020-12-26_SAC_PHX,0022000030,2020-12-26,SAC,PHX,PHX,Cameron Johnson,1629661,1503,0,,8,-10,https://www.nba.com/game/0022000030/box-score
2020-12-26_SAC_PHX,0022000030,2020-12-26,SAC,PHX,PHX,Cameron Payne,1626166,913,0,,8,-2,https://www.nba.com/game/0022000030/box-score
2020-12-26_SAC_PHX,0022000030,2020-12-26,SAC,PHX,PHX,Chris Paul,101108,1967,1,,22,-1,https://www.nba.com/game/0022000030/box-score
2020-12-26_SAC_PHX,0022000030,2020-12-26,SAC,PHX,PHX,Damian Jones,1627745,927,0,,2,-10,https://www.nba.com/game/0022000030/box-score
2020-12-26_SAC_PHX,0022000030,2020-12-26,SAC,PHX,PHX,Dario Saric,203967,0,0,DNP - Injury/Illness,0,0,https://www.nba.com/game/0022000030/box-score
2020-12-26_SAC_PHX,0022000030,2020-12-26,SAC,PHX,PHX,Deandre Ayton,1629028,1796,1,,9,7,https://www.nba.com/game/0022000030/box-score
2020-12-26_SAC_PHX,0022000030,2020-12-26,SAC,PHX,PHX,Devin Booker,1626164,2295,1,,26,3,https://www.nba.com/game/0022000030/box-score
2020-12-26_SAC_PHX,0022000030,2020-12-26,SAC,PHX,PHX,E'Twaun Moore,202734,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000030/box-score
2020-12-26_SAC_PHX,0022000030,2020-12-26,SAC,PHX,PHX,Frank Kaminsky,1626163,157,0,,0,0,https://www.nba.com/game/0022000030/box-score
2020-12-26_SAC_PHX,0022000030,2020-12-26,SAC,PHX,PHX,Jae Crowder,203109,1964,1,,17,-1,https://www.nba.com/game/0022000030/box-score
2020-12-26_SAC_PHX,0022000030,2020-12-26,SAC,PHX,PHX,Jalen Smith,1630188,245,0,,0,3,https://www.nba.com/game/0022000030/box-score
2020-12-26_SAC_PHX,0022000030,2020-12-26,SAC,PHX,PHX,Jevon Carter,1628975,438,0,,2,-3,https://www.nba.com/game/0022000030/box-score
2020-12-26_SAC_PHX,0022000030,2020-12-26,SAC,PHX,PHX,Langston Galloway,204038,586,0,,0,-3,https://www.nba.com/game/0022000030/box-score
2020-12-26_SAC_PHX,0022000030,2020-12-26,SAC,PHX,PHX,Mikal Bridges,1628969,1609,1,,9,2,https://www.nba.com/game/0022000030/box-score
2020-12-26_SAC_PHX,0022000030,2020-12-26,SAC,PHX,PHX,Ty-Shon Alexander,1630234,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000030/box-score
2020-12-26_SAC_PHX,0022000030,2020-12-26,SAC,PHX,SAC,Buddy Hield,1627741,2081,1,,14,1,https://www.nba.com/game/0022000030/box-score
2020-12-26_SAC_PHX,0022000030,2020-12-26,SAC,PHX,SAC,Chimezie Metu,1629002,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000030/box-score
2020-12-26_SAC_PHX,0022000030,2020-12-26,SAC,PHX,SAC,Cory Joseph,202709,1148,0,,3,-2,https://www.nba.com/game/0022000030/box-score
2020-12-26_SAC_PHX,0022000030,2020-12-26,SAC,PHX,SAC,De'Aaron Fox,1628368,2094,1,,24,-3,https://www.nba.com/game/0022000030/box-score
2020-12-26_SAC_PHX,0022000030,2020-12-26,SAC,PHX,SAC,Glenn Robinson III,203922,921,0,,8,4,https://www.nba.com/game/0022000030/box-score
2020-12-26_SAC_PHX,0022000030,2020-12-26,SAC,PHX,SAC,Harrison Barnes,203084,2048,1,,11,2,https://www.nba.com/game/0022000030/box-score
2020-12-26_SAC_PHX,0022000030,2020-12-26,SAC,PHX,SAC,Hassan Whiteside,202355,916,0,,8,3,https://www.nba.com/game/0022000030/box-score
2020-12-26_SAC_PHX,0022000030,2020-12-26,SAC,PHX,SAC,Jabari Parker,203953,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000030/box-score
2020-12-26_SAC_PHX,0022000030,2020-12-26,SAC,PHX,SAC,Justin James,1629713,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000030/box-score
2020-12-26_SAC_PHX,0022000030,2020-12-26,SAC,PHX,SAC,Kyle Guy,1629657,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000030/box-score
2020-12-26_SAC_PHX,0022000030,2020-12-26,SAC,PHX,SAC,Marvin Bagley III,1628963,1242,1,,13,-3,https://www.nba.com/game/0022000030/box-score
2020-12-26_SAC_PHX,0022000030,2020-12-26,SAC,PHX,SAC,Nemanja Bjelica,202357,939,0,,12,8,https://www.nba.com/game/0022000030/box-score
2020-12-26_SAC_PHX,0022000030,2020-12-26,SAC,PHX,SAC,Richaun Holmes,1626158,1442,1,,11,-1,https://www.nba.com/game/0022000030/box-score
2020-12-26_SAC_PHX,0022000030,2020-12-26,SAC,PHX,SAC,Robert Woodard II,1630218,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000030/box-score
2020-12-26_SAC_PHX,0022000030,2020-12-26,SAC,PHX,SAC,Tyrese Haliburton,1630169,1569,0,,2,6,https://www.nba.com/game/0022000030/box-score
2020-12-27_NOP_SAS,0022000034,2020-12-27,NOP,SAS,NOP,Brandon Ingram,1627742,2115,1,,28,15,https://www.nba.com/game/0022000034/box-score
2020-12-27_NOP_SAS,0022000034,2020-12-27,NOP,SAS,NOP,Eric Bledsoe,202339,1703,1,,7,-4,https://www.nba.com/game/0022000034/box-score
2020-12-27_NOP_SAS,0022000034,2020-12-27,NOP,SAS,NOP,JJ Redick,200755,1196,0,,3,-16,https://www.nba.com/game/0022000034/box-score
2020-12-27_NOP_SAS,0022000034,2020-12-27,NOP,SAS,NOP,Jaxson Hayes,1629637,1029,0,,6,-15,https://www.nba.com/game/0022000034/box-score
2020-12-27_NOP_SAS,0022000034,2020-12-27,NOP,SAS,NOP,Josh Hart,1628404,1979,0,,12,10,https://www.nba.com/game/0022000034/box-score
2020-12-27_NOP_SAS,0022000034,2020-12-27,NOP,SAS,NOP,Kira Lewis Jr.,1630184,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000034/box-score
2020-12-27_NOP_SAS,0022000034,2020-12-27,NOP,SAS,NOP,Lonzo Ball,1628366,2245,1,,16,8,https://www.nba.com/game/0022000034/box-score
2020-12-27_NOP_SAS,0022000034,2020-12-27,NOP,SAS,NOP,Naji Marshall,1630230,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000034/box-score
2020-12-27_NOP_SAS,0022000034,2020-12-27,NOP,SAS,NOP,Nickeil Alexander-Walker,1629638,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000034/box-score
2020-12-27_NOP_SAS,0022000034,2020-12-27,NOP,SAS,NOP,Nicolo Melli,1629740,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000034/box-score
2020-12-27_NOP_SAS,0022000034,2020-12-27,NOP,SAS,NOP,Sindarius Thornwell,1628414,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000034/box-score
2020-12-27_NOP_SAS,0022000034,2020-12-27,NOP,SAS,NOP,Steven Adams,203500,1851,1,,8,18,https://www.nba.com/game/0022000034/box-score
2020-12-27_NOP_SAS,0022000034,2020-12-27,NOP,SAS,NOP,Willy Hernangomez,1626195,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000034/box-score
2020-12-27_NOP_SAS,0022000034,2020-12-27,NOP,SAS,NOP,Zion Williamson,1629627,2282,1,,18,-1,https://www.nba.com/game/0022000034/box-score
2020-12-27_NOP_SAS,0022000034,2020-12-27,NOP,SAS,SAS,DeMar DeRozan,201942,1863,1,,8,-18,https://www.nba.com/game/0022000034/box-score
2020-12-27_NOP_SAS,0022000034,2020-12-27,NOP,SAS,SAS,Dejounte Murray,1627749,1862,1,,13,-6,https://www.nba.com/game/0022000034/box-score
2020-12-27_NOP_SAS,0022000034,2020-12-27,NOP,SAS,SAS,Devin Vassell,1630170,729,0,,0,6,https://www.nba.com/game/0022000034/box-score
2020-12-27_NOP_SAS,0022000034,2020-12-27,NOP,SAS,SAS,Drew Eubanks,1629234,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000034/box-score
2020-12-27_NOP_SAS,0022000034,2020-12-27,NOP,SAS,SAS,Jakob Poeltl,1627751,1400,0,,8,15,https://www.nba.com/game/0022000034/box-score
2020-12-27_NOP_SAS,0022000034,2020-12-27,NOP,SAS,SAS,Keita Bates-Diop,1628966,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000034/box-score
2020-12-27_NOP_SAS,0022000034,2020-12-27,NOP,SAS,SAS,Keldon Johnson,1629640,1846,1,,14,3,https://www.nba.com/game/0022000034/box-score
2020-12-27_NOP_SAS,0022000034,2020-12-27,NOP,SAS,SAS,LaMarcus Aldridge,200746,1215,1,,4,-16,https://www.nba.com/game/0022000034/box-score
2020-12-27_NOP_SAS,0022000034,2020-12-27,NOP,SAS,SAS,Lonnie Walker IV,1629022,2048,1,,16,-13,https://www.nba.com/game/0022000034/box-score
2020-12-27_NOP_SAS,0022000034,2020-12-27,NOP,SAS,SAS,Luka Samanic,1629677,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000034/box-score
2020-12-27_NOP_SAS,0022000034,2020-12-27,NOP,SAS,SAS,Patty Mills,201988,1386,0,,10,11,https://www.nba.com/game/0022000034/box-score
2020-12-27_NOP_SAS,0022000034,2020-12-27,NOP,SAS,SAS,Rudy Gay,200752,1687,0,,22,9,https://www.nba.com/game/0022000034/box-score
2020-12-27_NOP_SAS,0022000034,2020-12-27,NOP,SAS,SAS,Tre Jones,1630200,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000034/box-score
2020-12-27_NOP_SAS,0022000034,2020-12-27,NOP,SAS,SAS,Trey Lyles,1626168,364,0,,0,-6,https://www.nba.com/game/0022000034/box-score
2020-12-28_OKC_UTA,0022000043,2020-12-28,OKC,UTA,OKC,Al Horford,201143,1752,1,,11,7,https://www.nba.com/game/0022000043/box-score
2020-12-28_OKC_UTA,0022000043,2020-12-28,OKC,UTA,OKC,Aleksej Pokusevski,1630197,866,0,,0,3,https://www.nba.com/game/0022000043/box-score
2020-12-28_OKC_UTA,0022000043,2020-12-28,OKC,UTA,OKC,Darius Bazley,1629647,2001,1,,9,-5,https://www.nba.com/game/0022000043/box-score
2020-12-28_OKC_UTA,0022000043,2020-12-28,OKC,UTA,OKC,Darius Miller,203121,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000043/box-score
2020-12-28_OKC_UTA,0022000043,2020-12-28,OKC,UTA,OKC,George Hill,201588,1504,1,,14,6,https://www.nba.com/game/0022000043/box-score
2020-12-28_OKC_UTA,0022000043,2020-12-28,OKC,UTA,OKC,Hamidou Diallo,1628977,1192,0,,7,-3,https://www.nba.com/game/0022000043/box-score
2020-12-28_OKC_UTA,0022000043,2020-12-28,OKC,UTA,OKC,Isaiah Roby,1629676,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000043/box-score
2020-12-28_OKC_UTA,0022000043,2020-12-28,OKC,UTA,OKC,Josh Hall,1630221,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000043/box-score
2020-12-28_OKC_UTA,0022000043,2020-12-28,OKC,UTA,OKC,Justin Jackson,1628382,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000043/box-score
2020-12-28_OKC_UTA,0022000043,2020-12-28,OKC,UTA,OKC,Kenrich Williams,1629026,686,0,,4,-4,https://www.nba.com/game/0022000043/box-score
2020-12-28_OKC_UTA,0022000043,2020-12-28,OKC,UTA,OKC,Luguentz Dort,1629652,1902,1,,26,3,https://www.nba.com/game/0022000043/box-score
2020-12-28_OKC_UTA,0022000043,2020-12-28,OKC,UTA,OKC,Mike Muscala,203488,1128,0,,9,-8,https://www.nba.com/game/0022000043/box-score
2020-12-28_OKC_UTA,0022000043,2020-12-28,OKC,UTA,OKC,Moses Brown,1629650,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000043/box-score
2020-12-28_OKC_UTA,0022000043,2020-12-28,OKC,UTA,OKC,Shai Gilgeous-Alexander,1628983,2185,1,,23,4,https://www.nba.com/game/0022000043/box-score
2020-12-28_OKC_UTA,0022000043,2020-12-28,OKC,UTA,OKC,Theo Maledon,1630177,1184,0,,6,-8,https://www.nba.com/game/0022000043/box-score
2020-12-28_OKC_UTA,0022000043,2020-12-28,OKC,UTA,UTA,Bojan Bogdanovic,202711,2084,1,,23,-3,https://www.nba.com/game/0022000043/box-score
2020-12-28_OKC_UTA,0022000043,2020-12-28,OKC,UTA,UTA,Derrick Favors,202324,671,0,,6,-4,https://www.nba.com/game/0022000043/box-score
2020-12-28_OKC_UTA,0022000043,2020-12-28,OKC,UTA,UTA,Donovan Mitchell,1628378,2087,1,,20,-4,https://www.nba.com/game/0022000043/box-score
2020-12-28_OKC_UTA,0022000043,2020-12-28,OKC,UTA,UTA,Elijah Hughes,1630190,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000043/box-score
2020-12-28_OKC_UTA,0022000043,2020-12-28,OKC,UTA,UTA,Georges Niang,1627777,503,0,,0,-1,https://www.nba.com/game/0022000043/box-score
2020-12-28_OKC_UTA,0022000043,2020-12-28,OKC,UTA,UTA,Joe Ingles,204060,1223,0,,4,0,https://www.nba.com/game/0022000043/box-score
2020-12-28_OKC_UTA,0022000043,2020-12-28,OKC,UTA,UTA,Jordan Clarkson,203903,1542,0,,16,5,https://www.nba.com/game/0022000043/box-score
2020-12-28_OKC_UTA,0022000043,2020-12-28,OKC,UTA,UTA,Juwan Morgan,1629752,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000043/box-score
2020-12-28_OKC_UTA,0022000043,2020-12-28,OKC,UTA,UTA,Mike Conley,201144,1942,1,,20,1,https://www.nba.com/game/0022000043/box-score
2020-12-28_OKC_UTA,0022000043,2020-12-28,OKC,UTA,UTA,Miye Oni,1629671,100,0,,0,5,https://www.nba.com/game/0022000043/box-score
2020-12-28_OKC_UTA,0022000043,2020-12-28,OKC,UTA,UTA,Royce O'Neale,1626220,2039,1,,9,1,https://www.nba.com/game/0022000043/box-score
2020-12-28_OKC_UTA,0022000043,2020-12-28,OKC,UTA,UTA,Rudy Gobert,203497,2209,1,,12,5,https://www.nba.com/game/0022000043/box-score
2020-12-28_OKC_UTA,0022000043,2020-12-28,OKC,UTA,UTA,Shaquille Harrison,1627885,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000043/box-score
2020-12-28_OKC_UTA,0022000043,2020-12-28,OKC,UTA,UTA,Udoka Azubuike,1628962,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000043/box-score
2020-12-31_HOU_SAC,0022000065,2020-12-31,HOU,SAC,HOU,Brodric Thomas,1630271,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000065/box-score
2020-12-31_HOU_SAC,0022000065,2020-12-31,HOU,SAC,HOU,Bruno Caboclo,203998,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000065/box-score
2020-12-31_HOU_SAC,0022000065,2020-12-31,HOU,SAC,HOU,Christian Wood,1626174,1911,1,,21,13,https://www.nba.com/game/0022000065/box-score
2020-12-31_HOU_SAC,0022000065,2020-12-31,HOU,SAC,HOU,Danuel House Jr.,1627863,1674,1,,11,7,https://www.nba.com/game/0022000065/box-score
2020-12-31_HOU_SAC,0022000065,2020-12-31,HOU,SAC,HOU,David Nwaba,1628021,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000065/box-score
2020-12-31_HOU_SAC,0022000065,2020-12-31,HOU,SAC,HOU,DeMarcus Cousins,202326,833,0,,8,-7,https://www.nba.com/game/0022000065/box-score
2020-12-31_HOU_SAC,0022000065,2020-12-31,HOU,SAC,HOU,Eric Gordon,201569,1556,0,,17,4,https://www.nba.com/game/0022000065/box-score
2020-12-31_HOU_SAC,0022000065,2020-12-31,HOU,SAC,HOU,Jae'Sean Tate,1630256,1240,0,,4,-4,https://www.nba.com/game/0022000065/box-score
2020-12-31_HOU_SAC,0022000065,2020-12-31,HOU,SAC,HOU,James Harden,201935,2298,1,,33,8,https://www.nba.com/game/0022000065/box-score
2020-12-31_HOU_SAC,0022000065,2020-12-31,HOU,SAC,HOU,John Wall,202322,2194,1,,22,-4,https://www.nba.com/game/0022000065/box-score
2020-12-31_HOU_SAC,0022000065,2020-12-31,HOU,SAC,HOU,P.J. Tucker,200782,1946,1,,0,4,https://www.nba.com/game/0022000065/box-score
2020-12-31_HOU_SAC,0022000065,2020-12-31,HOU,SAC,HOU,Sterling Brown,1628425,748,0,,6,-6,https://www.nba.com/game/0022000065/box-score
2020-12-31_HOU_SAC,0022000065,2020-12-31,HOU,SAC,SAC,Buddy Hield,1627741,2267,1,,19,-9,https://www.nba.com/game/0022000065/box-score
2020-12-31_HOU_SAC,0022000065,2020-12-31,HOU,SAC,SAC,Cory Joseph,202709,1356,0,,9,0,https://www.nba.com/game/0022000065/box-score
2020-12-31_HOU_SAC,0022000065,2020-12-31,HOU,SAC,SAC,De'Aaron Fox,1628368,2110,1,,22,-3,https://www.nba.com/game/0022000065/box-score
2020-12-31_HOU_SAC,0022000065,2020-12-31,HOU,SAC,SAC,Glenn Robinson III,203922,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000065/box-score
2020-12-31_HOU_SAC,0022000065,2020-12-31,HOU,SAC,SAC,Harrison Barnes,203084,2224,1,,24,-3,https://www.nba.com/game/0022000065/box-score
2020-12-31_HOU_SAC,0022000065,2020-12-31,HOU,SAC,SAC,Hassan Whiteside,202355,181,0,,0,-1,https://www.nba.com/game/0022000065/box-score
2020-12-31_HOU_SAC,0022000065,2020-12-31,HOU,SAC,SAC,Jabari Parker,203953,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000065/box-score
