event_id,date,home,away,actual_margin,home_policy,away_policy,contact_status,direct_seed_cases,playin_field_cases,chicago_rank_cases,seed_order_cases,draft_record_group_cases,later_tie_cases,priority,impact_status,selected
2020-12-26_NYK_PHI,2020-12-26,NYK,PHI,20,INCUMBENT_CONDITIONAL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,,D01;D02;D03;D05,D01;D02;D03;D04;D05;D06;D07,,REMAINING_SEASON_POLICY,NOT_CALCULATED,False
2020-12-26_SAS_TOR,2020-12-26,SAS,TOR,5,INCUMBENT_CONDITIONAL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,,,D02;D03;D04;D07,,REMAINING_SEASON_POLICY,NOT_CALCULATED,False
2020-12-26_UTA_MIN,2020-12-26,UTA,MIN,5,INCUMBENT_CONDITIONAL,MIN_RIVAL,DIRECT_ROSTER_CONTACT,,,,D01;D02;D03;D04;D05;D06;D07,D01;D02;D03;D04;D05;D06;D07,,REMAINING_SEASON_POLICY,NOT_CALCULATED,False
2020-12-26_SAC_PHX,2020-12-26,SAC,PHX,3,INCUMBENT_CONDITIONAL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,,D01;D02;D03;D04;D05;D06;D07,D01;D02;D03;D04;D05;D06;D07,,CLOSE80_PAIRED_INPUT,NOT_CALCULATED,False
2020-12-27_LAC_DAL,2020-12-27,LAC,DAL,51,INCUMBENT_CONDITIONAL,DAL_HAMPTON,DIRECT_ROSTER_CONTACT,D02;D07,,,D01;D02;D03;D04;D05;D06;D07,D01;D02;D03;D04;D05;D06;D07,,LARGE_MARGIN_BOUNDARY,NOT_CALCULATED,False
2020-12-27_WAS_ORL,2020-12-27,WAS,ORL,7,WAS_TRENT,INCUMBENT_CONDITIONAL,DIRECT_ROSTER_CONTACT,,D03;D04;D05;D06,D01;D05;D06,D01;D02;D03;D04;D05;D06;D07,D01;D02;D03;D04;D05;D06;D07,,LARGE_MARGIN_BOUNDARY,NOT_CALCULATED,False
2020-12-27_NOP_SAS,2020-12-27,NOP,SAS,3,NOP_HAYES,INCUMBENT_CONDITIONAL,DIRECT_ROSTER_CONTACT,,,,,D01;D02;D03;D04;D05;D06;D07,,CLOSE80_PAIRED_INPUT,NOT_CALCULATED,False
2020-12-27_NYK_MIL,2020-12-27,NYK,MIL,20,INCUMBENT_CONDITIONAL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,,D01;D02;D03;D04;D05;D06;D07,D01;D02;D03;D04;D05;D06;D07,,REMAINING_SEASON_POLICY,NOT_CALCULATED,False
2020-12-27_CLE_PHI,2020-12-27,CLE,PHI,24,INCUMBENT_CONDITIONAL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,,D01;D02;D03;D04;D05;D06;D07,D01;D02;D03;D04;D05;D06;D07,,REMAINING_SEASON_POLICY,NOT_CALCULATED,False
2020-12-27_SAC_PHX,2020-12-27,SAC,PHX,16,INCUMBENT_CONDITIONAL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,,,D01;D02;D03;D04;D05;D06;D07,,REMAINING_SEASON_POLICY,NOT_CALCULATED,False
2020-12-27_LAL_MIN,2020-12-27,LAL,MIN,36,LAL_AD_CORE,MIN_RIVAL,DIRECT_ROSTER_CONTACT,D02;D07,,,D02;D07,D01;D02;D03;D04;D05;D06;D07,,LARGE_MARGIN_BOUNDARY,NOT_CALCULATED,False
2020-12-28_BKN_MEM,2020-12-28,BKN,MEM,5,INCUMBENT_CONDITIONAL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,,D01;D02;D03,D01;D02;D03;D04;D05;D06;D07,,REMAINING_SEASON_POLICY,NOT_CALCULATED,False
2020-12-28_ATL_DET,2020-12-28,ATL,DET,8,INCUMBENT_CONDITIONAL,DET_PATRICK_KIRA,DIRECT_ROSTER_CONTACT,,,,D01;D03;D05,D01;D02;D03;D04;D05;D06;D07,,REMAINING_SEASON_POLICY,NOT_CALCULATED,False
2020-12-28_OKC_UTA,2020-12-28,OKC,UTA,1,INCUMBENT_CONDITIONAL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,,D01;D02;D03;D04;D05;D06;D07,D01;D02;D03;D04;D05;D06;D07,,CLOSE80_PAIRED_INPUT,NOT_CALCULATED,False
2020-12-28_DEN_HOU,2020-12-28,DEN,HOU,13,DEN_BEY_NNAJI,INCUMBENT_CONDITIONAL,DIRECT_ROSTER_CONTACT,,,,D01;D02;D03;D04;D05;D06;D07,D01;D02;D03;D04;D05;D06;D07,,REMAINING_SEASON_POLICY,NOT_CALCULATED,False
2020-12-28_LAL_POR,2020-12-28,LAL,POR,8,LAL_AD_CORE,POR_NO_TRENT,DIRECT_ROSTER_CONTACT,D01;D03;D05,,,D01;D02;D03;D04;D05;D06;D07,D01;D02;D03;D04;D05;D06;D07,,LARGE_MARGIN_BOUNDARY,NOT_CALCULATED,False
2020-12-29_IND_BOS,2020-12-29,IND,BOS,5,INCUMBENT_CONDITIONAL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,,D01;D02;D03;D04;D05;D06;D07,D01;D02;D03;D04;D05;D06;D07,,REMAINING_SEASON_POLICY,NOT_CALCULATED,False
2020-12-29_DET_GSW,2020-12-29,DET,GSW,10,DET_PATRICK_KIRA,GSW_WIGGINS_HUTCHISON_INACTIVE,DIRECT_ROSTER_CONTACT,,,,D01;D04;D05,D01;D02;D03;D04;D05;D06;D07,,REMAINING_SEASON_POLICY,NOT_CALCULATED,False
2020-12-29_PHI_TOR,2020-12-29,PHI,TOR,7,INCUMBENT_CONDITIONAL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,,D01;D02,D01;D02;D03;D04;D05;D06;D07,,REMAINING_SEASON_POLICY,NOT_CALCULATED,False
2020-12-29_CLE_NYK,2020-12-29,CLE,NYK,9,INCUMBENT_CONDITIONAL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,,D01;D02;D03;D04;D05;D06;D07,D01;D02;D03;D04;D05;D06;D07,,REMAINING_SEASON_POLICY,NOT_CALCULATED,False
2020-12-29_MIA_MIL,2020-12-29,MIA,MIL,47,INCUMBENT_CONDITIONAL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,,D01;D02;D03;D04;D05;D06;D07,D01;D02;D03;D04;D05;D06;D07,,REMAINING_SEASON_POLICY,NOT_CALCULATED,False
2020-12-29_OKC_ORL,2020-12-29,OKC,ORL,11,INCUMBENT_CONDITIONAL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,,D01;D02;D03;D04;D05;D06;D07,D01;D02;D03;D04;D05;D06;D07,,REMAINING_SEASON_POLICY,NOT_CALCULATED,False
2020-12-29_PHX_NOP,2020-12-29,PHX,NOP,25,INCUMBENT_CONDITIONAL,NOP_HAYES,DIRECT_ROSTER_CONTACT,,,,D01;D02;D03;D04;D05;D06;D07,D01;D02;D03;D04;D05;D06;D07,,REMAINING_SEASON_POLICY,NOT_CALCULATED,False
2020-12-29_SAC_DEN,2020-12-29,SAC,DEN,10,INCUMBENT_CONDITIONAL,DEN_BEY_NNAJI,DIRECT_ROSTER_CONTACT,,,,D01;D02;D03;D04;D05;D06;D07,D01;D02;D03;D04;D05;D06;D07,,REMAINING_SEASON_POLICY,NOT_CALCULATED,False
2020-12-29_LAC_MIN,2020-12-29,LAC,MIN,23,INCUMBENT_CONDITIONAL,MIN_RIVAL,DIRECT_ROSTER_CONTACT,,,,,D01;D02;D03;D04;D05;D06;D07,,REMAINING_SEASON_POLICY,NOT_CALCULATED,False
2020-12-30_BKN_ATL,2020-12-30,BKN,ATL,4,INCUMBENT_CONDITIONAL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,,D02;D04;D06;D07,D01;D02;D03;D04;D05;D06;D07,,REMAINING_SEASON_POLICY,NOT_CALCULATED,False
2020-12-30_MIA_MIL,2020-12-30,MIA,MIL,11,INCUMBENT_CONDITIONAL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,,,D01;D02;D03;D04;D05;D06;D07,,REMAINING_SEASON_POLICY,NOT_CALCULATED,False
2020-12-30_BOS_MEM,2020-12-30,BOS,MEM,19,INCUMBENT_CONDITIONAL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,D01;D03;D05,,,D01;D03;D04;D05,D01;D03;D04;D05;D06,,LARGE_MARGIN_BOUNDARY,NOT_CALCULATED,False
2020-12-30_SAS_LAL,2020-12-30,SAS,LAL,14,INCUMBENT_CONDITIONAL,LAL_AD_CORE,TRANSACTION_DEPENDENCY,D02;D07,,,D02;D07,D01;D02;D03;D04;D05;D06;D07,,LARGE_MARGIN_BOUNDARY,NOT_CALCULATED,False
2020-12-30_DAL_CHA,2020-12-30,DAL,CHA,19,DAL_HAMPTON,CHA_EDWARDS_TERRY,DIRECT_ROSTER_CONTACT,D01;D03;D05,D03;D04;D05;D06,,D01;D03;D04;D05;D06,D01;D02;D03;D04;D05;D06;D07,,LARGE_MARGIN_BOUNDARY,NOT_CALCULATED,False
2020-12-30_LAC_POR,2020-12-30,LAC,POR,23,INCUMBENT_CONDITIONAL,POR_NO_TRENT,DIRECT_ROSTER_CONTACT,D02;D07,,,D02;D07,D01;D02;D03;D04;D05;D06;D07,,LARGE_MARGIN_BOUNDARY,NOT_CALCULATED,False
2020-12-31_IND_CLE,2020-12-31,IND,CLE,20,INCUMBENT_CONDITIONAL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,,D02;D07,D01;D02;D03;D04;D05;D06;D07,,REMAINING_SEASON_POLICY,NOT_CALCULATED,False
2020-12-31_ORL_PHI,2020-12-31,ORL,PHI,24,INCUMBENT_CONDITIONAL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,,D01;D02;D03;D04;D05;D06;D07,D01;D02;D03;D04;D05;D06;D07,,REMAINING_SEASON_POLICY,NOT_CALCULATED,False
2020-12-31_HOU_SAC,2020-12-31,HOU,SAC,3,INCUMBENT_CONDITIONAL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,,,D01;D02;D03;D04;D05;D06;D07,,CLOSE80_PAIRED_INPUT,NOT_CALCULATED,False
2020-12-31_TOR_NYK,2020-12-31,TOR,NYK,17,INCUMBENT_CONDITIONAL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,,D01;D03;D05,D01;D02;D03;D04;D05;D06;D07,,REMAINING_SEASON_POLICY,NOT_CALCULATED,False
2020-12-31_OKC_NOP,2020-12-31,OKC,NOP,33,INCUMBENT_CONDITIONAL,NOP_HAYES,DIRECT_ROSTER_CONTACT,,,,D01;D02;D03;D04;D05;D06;D07,D01;D02;D03;D04;D05;D06;D07,,REMAINING_SEASON_POLICY,NOT_CALCULATED,False
2020-12-31_UTA_PHX,2020-12-31,UTA,PHX,11,INCUMBENT_CONDITIONAL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,,,,,REMAINING_SEASON_POLICY,NOT_CALCULATED,False
2021-01-01_CHA_MEM,2021-01-01,CHA,MEM,15,CHA_EDWARDS_TERRY,INCUMBENT_CONDITIONAL,DIRECT_ROSTER_CONTACT,,D01;D07,D05;D06;D07,D01;D03;D05;D06;D07,D01;D02;D03;D04;D05;D06;D07,,LARGE_MARGIN_BOUNDARY,NOT_CALCULATED,False
2021-01-01_DAL_MIA,2021-01-01,DAL,MIA,10,DAL_HAMPTON,INCUMBENT_CONDITIONAL,DIRECT_ROSTER_CONTACT,D02;D07,,,D01;D02;D03;D04;D05;D06;D07,D01;D02;D03;D04;D05;D06;D07,,LARGE_MARGIN_BOUNDARY,NOT_CALCULATED,False
2021-01-01_DET_BOS,2021-01-01,DET,BOS,3,DET_PATRICK_KIRA,INCUMBENT_CONDITIONAL,DIRECT_ROSTER_CONTACT,,,,,,,CLOSE80_PAIRED_INPUT,NOT_CALCULATED,False
2021-01-01_BKN_ATL,2021-01-01,BKN,ATL,18,INCUMBENT_CONDITIONAL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,,D01;D02;D03;D05,D01;D02;D03;D04;D05;D06;D07,,REMAINING_SEASON_POLICY,NOT_CALCULATED,False
2021-01-01_SAS_LAL,2021-01-01,SAS,LAL,6,INCUMBENT_CONDITIONAL,LAL_AD_CORE,TRANSACTION_DEPENDENCY,D02;D07,,,D02;D07,D01;D02;D03;D04;D05;D06;D07,,LARGE_MARGIN_BOUNDARY,NOT_CALCULATED,False
2021-01-01_MIN_WAS,2021-01-01,MIN,WAS,21,MIN_RIVAL,WAS_TRENT,DIRECT_ROSTER_CONTACT,,D01,,D01,D01;D02;D03;D04;D05;D06;D07,,LARGE_MARGIN_BOUNDARY,NOT_CALCULATED,False
2021-01-01_DEN_PHX,2021-01-01,DEN,PHX,3,DEN_BEY_NNAJI,INCUMBENT_CONDITIONAL,DIRECT_ROSTER_CONTACT,,,,,D01;D02;D03;D04;D05;D06;D07,,CLOSE80_PAIRED_INPUT,NOT_CALCULATED,False
2021-01-01_UTA_LAC,2021-01-01,UTA,LAC,6,INCUMBENT_CONDITIONAL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,,D01;D02;D03;D04;D05;D06;D07,D01;D02;D03;D04;D05;D06;D07,,REMAINING_SEASON_POLICY,NOT_CALCULATED,False
2021-01-01_GSW_POR,2021-01-01,GSW,POR,25,GSW_WIGGINS_HUTCHISON_INACTIVE,POR_NO_TRENT,DIRECT_ROSTER_CONTACT,D01;D03;D05,,,D01;D02;D03;D04;D05;D06;D07,D01;D02;D03;D04;D05;D06;D07,,LARGE_MARGIN_BOUNDARY,NOT_CALCULATED,False
2021-01-02_HOU_SAC,2021-01-02,HOU,SAC,8,INCUMBENT_CONDITIONAL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,,,D01;D02;D03;D04;D05;D06;D07,,REMAINING_SEASON_POLICY,NOT_CALCULATED,False
2021-01-02_IND_NYK,2021-01-02,IND,NYK,4,INCUMBENT_CONDITIONAL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,,D01;D02;D03;D04;D05;D06;D07,D01;D02;D03;D04;D05;D06;D07,,REMAINING_SEASON_POLICY,NOT_CALCULATED,False
2021-01-02_ORL_OKC,2021-01-02,ORL,OKC,9,INCUMBENT_CONDITIONAL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,,D01;D02;D03;D04;D05;D06;D07,D01;D02;D03;D04;D05;D06;D07,,REMAINING_SEASON_POLICY,NOT_CALCULATED,False
2021-01-02_PHI_CHA,2021-01-02,PHI,CHA,15,INCUMBENT_CONDITIONAL,CHA_EDWARDS_TERRY,DIRECT_ROSTER_CONTACT,,D01;D07,D05;D06;D07,D01;D02;D05;D06;D07,D01;D02;D03;D04;D05;D06;D07,,LARGE_MARGIN_BOUNDARY,NOT_CALCULATED,False
2021-01-02_ATL_CLE,2021-01-02,ATL,CLE,5,INCUMBENT_CONDITIONAL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,,D01;D02;D03;D04;D05;D06;D07,D01;D02;D03;D04;D05;D06;D07,,REMAINING_SEASON_POLICY,NOT_CALCULATED,False
2021-01-02_NOP_TOR,2021-01-02,NOP,TOR,4,NOP_HAYES,INCUMBENT_CONDITIONAL,DIRECT_ROSTER_CONTACT,,,,,D01;D02;D07,,REMAINING_SEASON_POLICY,NOT_CALCULATED,False
2021-01-03_DET_BOS,2021-01-03,DET,BOS,2,DET_PATRICK_KIRA,INCUMBENT_CONDITIONAL,DIRECT_ROSTER_CONTACT,,,,,D01;D02;D03;D04;D05;D06;D07,,CLOSE80_PAIRED_INPUT,NOT_CALCULATED,False
2021-01-03_MEM_LAL,2021-01-03,MEM,LAL,14,INCUMBENT_CONDITIONAL,LAL_AD_CORE,TRANSACTION_DEPENDENCY,D01;D02;D03;D05;D07,,,D01;D02;D03;D04;D05;D07,D01;D02;D03;D04;D05;D06;D07,,LARGE_MARGIN_BOUNDARY,NOT_CALCULATED,False
2021-01-03_MIN_DEN,2021-01-03,MIN,DEN,15,MIN_RIVAL,DEN_BEY_NNAJI,DIRECT_ROSTER_CONTACT,,,,D01;D02;D03;D04;D05;D06;D07,D01;D02;D03;D04;D05;D06;D07,,REMAINING_SEASON_POLICY,NOT_CALCULATED,False
2021-01-03_SAS_UTA,2021-01-03,SAS,UTA,21,INCUMBENT_CONDITIONAL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,,D01;D02;D03;D04;D05;D06;D07,D01;D02;D03;D04;D05;D06;D07,,REMAINING_SEASON_POLICY,NOT_CALCULATED,False
2021-01-03_PHX_LAC,2021-01-03,PHX,LAC,5,INCUMBENT_CONDITIONAL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,,D01;D02;D03;D04;D05;D06;D07,D01;D02;D03;D04;D05;D06;D07,,REMAINING_SEASON_POLICY,NOT_CALCULATED,False
2021-01-03_GSW_POR,2021-01-03,GSW,POR,15,GSW_WIGGINS_HUTCHISON_INACTIVE,POR_NO_TRENT,DIRECT_ROSTER_CONTACT,D02;D07,,,D01;D02;D04;D05;D07,D01;D02;D03;D04;D05;D06;D07,,LARGE_MARGIN_BOUNDARY,NOT_CALCULATED,False
2021-01-04_PHI_CHA,2021-01-04,PHI,CHA,17,INCUMBENT_CONDITIONAL,CHA_EDWARDS_TERRY,DIRECT_ROSTER_CONTACT,,D01;D07,D05;D06;D07,D01;D02;D05;D06;D07,D01;D02;D03;D04;D05;D06;D07,,LARGE_MARGIN_BOUNDARY,NOT_CALCULATED,False
2021-01-04_ORL_CLE,2021-01-04,ORL,CLE,20,INCUMBENT_CONDITIONAL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,,,D01;D02;D03;D04;D05;D06;D07,,REMAINING_SEASON_POLICY,NOT_CALCULATED,False
2021-01-04_MIA_OKC,2021-01-04,MIA,OKC,28,INCUMBENT_CONDITIONAL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,,D01;D02;D03;D04;D05;D06;D07,D01;D02;D03;D04;D05;D06;D07,,REMAINING_SEASON_POLICY,NOT_CALCULATED,False
2021-01-04_ATL_NYK,2021-01-04,ATL,NYK,5,INCUMBENT_CONDITIONAL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,,D01;D02;D03;D04;D05;D06;D07,D01;D02;D03;D04;D05;D06;D07,,REMAINING_SEASON_POLICY,NOT_CALCULATED,False
2021-01-04_TOR_BOS,2021-01-04,TOR,BOS,12,INCUMBENT_CONDITIONAL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,,,D01;D03;D04;D05;D06,,REMAINING_SEASON_POLICY,NOT_CALCULATED,False
2021-01-04_HOU_DAL,2021-01-04,HOU,DAL,13,INCUMBENT_CONDITIONAL,DAL_HAMPTON,DIRECT_ROSTER_CONTACT,D02;D07,,,D01;D02;D03;D04;D05;D06;D07,D01;D02;D03;D04;D05;D06;D07,,LARGE_MARGIN_BOUNDARY,NOT_CALCULATED,False
2021-01-04_MIL_DET,2021-01-04,MIL,DET,10,INCUMBENT_CONDITIONAL,DET_PATRICK_KIRA,DIRECT_ROSTER_CONTACT,,,,,D01;D02;D03;D04;D05;D06;D07,,REMAINING_SEASON_POLICY,NOT_CALCULATED,False
2021-01-04_GSW_SAC,2021-01-04,GSW,SAC,31,GSW_WIGGINS_HUTCHISON_INACTIVE,INCUMBENT_CONDITIONAL,TRANSACTION_DEPENDENCY,,,,D01;D04;D05,D01;D02;D03;D04;D05;D06;D07,,REMAINING_SEASON_POLICY,NOT_CALCULATED,False
2021-01-05_BKN_UTA,2021-01-05,BKN,UTA,34,INCUMBENT_CONDITIONAL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,,,D01;D02;D03;D04;D05;D06;D07,,REMAINING_SEASON_POLICY,NOT_CALCULATED,False
2021-01-05_DEN_MIN,2021-01-05,DEN,MIN,7,DEN_BEY_NNAJI,MIN_RIVAL,DIRECT_ROSTER_CONTACT,,,,D01;D02;D03;D04;D05;D06;D07,D01;D02;D03;D04;D05;D06;D07,,REMAINING_SEASON_POLICY,NOT_CALCULATED,False
