event_id,game_id,date,matchup,actual_wl,actual_margin,proxy,scenario,protagonist_rating,protagonist_minutes,protagonist_impact_points,real_player_impact_points,base_impact_points,base_alt_margin,base_alt_wl,base_flip,b2b_second_night,fatigue_05_alt_margin,fatigue_05_alt_wl,fatigue_05_flip,fatigue_10_alt_margin,fatigue_10_alt_wl,fatigue_10_flip
CHI_2019_20_G007,0021900085,2019-11-03,CHI @ IND,L,-13,BPM,BASE,-1.6,17,-0.566667,0.628403,0.061736,-12.938264,L,0,0,-12.938264,L,0,-12.938264,L,0
CHI_2019_20_G007,0021900085,2019-11-03,CHI @ IND,L,-13,BPM,HIGH,-0.2,17,-0.070833,0.628403,0.557569,-12.442431,L,0,0,-12.442431,L,0,-12.442431,L,0
CHI_2019_20_G007,0021900085,2019-11-03,CHI @ IND,L,-13,NET_EB,LOW,-4,17,-1.416667,1.435309,0.018643,-12.981357,L,0,0,-12.981357,L,0,-12.981357,L,0
CHI_2019_20_G007,0021900085,2019-11-03,CHI @ IND,L,-13,NET_EB,BASE,-2,17,-0.708333,1.435309,0.726976,-12.273024,L,0,0,-12.273024,L,0,-12.273024,L,0
CHI_2019_20_G007,0021900085,2019-11-03,CHI @ IND,L,-13,NET_EB,HIGH,0,17,0,1.435309,1.435309,-11.564691,L,0,0,-11.564691,L,0,-11.564691,L,0
CHI_2019_20_G008,0021900100,2019-11-05,CHI vs. LAL,L,-6,BPM,LOW,-3.2,19,-1.266667,0.852986,-0.413681,-6.413681,L,0,0,-6.413681,L,0,-6.413681,L,0
CHI_2019_20_G008,0021900100,2019-11-05,CHI vs. LAL,L,-6,BPM,BASE,-1.6,19,-0.633333,0.852986,0.219653,-5.780347,L,0,0,-5.780347,L,0,-5.780347,L,0
CHI_2019_20_G008,0021900100,2019-11-05,CHI vs. LAL,L,-6,BPM,HIGH,-0.2,19,-0.079167,0.852986,0.773819,-5.226181,L,0,0,-5.226181,L,0,-5.226181,L,0
CHI_2019_20_G008,0021900100,2019-11-05,CHI vs. LAL,L,-6,NET_EB,LOW,-4,19,-1.583333,2.181183,0.59785,-5.40215,L,0,0,-5.40215,L,0,-5.40215,L,0
CHI_2019_20_G008,0021900100,2019-11-05,CHI vs. LAL,L,-6,NET_EB,BASE,-2,19,-0.791667,2.181183,1.389517,-4.610483,L,0,0,-4.610483,L,0,-4.610483,L,0
CHI_2019_20_G008,0021900100,2019-11-05,CHI vs. LAL,L,-6,NET_EB,HIGH,0,19,0,2.181183,2.181183,-3.818817,L,0,0,-3.818817,L,0,-3.818817,L,0
CHI_2019_20_G009,0021900105,2019-11-06,CHI @ ATL,W,20,BPM,LOW,-3.2,19,-1.266667,0.965694,-0.300972,19.699028,W,0,1,19.501111,W,0,19.303194,W,0
CHI_2019_20_G009,0021900105,2019-11-06,CHI @ ATL,W,20,BPM,BASE,-1.6,19,-0.633333,0.965694,0.332361,20.332361,W,0,1,20.134444,W,0,19.936528,W,0
CHI_2019_20_G009,0021900105,2019-11-06,CHI @ ATL,W,20,BPM,HIGH,-0.2,19,-0.079167,0.965694,0.886528,20.886528,W,0,1,20.688611,W,0,20.490694,W,0
CHI_2019_20_G009,0021900105,2019-11-06,CHI @ ATL,W,20,NET_EB,LOW,-4,19,-1.583333,2.365792,0.782459,20.782459,W,0,1,20.584542,W,0,20.386626,W,0
CHI_2019_20_G009,0021900105,2019-11-06,CHI @ ATL,W,20,NET_EB,BASE,-2,19,-0.791667,2.365792,1.574126,21.574126,W,0,1,21.376209,W,0,21.178292,W,0
CHI_2019_20_G009,0021900105,2019-11-06,CHI @ ATL,W,20,NET_EB,HIGH,0,19,0,2.365792,2.365792,22.365792,W,0,1,22.167876,W,0,21.969959,W,0
CHI_2019_20_G010,0021900129,2019-11-09,CHI vs. HOU,L,-23,BPM,LOW,-3.2,27,-1.8,1.352153,-0.447847,-23.447847,L,0,0,-23.447847,L,0,-23.447847,L,0
CHI_2019_20_G010,0021900129,2019-11-09,CHI vs. HOU,L,-23,BPM,BASE,-1.6,27,-0.9,1.352153,0.452153,-22.547847,L,0,0,-22.547847,L,0,-22.547847,L,0
CHI_2019_20_G010,0021900129,2019-11-09,CHI vs. HOU,L,-23,BPM,HIGH,-0.2,27,-0.1125,1.352153,1.239653,-21.760347,L,0,0,-21.760347,L,0,-21.760347,L,0
CHI_2019_20_G010,0021900129,2019-11-09,CHI vs. HOU,L,-23,NET_EB,LOW,-4,27,-2.25,3.362379,1.112379,-21.887621,L,0,0,-21.887621,L,0,-21.887621,L,0
CHI_2019_20_G010,0021900129,2019-11-09,CHI vs. HOU,L,-23,NET_EB,BASE,-2,27,-1.125,3.362379,2.237379,-20.762621,L,0,0,-20.762621,L,0,-20.762621,L,0
CHI_2019_20_G010,0021900129,2019-11-09,CHI vs. HOU,L,-23,NET_EB,HIGH,0,27,0,3.362379,3.362379,-19.637621,L,0,0,-19.637621,L,0,-19.637621,L,0
CHI_2019_20_G011,0021900149,2019-11-12,CHI vs. NYK,W,18,BPM,LOW,-3.2,27,-1.8,1.24125,-0.55875,17.44125,W,0,0,17.44125,W,0,17.44125,W,0
CHI_2019_20_G011,0021900149,2019-11-12,CHI vs. NYK,W,18,BPM,BASE,-1.6,27,-0.9,1.24125,0.34125,18.34125,W,0,0,18.34125,W,0,18.34125,W,0
CHI_2019_20_G011,0021900149,2019-11-12,CHI vs. NYK,W,18,BPM,HIGH,-0.2,27,-0.1125,1.24125,1.12875,19.12875,W,0,0,19.12875,W,0,19.12875,W,0
CHI_2019_20_G011,0021900149,2019-11-12,CHI vs. NYK,W,18,NET_EB,LOW,-4,27,-2.25,3.013845,0.763845,18.763845,W,0,0,18.763845,W,0,18.763845,W,0
CHI_2019_20_G011,0021900149,2019-11-12,CHI vs. NYK,W,18,NET_EB,BASE,-2,27,-1.125,3.013845,1.888845,19.888845,W,0,0,19.888845,W,0,19.888845,W,0
CHI_2019_20_G011,0021900149,2019-11-12,CHI vs. NYK,W,18,NET_EB,HIGH,0,27,0,3.013845,3.013845,21.013845,W,0,0,21.013845,W,0,21.013845,W,0
CHI_2019_20_G012,0021900163,2019-11-14,CHI @ MIL,L,-9,BPM,LOW,-3.2,27,-1.8,1.233125,-0.566875,-9.566875,L,0,0,-9.566875,L,0,-9.566875,L,0
CHI_2019_20_G012,0021900163,2019-11-14,CHI @ MIL,L,-9,BPM,BASE,-1.6,27,-0.9,1.233125,0.333125,-8.666875,L,0,0,-8.666875,L,0,-8.666875,L,0
CHI_2019_20_G012,0021900163,2019-11-14,CHI @ MIL,L,-9,BPM,HIGH,-0.2,27,-0.1125,1.233125,1.120625,-7.879375,L,0,0,-7.879375,L,0,-7.879375,L,0
CHI_2019_20_G012,0021900163,2019-11-14,CHI @ MIL,L,-9,NET_EB,LOW,-4,27,-2.25,3.237738,0.987738,-8.012262,L,0,0,-8.012262,L,0,-8.012262,L,0
CHI_2019_20_G012,0021900163,2019-11-14,CHI @ MIL,L,-9,NET_EB,BASE,-2,27,-1.125,3.237738,2.112738,-6.887262,L,0,0,-6.887262,L,0,-6.887262,L,0
CHI_2019_20_G012,0021900163,2019-11-14,CHI @ MIL,L,-9,NET_EB,HIGH,0,27,0,3.237738,3.237738,-5.762262,L,0,0,-5.762262,L,0,-5.762262,L,0
CHI_2019_20_G013,0021900175,2019-11-16,CHI vs. BKN,L,-6,BPM,LOW,-3.2,27,-1.8,1.359444,-0.440556,-6.440556,L,0,0,-6.440556,L,0,-6.440556,L,0
CHI_2019_20_G013,0021900175,2019-11-16,CHI vs. BKN,L,-6,BPM,BASE,-1.6,27,-0.9,1.359444,0.459444,-5.540556,L,0,0,-5.540556,L,0,-5.540556,L,0
CHI_2019_20_G013,0021900175,2019-11-16,CHI vs. BKN,L,-6,BPM,HIGH,-0.2,27,-0.1125,1.359444,1.246944,-4.753056,L,0,0,-4.753056,L,0,-4.753056,L,0
CHI_2019_20_G013,0021900175,2019-11-16,CHI vs. BKN,L,-6,NET_EB,LOW,-4,27,-2.25,3.368279,1.118279,-4.881721,L,0,0,-4.881721,L,0,-4.881721,L,0
CHI_2019_20_G013,0021900175,2019-11-16,CHI vs. BKN,L,-6,NET_EB,BASE,-2,27,-1.125,3.368279,2.243279,-3.756721,L,0,0,-3.756721,L,0,-3.756721,L,0
CHI_2019_20_G013,0021900175,2019-11-16,CHI vs. BKN,L,-6,NET_EB,HIGH,0,27,0,3.368279,3.368279,-2.631721,L,0,0,-2.631721,L,0,-2.631721,L,0
CHI_2019_20_G014,0021900192,2019-11-18,CHI vs. MIL,L,-14,BPM,LOW,-3.2,27,-1.8,1.486319,-0.313681,-14.313681,L,0,0,-14.313681,L,0,-14.313681,L,0
CHI_2019_20_G014,0021900192,2019-11-18,CHI vs. MIL,L,-14,BPM,BASE,-1.6,27,-0.9,1.486319,0.586319,-13.413681,L,0,0,-13.413681,L,0,-13.413681,L,0
CHI_2019_20_G014,0021900192,2019-11-18,CHI vs. MIL,L,-14,BPM,HIGH,-0.2,27,-0.1125,1.486319,1.373819,-12.626181,L,0,0,-12.626181,L,0,-12.626181,L,0
CHI_2019_20_G014,0021900192,2019-11-18,CHI vs. MIL,L,-14,NET_EB,LOW,-4,27,-2.25,3.141708,0.891708,-13.108292,L,0,0,-13.108292,L,0,-13.108292,L,0
CHI_2019_20_G014,0021900192,2019-11-18,CHI vs. MIL,L,-14,NET_EB,BASE,-2,27,-1.125,3.141708,2.016708,-11.983292,L,0,0,-11.983292,L,0,-11.983292,L,0
CHI_2019_20_G014,0021900192,2019-11-18,CHI vs. MIL,L,-14,NET_EB,HIGH,0,27,0,3.141708,3.141708,-10.858292,L,0,0,-10.858292,L,0,-10.858292,L,0
CHI_2019_20_G015,0021900209,2019-11-20,CHI vs. DET,W,20,BPM,LOW,-3.2,24,-1.6,0.033333,-1.566667,18.433333,W,0,0,18.433333,W,0,18.433333,W,0
CHI_2019_20_G015,0021900209,2019-11-20,CHI vs. DET,W,20,BPM,BASE,-1.6,24,-0.8,0.033333,-0.766667,19.233333,W,0,0,19.233333,W,0,19.233333,W,0
CHI_2019_20_G015,0021900209,2019-11-20,CHI vs. DET,W,20,BPM,HIGH,-0.2,24,-0.1,0.033333,-0.066667,19.933333,W,0,0,19.933333,W,0,19.933333,W,0
CHI_2019_20_G015,0021900209,2019-11-20,CHI vs. DET,W,20,NET_EB,LOW,-4,24,-2,1.187215,-0.812785,19.187215,W,0,0,19.187215,W,0,19.187215,W,0
CHI_2019_20_G015,0021900209,2019-11-20,CHI vs. DET,W,20,NET_EB,BASE,-2,24,-1,1.187215,0.187215,20.187215,W,0,0,20.187215,W,0,20.187215,W,0
CHI_2019_20_G015,0021900209,2019-11-20,CHI vs. DET,W,20,NET_EB,HIGH,0,24,0,1.187215,1.187215,21.187215,W,0,0,21.187215,W,0,21.187215,W,0
CHI_2019_20_G016,0021900219,2019-11-22,CHI vs. MIA,L,-8,BPM,LOW,-3.2,24,-1.6,-0.769271,-2.369271,-10.369271,L,0,0,-10.369271,L,0,-10.369271,L,0
CHI_2019_20_G016,0021900219,2019-11-22,CHI vs. MIA,L,-8,BPM,BASE,-1.6,24,-0.8,-0.769271,-1.569271,-9.569271,L,0,0,-9.569271,L,0,-9.569271,L,0
CHI_2019_20_G016,0021900219,2019-11-22,CHI vs. MIA,L,-8,BPM,HIGH,-0.2,24,-0.1,-0.769271,-0.869271,-8.869271,L,0,0,-8.869271,L,0,-8.869271,L,0
CHI_2019_20_G016,0021900219,2019-11-22,CHI vs. MIA,L,-8,NET_EB,LOW,-4,24,-2,1.161455,-0.838545,-8.838545,L,0,0,-8.838545,L,0,-8.838545,L,0
CHI_2019_20_G016,0021900219,2019-11-22,CHI vs. MIA,L,-8,NET_EB,BASE,-2,24,-1,1.161455,0.161455,-7.838545,L,0,0,-7.838545,L,0,-7.838545,L,0
CHI_2019_20_G016,0021900219,2019-11-22,CHI vs. MIA,L,-8,NET_EB,HIGH,0,24,0,1.161455,1.161455,-6.838545,L,0,0,-6.838545,L,0,-6.838545,L,0
CHI_2019_20_G017,0021900226,2019-11-23,CHI @ CHA,W,1,BPM,LOW,-3.2,25,-1.666667,0.058333,-1.608333,-0.608333,L,1,1,-0.86875,L,1,-1.129167,L,1
CHI_2019_20_G017,0021900226,2019-11-23,CHI @ CHA,W,1,BPM,BASE,-1.6,25,-0.833333,0.058333,-0.775,0.225,W,0,1,-0.035417,L,1,-0.295833,L,1
CHI_2019_20_G017,0021900226,2019-11-23,CHI @ CHA,W,1,BPM,HIGH,-0.2,25,-0.104167,0.058333,-0.045833,0.954167,W,0,1,0.69375,W,0,0.433333,W,0
CHI_2019_20_G017,0021900226,2019-11-23,CHI @ CHA,W,1,NET_EB,LOW,-4,25,-2.083333,1.291453,-0.791881,0.208119,W,0,1,-0.052297,L,1,-0.312714,L,1
CHI_2019_20_G017,0021900226,2019-11-23,CHI @ CHA,W,1,NET_EB,BASE,-2,25,-1.041667,1.291453,0.249786,1.249786,W,0,1,0.989369,W,0,0.728953,W,0
CHI_2019_20_G017,0021900226,2019-11-23,CHI @ CHA,W,1,NET_EB,HIGH,0,25,0,1.291453,1.291453,2.291453,W,0,1,2.031036,W,0,1.770619,W,0
CHI_2019_20_G018,0021900247,2019-11-25,CHI vs. POR,L,-23,BPM,LOW,-3.2,26,-1.733333,-0.057639,-1.790972,-24.790972,L,0,0,-24.790972,L,0,-24.790972,L,0
CHI_2019_20_G018,0021900247,2019-11-25,CHI vs. POR,L,-23,BPM,BASE,-1.6,26,-0.866667,-0.057639,-0.924306,-23.924306,L,0,0,-23.924306,L,0,-23.924306,L,0
CHI_2019_20_G018,0021900247,2019-11-25,CHI vs. POR,L,-23,BPM,HIGH,-0.2,26,-0.108333,-0.057639,-0.165972,-23.165972,L,0,0,-23.165972,L,0,-23.165972,L,0
CHI_2019_20_G018,0021900247,2019-11-25,CHI vs. POR,L,-23,NET_EB,LOW,-4,26,-2.166667,1.655359,-0.511308,-23.511308,L,0,0,-23.511308,L,0,-23.511308,L,0
CHI_2019_20_G018,0021900247,2019-11-25,CHI vs. POR,L,-23,NET_EB,BASE,-2,26,-1.083333,1.655359,0.572025,-22.427975,L,0,0,-22.427975,L,0,-22.427975,L,0
CHI_2019_20_G018,0021900247,2019-11-25,CHI vs. POR,L,-23,NET_EB,HIGH,0,26,0,1.655359,1.655359,-21.344641,L,0,0,-21.344641,L,0,-21.344641,L,0
CHI_2019_20_G019,0021900266,2019-11-27,CHI @ GSW,L,-14,BPM,LOW,-3.2,25,-1.666667,0.521181,-1.145486,-15.145486,L,0,0,-15.145486,L,0,-15.145486,L,0
CHI_2019_20_G019,0021900266,2019-11-27,CHI @ GSW,L,-14,BPM,BASE,-1.6,25,-0.833333,0.521181,-0.312153,-14.312153,L,0,0,-14.312153,L,0,-14.312153,L,0
CHI_2019_20_G019,0021900266,2019-11-27,CHI @ GSW,L,-14,BPM,HIGH,-0.2,25,-0.104167,0.521181,0.417014,-13.582986,L,0,0,-13.582986,L,0,-13.582986,L,0
CHI_2019_20_G019,0021900266,2019-11-27,CHI @ GSW,L,-14,NET_EB,LOW,-4,25,-2.083333,1.861345,-0.221988,-14.221988,L,0,0,-14.221988,L,0,-14.221988,L,0
CHI_2019_20_G019,0021900266,2019-11-27,CHI @ GSW,L,-14,NET_EB,BASE,-2,25,-1.041667,1.861345,0.819679,-13.180321,L,0,0,-13.180321,L,0,-13.180321,L,0
CHI_2019_20_G019,0021900266,2019-11-27,CHI @ GSW,L,-14,NET_EB,HIGH,0,25,0,1.861345,1.861345,-12.138655,L,0,0,-12.138655,L,0,-12.138655,L,0
CHI_2019_20_G020,0021900278,2019-11-29,CHI @ POR,L,-4,BPM,LOW,-3.2,18,-1.2,0.489687,-0.710313,-4.710312,L,0,0,-4.710312,L,0,-4.710312,L,0
CHI_2019_20_G020,0021900278,2019-11-29,CHI @ POR,L,-4,BPM,BASE,-1.6,18,-0.6,0.489687,-0.110313,-4.110313,L,0,0,-4.110313,L,0,-4.110313,L,0
CHI_2019_20_G020,0021900278,2019-11-29,CHI @ POR,L,-4,BPM,HIGH,-0.2,18,-0.075,0.489687,0.414687,-3.585313,L,0,0,-3.585313,L,0,-3.585313,L,0
CHI_2019_20_G020,0021900278,2019-11-29,CHI @ POR,L,-4,NET_EB,LOW,-4,18,-1.5,1.374775,-0.125225,-4.125225,L,0,0,-4.125225,L,0,-4.125225,L,0
CHI_2019_20_G020,0021900278,2019-11-29,CHI @ POR,L,-4,NET_EB,BASE,-2,18,-0.75,1.374775,0.624775,-3.375225,L,0,0,-3.375225,L,0,-3.375225,L,0
CHI_2019_20_G020,0021900278,2019-11-29,CHI @ POR,L,-4,NET_EB,HIGH,0,18,0,1.374775,1.374775,-2.625225,L,0,0,-2.625225,L,0,-2.625225,L,0
CHI_2019_20_G021,0021900298,2019-12-02,CHI @ SAC,W,7,BPM,LOW,-3.2,18,-1.2,0.539931,-0.660069,6.339931,W,0,0,6.339931,W,0,6.339931,W,0
CHI_2019_20_G021,0021900298,2019-12-02,CHI @ SAC,W,7,BPM,BASE,-1.6,18,-0.6,0.539931,-0.060069,6.939931,W,0,0,6.939931,W,0,6.939931,W,0
CHI_2019_20_G021,0021900298,2019-12-02,CHI @ SAC,W,7,BPM,HIGH,-0.2,18,-0.075,0.539931,0.464931,7.464931,W,0,0,7.464931,W,0,7.464931,W,0
CHI_2019_20_G021,0021900298,2019-12-02,CHI @ SAC,W,7,NET_EB,LOW,-4,18,-1.5,1.455983,-0.044017,6.955983,W,0,0,6.955983,W,0,6.955983,W,0
CHI_2019_20_G021,0021900298,2019-12-02,CHI @ SAC,W,7,NET_EB,BASE,-2,18,-0.75,1.455983,0.705983,7.705983,W,0,0,7.705983,W,0,7.705983,W,0
CHI_2019_20_G021,0021900298,2019-12-02,CHI @ SAC,W,7,NET_EB,HIGH,0,18,0,1.455983,1.455983,8.455983,W,0,0,8.455983,W,0,8.455983,W,0
CHI_2019_20_G022,0021900311,2019-12-04,CHI vs. MEM,W,7,BPM,LOW,-3.2,18,-1.2,0.591667,-0.608333,6.391667,W,0,0,6.391667,W,0,6.391667,W,0
CHI_2019_20_G022,0021900311,2019-12-04,CHI vs. MEM,W,7,BPM,BASE,-1.6,18,-0.6,0.591667,-0.008333,6.991667,W,0,0,6.991667,W,0,6.991667,W,0
CHI_2019_20_G022,0021900311,2019-12-04,CHI vs. MEM,W,7,BPM,HIGH,-0.2,18,-0.075,0.591667,0.516667,7.516667,W,0,0,7.516667,W,0,7.516667,W,0
CHI_2019_20_G022,0021900311,2019-12-04,CHI vs. MEM,W,7,NET_EB,LOW,-4,18,-1.5,1.364581,-0.135419,6.864581,W,0,0,6.864581,W,0,6.864581,W,0
CHI_2019_20_G022,0021900311,2019-12-04,CHI vs. MEM,W,7,NET_EB,BASE,-2,18,-0.75,1.364581,0.614581,7.614581,W,0,0,7.614581,W,0,7.614581,W,0
CHI_2019_20_G022,0021900311,2019-12-04,CHI vs. MEM,W,7,NET_EB,HIGH,0,18,0,1.364581,1.364581,8.364581,W,0,0,8.364581,W,0,8.364581,W,0
CHI_2019_20_G023,0021900325,2019-12-06,CHI vs. GSW,L,-2,BPM,LOW,-3.2,18,-1.2,0.208611,-0.991389,-2.991389,L,0,0,-2.991389,L,0,-2.991389,L,0
CHI_2019_20_G023,0021900325,2019-12-06,CHI vs. GSW,L,-2,BPM,BASE,-1.6,18,-0.6,0.208611,-0.391389,-2.391389,L,0,0,-2.391389,L,0,-2.391389,L,0
CHI_2019_20_G023,0021900325,2019-12-06,CHI vs. GSW,L,-2,BPM,HIGH,-0.2,18,-0.075,0.208611,0.133611,-1.866389,L,0,0,-1.866389,L,0,-1.866389,L,0
CHI_2019_20_G023,0021900325,2019-12-06,CHI vs. GSW,L,-2,NET_EB,LOW,-4,18,-1.5,1.113952,-0.386048,-2.386048,L,0,0,-2.386048,L,0,-2.386048,L,0
CHI_2019_20_G023,0021900325,2019-12-06,CHI vs. GSW,L,-2,NET_EB,BASE,-2,18,-0.75,1.113952,0.363952,-1.636048,L,0,0,-1.636048,L,0,-1.636048,L,0
