scope,event_id,date,team,player,historical_evidence,source_game_id,source_team,source_seconds,source_comment,previous_source_date,next_source_date,bracketing_observation_gap_days,edge_observation_distance_days,priority,alternate_availability,action
CHI_WATCH_ONLY,2021-03-11_CHI_PHI,2021-03-11,CHI,Fictional Protagonist,FICTIONAL_NO_OBSERVATIONS,,,,,,,,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-03-12_CHI_MIA,2021-03-12,CHI,Fictional Protagonist,FICTIONAL_NO_OBSERVATIONS,,,,,,,,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-03-14_CHI_TOR,2021-03-14,CHI,Fictional Protagonist,FICTIONAL_NO_OBSERVATIONS,,,,,,,,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-03-16_CHI_OKC,2021-03-16,CHI,Fictional Protagonist,FICTIONAL_NO_OBSERVATIONS,,,,,,,,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-03-17_CHI_SAS,2021-03-17,CHI,Fictional Protagonist,FICTIONAL_NO_OBSERVATIONS,,,,,,,,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-03-19_DEN_CHI,2021-03-19,CHI,Fictional Protagonist,FICTIONAL_NO_OBSERVATIONS,,,,,,,,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-03-21_DET_CHI,2021-03-21,CHI,Fictional Protagonist,FICTIONAL_NO_OBSERVATIONS,,,,,,,,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-03-22_CHI_UTA,2021-03-22,CHI,Fictional Protagonist,FICTIONAL_NO_OBSERVATIONS,,,,,,,,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-03-24_CHI_CLE,2021-03-24,CHI,Fictional Protagonist,FICTIONAL_NO_OBSERVATIONS,,,,,,,,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-03-27_SAS_CHI,2021-03-27,CHI,Fictional Protagonist,FICTIONAL_NO_OBSERVATIONS,,,,,,,,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-03-29_GSW_CHI,2021-03-29,CHI,Fictional Protagonist,FICTIONAL_NO_OBSERVATIONS,,,,,,,,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-03-31_PHX_CHI,2021-03-31,CHI,Fictional Protagonist,FICTIONAL_NO_OBSERVATIONS,,,,,,,,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-04-02_UTA_CHI,2021-04-02,CHI,Fictional Protagonist,FICTIONAL_NO_OBSERVATIONS,,,,,,,,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-04-04_CHI_BKN,2021-04-04,CHI,Fictional Protagonist,FICTIONAL_NO_OBSERVATIONS,,,,,,,,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-04-06_IND_CHI,2021-04-06,CHI,Fictional Protagonist,FICTIONAL_NO_OBSERVATIONS,,,,,,,,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-04-08_TOR_CHI,2021-04-08,CHI,Fictional Protagonist,FICTIONAL_NO_OBSERVATIONS,,,,,,,,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-04-09_ATL_CHI,2021-04-09,CHI,Fictional Protagonist,FICTIONAL_NO_OBSERVATIONS,,,,,,,,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-04-11_MIN_CHI,2021-04-11,CHI,Fictional Protagonist,FICTIONAL_NO_OBSERVATIONS,,,,,,,,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-04-12_MEM_CHI,2021-04-12,CHI,Fictional Protagonist,FICTIONAL_NO_OBSERVATIONS,,,,,,,,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-04-14_CHI_ORL,2021-04-14,CHI,Fictional Protagonist,FICTIONAL_NO_OBSERVATIONS,,,,,,,,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-04-16_CHI_MEM,2021-04-16,CHI,Fictional Protagonist,FICTIONAL_NO_OBSERVATIONS,,,,,,,,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-04-17_CHI_CLE,2021-04-17,CHI,Fictional Protagonist,FICTIONAL_NO_OBSERVATIONS,,,,,,,,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-04-19_BOS_CHI,2021-04-19,CHI,Fictional Protagonist,FICTIONAL_NO_OBSERVATIONS,,,,,,,,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-04-21_CLE_CHI,2021-04-21,CHI,Fictional Protagonist,FICTIONAL_NO_OBSERVATIONS,,,,,,,,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-04-22_CHI_CHA,2021-04-22,CHI,Fictional Protagonist,FICTIONAL_NO_OBSERVATIONS,,,,,,,,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-04-24_MIA_CHI,2021-04-24,CHI,Fictional Protagonist,FICTIONAL_NO_OBSERVATIONS,,,,,,,,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-04-26_MIA_CHI,2021-04-26,CHI,Fictional Protagonist,FICTIONAL_NO_OBSERVATIONS,,,,,,,,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-04-28_NYK_CHI,2021-04-28,CHI,Fictional Protagonist,FICTIONAL_NO_OBSERVATIONS,,,,,,,,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-04-30_CHI_MIL,2021-04-30,CHI,Fictional Protagonist,FICTIONAL_NO_OBSERVATIONS,,,,,,,,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-05-01_ATL_CHI,2021-05-01,CHI,Fictional Protagonist,FICTIONAL_NO_OBSERVATIONS,,,,,,,,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-05-03_CHI_PHI,2021-05-03,CHI,Fictional Protagonist,FICTIONAL_NO_OBSERVATIONS,,,,,,,,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-05-06_CHA_CHI,2021-05-06,CHI,Fictional Protagonist,FICTIONAL_NO_OBSERVATIONS,,,,,,,,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-05-07_CHI_BOS,2021-05-07,CHI,Fictional Protagonist,FICTIONAL_NO_OBSERVATIONS,,,,,,,,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-05-09_DET_CHI,2021-05-09,CHI,Fictional Protagonist,FICTIONAL_NO_OBSERVATIONS,,,,,,,,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-05-11_CHI_BKN,2021-05-11,CHI,Fictional Protagonist,FICTIONAL_NO_OBSERVATIONS,,,,,,,,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-05-13_CHI_TOR,2021-05-13,CHI,Fictional Protagonist,FICTIONAL_NO_OBSERVATIONS,,,,,,,,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-05-15_BKN_CHI,2021-05-15,CHI,Fictional Protagonist,FICTIONAL_NO_OBSERVATIONS,,,,,,,,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-05-16_CHI_MIL,2021-05-16,CHI,Fictional Protagonist,FICTIONAL_NO_OBSERVATIONS,,,,,,,,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2020-12-23_CHI_ATL,2020-12-23,CHI,LaMelo Ball,SAME_DAY_PLAYED,0022000010,CHA,948,,,2020-12-26,,3,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2020-12-26_CHI_IND,2020-12-26,CHI,LaMelo Ball,SAME_DAY_PLAYED,0022000022,CHA,919,,2020-12-23,2020-12-27,4,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2020-12-27_CHI_GSW,2020-12-27,CHI,LaMelo Ball,SAME_DAY_PLAYED,0022000032,CHA,1201,,2020-12-26,2020-12-30,4,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2020-12-29_WAS_CHI,2020-12-29,CHI,LaMelo Ball,NO_SAME_DAY_ROW,,,,,2020-12-27,2020-12-30,3,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2020-12-31_WAS_CHI,2020-12-31,CHI,LaMelo Ball,NO_SAME_DAY_ROW,,,,,2020-12-30,2021-01-01,2,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-01-01_MIL_CHI,2021-01-01,CHI,LaMelo Ball,SAME_DAY_PLAYED,0022000069,CHA,1602,,2020-12-30,2021-01-02,3,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-01-03_CHI_DAL,2021-01-03,CHI,LaMelo Ball,NO_SAME_DAY_ROW,,,,,2021-01-02,2021-01-04,2,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-01-05_POR_CHI,2021-01-05,CHI,LaMelo Ball,NO_SAME_DAY_ROW,,,,,2021-01-04,2021-01-06,2,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-01-06_SAC_CHI,2021-01-06,CHI,LaMelo Ball,SAME_DAY_PLAYED,0022000110,CHA,1420,,2021-01-04,2021-01-08,4,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-01-08_LAL_CHI,2021-01-08,CHI,LaMelo Ball,SAME_DAY_PLAYED,0022000126,CHA,1534,,2021-01-06,2021-01-09,3,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-01-10_LAC_CHI,2021-01-10,CHI,LaMelo Ball,NO_SAME_DAY_ROW,,,,,2021-01-09,2021-01-11,2,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-01-15_OKC_CHI,2021-01-15,CHI,LaMelo Ball,NO_SAME_DAY_ROW,,,,,2021-01-14,2021-01-16,2,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-01-17_DAL_CHI,2021-01-17,CHI,LaMelo Ball,NO_SAME_DAY_ROW,,,,,2021-01-16,2021-01-22,6,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-01-18_CHI_HOU,2021-01-18,CHI,LaMelo Ball,NO_SAME_DAY_ROW,,,,,2021-01-16,2021-01-22,6,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-01-22_CHA_CHI,2021-01-22,CHI,LaMelo Ball,SAME_DAY_PLAYED,0022000229,CHA,994,,2021-01-16,2021-01-24,8,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-01-23_CHI_LAL,2021-01-23,CHI,LaMelo Ball,NO_SAME_DAY_ROW,,,,,2021-01-22,2021-01-24,2,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-01-25_CHI_BOS,2021-01-25,CHI,LaMelo Ball,SAME_DAY_PLAYED,0022000259,CHA,1266,,2021-01-24,2021-01-27,3,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-01-30_CHI_POR,2021-01-30,CHI,LaMelo Ball,SAME_DAY_PLAYED,0022000299,CHA,1860,,2021-01-29,2021-02-01,3,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-02-01_CHI_NYK,2021-02-01,CHI,LaMelo Ball,SAME_DAY_PLAYED,0022000314,CHA,1886,,2021-01-30,2021-02-03,4,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-02-03_CHI_NYK,2021-02-03,CHI,LaMelo Ball,SAME_DAY_PLAYED,0022000327,CHA,2298,,2021-02-01,2021-02-05,4,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-02-05_ORL_CHI,2021-02-05,CHI,LaMelo Ball,SAME_DAY_PLAYED,0022000342,CHA,2363,,2021-02-03,2021-02-07,4,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-02-06_ORL_CHI,2021-02-06,CHI,LaMelo Ball,NO_SAME_DAY_ROW,,,,,2021-02-05,2021-02-07,2,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-02-08_CHI_WAS,2021-02-08,CHI,LaMelo Ball,SAME_DAY_PLAYED,0022000367,CHA,1912,,2021-02-07,2021-02-10,3,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-02-10_CHI_NOP,2021-02-10,CHI,LaMelo Ball,SAME_DAY_PLAYED,0022000386,CHA,1694,,2021-02-08,2021-02-12,4,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-02-12_CHI_LAC,2021-02-12,CHI,LaMelo Ball,SAME_DAY_PLAYED,0022000395,CHA,2205,,2021-02-10,2021-02-14,4,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-02-15_IND_CHI,2021-02-15,CHI,LaMelo Ball,NO_SAME_DAY_ROW,,,,,2021-02-14,2021-02-20,6,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
