scenario,event_id,date,player,actual_seconds,alternate_seconds,delta_seconds,actual_start,alternate_start,treatment
PORTER_ZERO,CHI_2020_21_G045,2021-03-29,Ryan Arcidiacono,887,887,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G045,2021-03-29,Thaddeus Young,1412,1412,0,1,1,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G045,2021-03-29,Tomas Satoransky,1802,1325,-477,1,0,SAME_DATE_DONOR
PORTER_ZERO,CHI_2020_21_G045,2021-03-29,Troy Brown Jr.,1010,0,-1010,0,0,NOT_ON_ALTERNATE_ROSTER
PORTER_ZERO,CHI_2020_21_G045,2021-03-29,Zach LaVine,1895,1895,0,1,1,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G045,2021-03-29,Protagonist,0,1800,1800,0,1,CONDITIONAL_AVAILABILITY
PORTER_ZERO,CHI_2020_21_G045,2021-03-29,LaMelo Ball,0,1680,1680,0,1,CONDITIONAL_AVAILABILITY
PORTER_ZERO,CHI_2020_21_G045,2021-03-29,Wendell Carter Jr.,0,1560,1560,0,1,CONDITIONAL_AVAILABILITY
PORTER_ZERO,CHI_2020_21_G045,2021-03-29,Otto Porter Jr.,0,0,0,0,0,CONDITIONAL_AVAILABILITY
PORTER_ZERO,CHI_2020_21_G046,2021-03-31,Adam Mokoka,0,0,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G046,2021-03-31,Al-Farouq Aminu,0,0,0,0,0,NOT_ON_ALTERNATE_ROSTER
PORTER_ZERO,CHI_2020_21_G046,2021-03-31,Cristiano Felicio,0,0,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G046,2021-03-31,Daniel Theis,1180,1180,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G046,2021-03-31,Denzel Valentine,1747,1747,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G046,2021-03-31,Devon Dotson,0,0,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G046,2021-03-31,Javonte Green,0,0,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G046,2021-03-31,Lauri Markkanen,2056,2056,0,1,1,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G046,2021-03-31,Nikola Vucevic,2064,0,-2064,1,0,NOT_ON_ALTERNATE_ROSTER
PORTER_ZERO,CHI_2020_21_G046,2021-03-31,Patrick Williams,1890,0,-1890,1,0,NOT_ON_ALTERNATE_ROSTER
PORTER_ZERO,CHI_2020_21_G046,2021-03-31,Ryan Arcidiacono,952,952,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G046,2021-03-31,Thaddeus Young,1700,1700,0,1,1,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G046,2021-03-31,Tomas Satoransky,1821,1725,-96,1,0,SAME_DATE_DONOR
PORTER_ZERO,CHI_2020_21_G046,2021-03-31,Troy Brown Jr.,990,0,-990,0,0,NOT_ON_ALTERNATE_ROSTER
PORTER_ZERO,CHI_2020_21_G046,2021-03-31,Protagonist,0,1800,1800,0,1,CONDITIONAL_AVAILABILITY
PORTER_ZERO,CHI_2020_21_G046,2021-03-31,LaMelo Ball,0,1680,1680,0,1,CONDITIONAL_AVAILABILITY
PORTER_ZERO,CHI_2020_21_G046,2021-03-31,Wendell Carter Jr.,0,1560,1560,0,1,CONDITIONAL_AVAILABILITY
PORTER_ZERO,CHI_2020_21_G046,2021-03-31,Otto Porter Jr.,0,0,0,0,0,CONDITIONAL_AVAILABILITY
PORTER_ZERO,CHI_2020_21_G047,2021-04-02,Al-Farouq Aminu,0,0,0,0,0,NOT_ON_ALTERNATE_ROSTER
PORTER_ZERO,CHI_2020_21_G047,2021-04-02,Coby White,1417,1417,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G047,2021-04-02,Cristiano Felicio,0,0,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G047,2021-04-02,Daniel Theis,1219,1219,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G047,2021-04-02,Denzel Valentine,1319,925,-394,0,0,SAME_DATE_DONOR
PORTER_ZERO,CHI_2020_21_G047,2021-04-02,Devon Dotson,0,0,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G047,2021-04-02,Javonte Green,0,0,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G047,2021-04-02,Lauri Markkanen,1361,1361,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G047,2021-04-02,Nikola Vucevic,1734,0,-1734,1,0,NOT_ON_ALTERNATE_ROSTER
PORTER_ZERO,CHI_2020_21_G047,2021-04-02,Patrick Williams,1976,0,-1976,1,0,NOT_ON_ALTERNATE_ROSTER
PORTER_ZERO,CHI_2020_21_G047,2021-04-02,Ryan Arcidiacono,0,0,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G047,2021-04-02,Thaddeus Young,1969,1969,0,1,1,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G047,2021-04-02,Tomas Satoransky,1536,600,-936,1,0,SAME_DATE_DONOR
PORTER_ZERO,CHI_2020_21_G047,2021-04-02,Troy Brown Jr.,0,0,0,0,0,NOT_ON_ALTERNATE_ROSTER
PORTER_ZERO,CHI_2020_21_G047,2021-04-02,Zach LaVine,1869,1869,0,1,1,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G047,2021-04-02,Protagonist,0,1800,1800,0,1,CONDITIONAL_AVAILABILITY
PORTER_ZERO,CHI_2020_21_G047,2021-04-02,LaMelo Ball,0,1680,1680,0,1,CONDITIONAL_AVAILABILITY
PORTER_ZERO,CHI_2020_21_G047,2021-04-02,Wendell Carter Jr.,0,1560,1560,0,1,CONDITIONAL_AVAILABILITY
PORTER_ZERO,CHI_2020_21_G047,2021-04-02,Otto Porter Jr.,0,0,0,0,0,CONDITIONAL_AVAILABILITY
PORTER_ZERO,CHI_2020_21_G048,2021-04-04,Adam Mokoka,0,0,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G048,2021-04-04,Al-Farouq Aminu,0,0,0,0,0,NOT_ON_ALTERNATE_ROSTER
PORTER_ZERO,CHI_2020_21_G048,2021-04-04,Cristiano Felicio,0,0,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G048,2021-04-04,Daniel Theis,1433,1433,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G048,2021-04-04,Denzel Valentine,640,640,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G048,2021-04-04,Devon Dotson,0,0,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G048,2021-04-04,Javonte Green,0,0,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G048,2021-04-04,Lauri Markkanen,1380,1380,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G048,2021-04-04,Nikola Vucevic,1942,0,-1942,1,0,NOT_ON_ALTERNATE_ROSTER
PORTER_ZERO,CHI_2020_21_G048,2021-04-04,Patrick Williams,1839,0,-1839,1,0,NOT_ON_ALTERNATE_ROSTER
PORTER_ZERO,CHI_2020_21_G048,2021-04-04,Ryan Arcidiacono,198,198,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G048,2021-04-04,Thaddeus Young,1311,1504,193,1,1,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G048,2021-04-04,Tomas Satoransky,1848,1848,0,1,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G048,2021-04-04,Troy Brown Jr.,1692,0,-1692,0,0,NOT_ON_ALTERNATE_ROSTER
PORTER_ZERO,CHI_2020_21_G048,2021-04-04,Zach LaVine,2117,2117,0,1,1,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G048,2021-04-04,Protagonist,0,1800,1800,0,1,CONDITIONAL_AVAILABILITY
PORTER_ZERO,CHI_2020_21_G048,2021-04-04,LaMelo Ball,0,1680,1680,0,1,CONDITIONAL_AVAILABILITY
PORTER_ZERO,CHI_2020_21_G048,2021-04-04,Wendell Carter Jr.,0,1800,1800,0,1,CONDITIONAL_AVAILABILITY
PORTER_ZERO,CHI_2020_21_G048,2021-04-04,Otto Porter Jr.,0,0,0,0,0,CONDITIONAL_AVAILABILITY
PORTER_ZERO,CHI_2020_21_G049,2021-04-06,Al-Farouq Aminu,0,0,0,0,0,NOT_ON_ALTERNATE_ROSTER
PORTER_ZERO,CHI_2020_21_G049,2021-04-06,Coby White,1884,1884,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G049,2021-04-06,Cristiano Felicio,81,81,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G049,2021-04-06,Denzel Valentine,228,228,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G049,2021-04-06,Javonte Green,81,81,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G049,2021-04-06,Lauri Markkanen,1292,1292,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G049,2021-04-06,Nikola Vucevic,2112,0,-2112,1,0,NOT_ON_ALTERNATE_ROSTER
PORTER_ZERO,CHI_2020_21_G049,2021-04-06,Patrick Williams,1841,0,-1841,1,0,NOT_ON_ALTERNATE_ROSTER
PORTER_ZERO,CHI_2020_21_G049,2021-04-06,Ryan Arcidiacono,81,81,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G049,2021-04-06,Thaddeus Young,1674,1674,0,1,1,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G049,2021-04-06,Tomas Satoransky,2065,1882,-183,1,0,SAME_DATE_DONOR
PORTER_ZERO,CHI_2020_21_G049,2021-04-06,Troy Brown Jr.,904,0,-904,0,0,NOT_ON_ALTERNATE_ROSTER
PORTER_ZERO,CHI_2020_21_G049,2021-04-06,Zach LaVine,2157,2157,0,1,1,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G049,2021-04-06,Protagonist,0,1800,1800,0,1,CONDITIONAL_AVAILABILITY
PORTER_ZERO,CHI_2020_21_G049,2021-04-06,LaMelo Ball,0,1680,1680,0,1,CONDITIONAL_AVAILABILITY
PORTER_ZERO,CHI_2020_21_G049,2021-04-06,Wendell Carter Jr.,0,1560,1560,0,1,CONDITIONAL_AVAILABILITY
PORTER_ZERO,CHI_2020_21_G049,2021-04-06,Otto Porter Jr.,0,0,0,0,0,CONDITIONAL_AVAILABILITY
PORTER_ZERO,CHI_2020_21_G050,2021-04-08,Al-Farouq Aminu,0,0,0,0,0,NOT_ON_ALTERNATE_ROSTER
PORTER_ZERO,CHI_2020_21_G050,2021-04-08,Coby White,1605,1605,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G050,2021-04-08,Cristiano Felicio,0,0,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G050,2021-04-08,Daniel Theis,1614,1440,-174,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G050,2021-04-08,Denzel Valentine,0,0,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G050,2021-04-08,Javonte Green,0,0,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G050,2021-04-08,Lauri Markkanen,1100,1100,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G050,2021-04-08,Nikola Vucevic,1906,0,-1906,1,0,NOT_ON_ALTERNATE_ROSTER
PORTER_ZERO,CHI_2020_21_G050,2021-04-08,Patrick Williams,1894,0,-1894,1,0,NOT_ON_ALTERNATE_ROSTER
PORTER_ZERO,CHI_2020_21_G050,2021-04-08,Ryan Arcidiacono,0,0,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G050,2021-04-08,Thaddeus Young,1425,1425,0,1,1,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G050,2021-04-08,Tomas Satoransky,1772,1539,-233,1,0,SAME_DATE_DONOR
PORTER_ZERO,CHI_2020_21_G050,2021-04-08,Troy Brown Jr.,833,0,-833,0,0,NOT_ON_ALTERNATE_ROSTER
PORTER_ZERO,CHI_2020_21_G050,2021-04-08,Zach LaVine,2251,2251,0,1,1,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G050,2021-04-08,Protagonist,0,1800,1800,0,1,CONDITIONAL_AVAILABILITY
PORTER_ZERO,CHI_2020_21_G050,2021-04-08,LaMelo Ball,0,1680,1680,0,1,CONDITIONAL_AVAILABILITY
PORTER_ZERO,CHI_2020_21_G050,2021-04-08,Wendell Carter Jr.,0,1560,1560,0,1,CONDITIONAL_AVAILABILITY
PORTER_ZERO,CHI_2020_21_G050,2021-04-08,Otto Porter Jr.,0,0,0,0,0,CONDITIONAL_AVAILABILITY
PORTER_ZERO,CHI_2020_21_G051,2021-04-09,Al-Farouq Aminu,0,0,0,0,0,NOT_ON_ALTERNATE_ROSTER
PORTER_ZERO,CHI_2020_21_G051,2021-04-09,Coby White,1712,1712,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G051,2021-04-09,Cristiano Felicio,0,0,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G051,2021-04-09,Daniel Theis,699,699,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G051,2021-04-09,Denzel Valentine,0,0,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G051,2021-04-09,Javonte Green,0,0,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G051,2021-04-09,Lauri Markkanen,1617,1617,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G051,2021-04-09,Nikola Vucevic,2181,0,-2181,1,0,NOT_ON_ALTERNATE_ROSTER
PORTER_ZERO,CHI_2020_21_G051,2021-04-09,Patrick Williams,1548,0,-1548,1,0,NOT_ON_ALTERNATE_ROSTER
PORTER_ZERO,CHI_2020_21_G051,2021-04-09,Ryan Arcidiacono,0,0,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G051,2021-04-09,Thaddeus Young,1424,1424,0,1,1,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G051,2021-04-09,Tomas Satoransky,1991,1584,-407,1,0,SAME_DATE_DONOR
PORTER_ZERO,CHI_2020_21_G051,2021-04-09,Troy Brown Jr.,904,0,-904,0,0,NOT_ON_ALTERNATE_ROSTER
PORTER_ZERO,CHI_2020_21_G051,2021-04-09,Zach LaVine,2324,2324,0,1,1,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G051,2021-04-09,Protagonist,0,1800,1800,0,1,CONDITIONAL_AVAILABILITY
PORTER_ZERO,CHI_2020_21_G051,2021-04-09,LaMelo Ball,0,1680,1680,0,1,CONDITIONAL_AVAILABILITY
PORTER_ZERO,CHI_2020_21_G051,2021-04-09,Wendell Carter Jr.,0,1560,1560,0,1,CONDITIONAL_AVAILABILITY
PORTER_ZERO,CHI_2020_21_G051,2021-04-09,Otto Porter Jr.,0,0,0,0,0,CONDITIONAL_AVAILABILITY
PORTER_ZERO,CHI_2020_21_G052,2021-04-11,Al-Farouq Aminu,0,0,0,0,0,NOT_ON_ALTERNATE_ROSTER
PORTER_ZERO,CHI_2020_21_G052,2021-04-11,Coby White,1382,1382,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G052,2021-04-11,Cristiano Felicio,0,0,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G052,2021-04-11,Daniel Theis,1712,1440,-272,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G052,2021-04-11,Denzel Valentine,740,740,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G052,2021-04-11,Javonte Green,0,0,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G052,2021-04-11,Lauri Markkanen,1127,1127,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G052,2021-04-11,Nikola Vucevic,1649,0,-1649,1,0,NOT_ON_ALTERNATE_ROSTER
PORTER_ZERO,CHI_2020_21_G052,2021-04-11,Patrick Williams,1580,0,-1580,1,0,NOT_ON_ALTERNATE_ROSTER
PORTER_ZERO,CHI_2020_21_G052,2021-04-11,Ryan Arcidiacono,0,0,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G052,2021-04-11,Thaddeus Young,1224,1224,0,1,1,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G052,2021-04-11,Tomas Satoransky,1553,1307,-246,1,0,SAME_DATE_DONOR
PORTER_ZERO,CHI_2020_21_G052,2021-04-11,Troy Brown Jr.,1293,0,-1293,0,0,NOT_ON_ALTERNATE_ROSTER
PORTER_ZERO,CHI_2020_21_G052,2021-04-11,Zach LaVine,2140,2140,0,1,1,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G052,2021-04-11,Protagonist,0,1800,1800,0,1,CONDITIONAL_AVAILABILITY
PORTER_ZERO,CHI_2020_21_G052,2021-04-11,LaMelo Ball,0,1680,1680,0,1,CONDITIONAL_AVAILABILITY
PORTER_ZERO,CHI_2020_21_G052,2021-04-11,Wendell Carter Jr.,0,1560,1560,0,1,CONDITIONAL_AVAILABILITY
PORTER_ZERO,CHI_2020_21_G052,2021-04-11,Otto Porter Jr.,0,0,0,0,0,CONDITIONAL_AVAILABILITY
PORTER_ZERO,CHI_2020_21_G053,2021-04-12,Al-Farouq Aminu,0,0,0,0,0,NOT_ON_ALTERNATE_ROSTER
PORTER_ZERO,CHI_2020_21_G053,2021-04-12,Coby White,1462,1462,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G053,2021-04-12,Cristiano Felicio,0,0,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G053,2021-04-12,Daniel Theis,1625,1440,-185,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G053,2021-04-12,Denzel Valentine,501,501,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G053,2021-04-12,Javonte Green,0,0,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G053,2021-04-12,Lauri Markkanen,964,964,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G053,2021-04-12,Nikola Vucevic,1988,0,-1988,1,0,NOT_ON_ALTERNATE_ROSTER
PORTER_ZERO,CHI_2020_21_G053,2021-04-12,Patrick Williams,1638,0,-1638,1,0,NOT_ON_ALTERNATE_ROSTER
PORTER_ZERO,CHI_2020_21_G053,2021-04-12,Ryan Arcidiacono,0,0,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G053,2021-04-12,Thaddeus Young,1183,1249,66,1,1,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G053,2021-04-12,Tomas Satoransky,1323,1323,0,1,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G053,2021-04-12,Troy Brown Jr.,1535,0,-1535,0,0,NOT_ON_ALTERNATE_ROSTER
PORTER_ZERO,CHI_2020_21_G053,2021-04-12,Zach LaVine,2181,2181,0,1,1,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G053,2021-04-12,Protagonist,0,1800,1800,0,1,CONDITIONAL_AVAILABILITY
PORTER_ZERO,CHI_2020_21_G053,2021-04-12,LaMelo Ball,0,1680,1680,0,1,CONDITIONAL_AVAILABILITY
PORTER_ZERO,CHI_2020_21_G053,2021-04-12,Wendell Carter Jr.,0,1800,1800,0,1,CONDITIONAL_AVAILABILITY
PORTER_ZERO,CHI_2020_21_G053,2021-04-12,Otto Porter Jr.,0,0,0,0,0,CONDITIONAL_AVAILABILITY
PORTER_ZERO,CHI_2020_21_G054,2021-04-14,Al-Farouq Aminu,253,0,-253,0,0,NOT_ON_ALTERNATE_ROSTER
PORTER_ZERO,CHI_2020_21_G054,2021-04-14,Coby White,720,720,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G054,2021-04-14,Cristiano Felicio,0,0,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G054,2021-04-14,Daniel Theis,1628,1440,-188,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G054,2021-04-14,Denzel Valentine,667,667,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G054,2021-04-14,Garrett Temple,598,598,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G054,2021-04-14,Javonte Green,0,0,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G054,2021-04-14,Lauri Markkanen,993,993,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G054,2021-04-14,Nikola Vucevic,2015,0,-2015,1,0,NOT_ON_ALTERNATE_ROSTER
PORTER_ZERO,CHI_2020_21_G054,2021-04-14,Patrick Williams,1668,0,-1668,1,0,NOT_ON_ALTERNATE_ROSTER
PORTER_ZERO,CHI_2020_21_G054,2021-04-14,Ryan Arcidiacono,0,0,0,0,0,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G054,2021-04-14,Thaddeus Young,852,852,0,1,1,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G054,2021-04-14,Tomas Satoransky,1801,1751,-50,1,0,SAME_DATE_DONOR
PORTER_ZERO,CHI_2020_21_G054,2021-04-14,Troy Brown Jr.,866,0,-866,0,0,NOT_ON_ALTERNATE_ROSTER
PORTER_ZERO,CHI_2020_21_G054,2021-04-14,Zach LaVine,2339,2339,0,1,1,OBSERVED_BASELINE_RETAINED
PORTER_ZERO,CHI_2020_21_G054,2021-04-14,Protagonist,0,1800,1800,0,1,CONDITIONAL_AVAILABILITY
PORTER_ZERO,CHI_2020_21_G054,2021-04-14,LaMelo Ball,0,1680,1680,0,1,CONDITIONAL_AVAILABILITY
PORTER_ZERO,CHI_2020_21_G054,2021-04-14,Wendell Carter Jr.,0,1560,1560,0,1,CONDITIONAL_AVAILABILITY
PORTER_ZERO,CHI_2020_21_G054,2021-04-14,Otto Porter Jr.,0,0,0,0,0,CONDITIONAL_AVAILABILITY
