season,date,game_id,team,player,person_id,seconds,start,comment,pts,fgm,fga,fg3m,fg3a,ftm,fta,orb,drb,reb,ast,stl,blk,tov,pf
2020-21,2020-12-25,0022000005,NOP,Kira Lewis Jr.,1630184,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2020-12-26,0022000022,OKC,Hamidou Diallo,1628977,1180,0,,8,3,8,0,1,2,3,2,4,6,2,1,0,2,1
2020-21,2020-12-26,0022000023,DET,Isaiah Stewart,1630191,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2020-12-26,0022000023,DET,Jerami Grant,203924,2551,1,,28,9,14,4,8,6,8,1,9,10,2,0,3,1,4
2020-21,2020-12-26,0022000023,DET,Josh Jackson,1628367,1122,0,,6,2,6,0,3,2,2,0,8,8,1,1,1,3,0
2020-21,2020-12-26,0022000023,DET,Mason Plumlee,203486,1967,1,,6,3,6,0,1,0,0,2,7,9,5,3,0,3,6
2020-21,2020-12-26,0022000026,CHI,Patrick Williams,1630172,1324,1,,9,2,6,1,1,4,4,1,1,2,1,0,1,4,0
2020-21,2020-12-26,0022000027,TOR,Alex Len,203458,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2020-12-26,0022000030,SAC,Buddy Hield,1627741,2081,1,,14,4,14,2,7,4,6,1,3,4,0,1,0,1,3
2020-21,2020-12-26,0022000030,SAC,Cory Joseph,202709,1148,0,,3,1,8,0,2,1,2,0,3,3,1,0,1,1,2
2020-21,2020-12-26,0022000030,SAC,De'Aaron Fox,1628368,2094,1,,24,7,14,3,7,7,8,1,3,4,7,1,2,5,2
2020-21,2020-12-26,0022000030,SAC,Harrison Barnes,203084,2048,1,,11,5,14,0,2,1,1,1,10,11,2,0,1,2,0
2020-21,2020-12-26,0022000030,SAC,Marvin Bagley III,1628963,1242,1,,13,5,10,0,1,3,7,6,5,11,1,0,0,3,3
2020-21,2020-12-26,0022000030,SAC,Richaun Holmes,1626158,1442,1,,11,3,5,0,0,5,5,3,6,9,1,1,0,4,4
2020-21,2020-12-26,0022000030,SAC,Tyrese Haliburton,1630169,1569,0,,2,1,4,0,3,0,0,0,2,2,5,0,1,1,2
2020-21,2020-12-27,0022000034,NOP,Kira Lewis Jr.,1630184,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2020-12-27,0022000038,CHI,Patrick Williams,1630172,1581,1,,6,2,5,0,1,2,2,1,3,4,2,0,3,2,1
2020-21,2020-12-27,0022000039,SAC,Buddy Hield,1627741,2035,1,,17,6,16,3,9,2,2,0,0,0,3,1,1,1,3
2020-21,2020-12-27,0022000039,SAC,Cory Joseph,202709,1216,0,,9,2,4,1,2,4,4,0,2,2,2,1,0,1,2
2020-21,2020-12-27,0022000039,SAC,De'Aaron Fox,1628368,1594,1,,12,4,12,0,2,4,6,0,0,0,4,0,0,5,5
2020-21,2020-12-27,0022000039,SAC,Harrison Barnes,203084,1735,1,,10,4,6,0,1,2,3,0,7,7,0,0,0,1,1
2020-21,2020-12-27,0022000039,SAC,Marvin Bagley III,1628963,1648,1,,11,5,13,1,2,0,0,0,8,8,1,1,0,3,4
2020-21,2020-12-27,0022000039,SAC,Richaun Holmes,1626158,1493,1,,8,3,5,0,0,2,2,2,9,11,0,2,1,2,4
2020-21,2020-12-27,0022000039,SAC,Tyrese Haliburton,1630169,1592,0,,15,5,7,3,4,2,2,1,0,1,6,0,0,0,2
2020-21,2020-12-28,0022000041,DET,Isaiah Stewart,1630191,867,0,,2,1,4,0,0,0,0,5,3,8,2,0,0,1,3
2020-21,2020-12-28,0022000041,DET,Jerami Grant,203924,2258,1,,27,9,20,3,8,6,6,1,5,6,1,0,1,0,4
2020-21,2020-12-28,0022000041,DET,Josh Jackson,1628367,1681,1,,27,11,19,3,7,2,4,1,3,4,2,1,1,1,3
2020-21,2020-12-28,0022000041,DET,Mason Plumlee,203486,2013,1,,9,4,4,0,0,1,1,5,7,12,6,3,0,1,4
2020-21,2020-12-28,0022000043,OKC,Hamidou Diallo,1628977,1192,0,,7,3,7,0,0,1,2,1,5,6,1,1,1,0,2
2020-21,2020-12-29,0022000047,DET,Isaiah Stewart,1630191,1391,0,,6,3,5,0,0,0,0,4,3,7,1,0,2,0,2
2020-21,2020-12-29,0022000047,DET,Jerami Grant,203924,2222,1,,27,9,21,3,9,6,7,3,4,7,1,3,2,4,5
2020-21,2020-12-29,0022000047,DET,Josh Jackson,1628367,1767,1,,17,6,14,0,5,5,8,2,4,6,3,1,1,1,5
2020-21,2020-12-29,0022000047,DET,Mason Plumlee,203486,1489,1,,2,0,5,0,1,2,4,5,5,10,2,0,1,3,2
2020-21,2020-12-29,0022000049,TOR,Alex Len,203458,1269,0,,2,1,1,0,0,0,2,0,5,5,2,0,1,4,3
2020-21,2020-12-29,0022000050,CHI,Patrick Williams,1630172,1221,1,,12,5,10,2,3,0,0,1,0,1,2,0,0,1,3
2020-21,2020-12-29,0022000051,MIA,Kelly Olynyk,203482,1487,0,,5,1,5,1,5,2,4,1,4,5,2,2,2,2,2
2020-21,2020-12-29,0022000051,MIA,Maurice Harkless,203090,224,1,,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1
2020-21,2020-12-29,0022000052,OKC,Hamidou Diallo,1628977,1319,0,,13,6,9,0,0,1,2,2,6,8,0,2,1,3,3
2020-21,2020-12-29,0022000053,NOP,Kira Lewis Jr.,1630184,578,0,,4,2,7,0,2,0,0,0,0,0,1,1,0,0,0
2020-21,2020-12-29,0022000055,SAC,Buddy Hield,1627741,2077,1,,12,4,10,3,7,1,1,1,7,8,3,0,0,2,2
2020-21,2020-12-29,0022000055,SAC,Cory Joseph,202709,1407,0,,7,2,6,1,3,2,2,0,0,0,2,1,0,0,3
2020-21,2020-12-29,0022000055,SAC,De'Aaron Fox,1628368,2103,1,,24,8,15,2,4,6,7,1,2,3,9,2,1,2,2
2020-21,2020-12-29,0022000055,SAC,Harrison Barnes,203084,1989,1,,13,5,16,3,6,0,0,5,1,6,8,0,0,2,0
2020-21,2020-12-29,0022000055,SAC,Marvin Bagley III,1628963,1392,1,,18,6,12,2,5,4,6,0,2,2,1,1,0,0,2
2020-21,2020-12-29,0022000055,SAC,Richaun Holmes,1626158,1921,1,,20,10,13,0,0,0,1,2,3,5,3,2,1,1,2
2020-21,2020-12-29,0022000055,SAC,Tyrese Haliburton,1630169,1494,0,,13,5,7,3,4,0,0,1,2,3,6,3,0,2,1
2020-21,2020-12-30,0022000058,MIA,Kelly Olynyk,203482,1739,0,,15,5,10,3,7,2,2,3,5,8,4,0,1,3,2
2020-21,2020-12-30,0022000058,MIA,Maurice Harkless,203090,9,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2020-12-31,0022000063,CHI,Patrick Williams,1630172,1104,1,,10,4,5,1,2,1,2,0,1,1,0,0,0,2,4
2020-21,2020-12-31,0022000065,SAC,Buddy Hield,1627741,2267,1,,19,7,18,5,15,0,0,0,3,3,5,0,1,2,3
2020-21,2020-12-31,0022000065,SAC,Cory Joseph,202709,1356,0,,9,3,6,0,1,3,3,0,1,1,5,2,0,1,4
2020-21,2020-12-31,0022000065,SAC,De'Aaron Fox,1628368,2110,1,,22,9,23,1,7,3,6,2,3,5,6,4,1,2,2
2020-21,2020-12-31,0022000065,SAC,Harrison Barnes,203084,2224,1,,24,8,14,2,5,6,6,2,6,8,1,1,1,1,2
2020-21,2020-12-31,0022000065,SAC,Marvin Bagley III,1628963,1554,1,,4,1,9,0,0,2,2,4,4,8,1,0,1,3,0
2020-21,2020-12-31,0022000065,SAC,Richaun Holmes,1626158,2158,1,,22,10,13,0,0,2,2,4,9,13,2,2,1,1,5
2020-21,2020-12-31,0022000065,SAC,Tyrese Haliburton,1630169,1603,0,,11,4,9,2,4,1,2,0,2,2,1,2,0,1,2
2020-21,2020-12-31,0022000066,TOR,Alex Len,203458,753,0,,11,3,4,3,3,2,2,0,2,2,0,0,1,0,0
2020-21,2020-12-31,0022000067,NOP,Kira Lewis Jr.,1630184,188,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2020-12-31,0022000067,OKC,Hamidou Diallo,1628977,1067,0,,3,1,6,0,2,1,2,0,1,1,3,1,0,0,1
2020-21,2021-01-01,0022000070,DET,Isaiah Stewart,1630191,1104,0,,8,3,4,0,0,2,3,2,2,4,0,0,0,1,3
2020-21,2021-01-01,0022000070,DET,Jerami Grant,203924,2246,1,,24,9,24,2,9,4,5,1,4,5,0,1,0,2,2
2020-21,2021-01-01,0022000070,DET,Josh Jackson,1628367,1564,1,,11,5,12,1,3,0,0,1,1,2,2,1,1,4,3
2020-21,2021-01-01,0022000070,DET,Mason Plumlee,203486,1776,1,,8,3,5,0,0,2,4,5,12,17,1,2,1,1,1
2020-21,2021-01-01,0022000071,MIA,Kelly Olynyk,203482,1721,0,,8,3,10,2,7,0,0,0,3,3,2,2,2,0,3
2020-21,2021-01-01,0022000071,MIA,Maurice Harkless,203090,457,0,,0,0,1,0,1,0,0,0,1,1,0,0,0,0,3
2020-21,2021-01-01,0022000073,CHI,Patrick Williams,1630172,1526,1,,8,4,11,0,2,0,1,0,6,6,0,0,1,3,4
2020-21,2021-01-02,0022000079,SAC,Buddy Hield,1627741,2251,1,,17,6,17,5,12,0,0,0,4,4,2,1,0,3,3
2020-21,2021-01-02,0022000079,SAC,Cory Joseph,202709,1692,0,,6,3,8,0,2,0,0,2,4,6,0,1,0,3,4
2020-21,2021-01-02,0022000079,SAC,De'Aaron Fox,1628368,2146,1,,23,8,19,0,3,7,10,0,2,2,4,2,1,3,4
2020-21,2021-01-02,0022000079,SAC,Harrison Barnes,203084,2303,1,,19,7,13,2,4,3,5,0,7,7,0,1,0,0,1
2020-21,2021-01-02,0022000079,SAC,Marvin Bagley III,1628963,1511,1,,12,5,13,1,1,1,2,4,5,9,2,0,0,2,4
2020-21,2021-01-02,0022000079,SAC,Richaun Holmes,1626158,1982,1,,11,4,8,0,0,3,3,3,6,9,0,0,2,0,3
2020-21,2021-01-02,0022000081,OKC,Hamidou Diallo,1628977,1135,0,,12,5,9,1,1,1,2,2,6,8,0,0,0,1,4
2020-21,2021-01-02,0022000084,NOP,Kira Lewis Jr.,1630184,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2021-01-02,0022000084,TOR,Alex Len,203458,433,0,,2,1,2,0,1,0,0,0,1,1,0,0,2,1,1
2020-21,2021-01-03,0022000085,DET,Isaiah Stewart,1630191,904,0,,2,1,3,0,0,0,0,2,1,3,0,0,2,0,3
2020-21,2021-01-03,0022000085,DET,Jerami Grant,203924,2054,1,,22,8,16,2,6,4,4,1,5,6,2,1,0,2,2
2020-21,2021-01-03,0022000085,DET,Josh Jackson,1628367,827,1,,13,5,10,2,4,1,1,0,1,1,2,1,0,0,0
2020-21,2021-01-03,0022000085,DET,Mason Plumlee,203486,1479,1,,13,3,4,0,0,7,8,2,6,8,2,1,1,0,4
2020-21,2021-01-03,0022000090,CHI,Patrick Williams,1630172,1704,1,,6,3,8,0,1,0,0,0,5,5,1,3,2,0,1
2020-21,2021-01-04,0022000096,MIA,Kelly Olynyk,203482,1650,1,,19,7,9,5,7,0,0,0,8,8,1,0,0,2,2
2020-21,2021-01-04,0022000096,MIA,Maurice Harkless,203090,348,0,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
2020-21,2021-01-04,0022000096,OKC,Hamidou Diallo,1628977,1028,0,,9,3,3,0,0,3,4,1,2,3,1,0,0,2,2
2020-21,2021-01-04,0022000097,TOR,Alex Len,203458,537,0,,0,0,1,0,0,0,0,0,2,2,1,0,0,1,2
2020-21,2021-01-04,0022000099,DET,Isaiah Stewart,1630191,1226,0,,4,2,3,0,0,0,0,0,2,2,1,1,1,0,4
2020-21,2021-01-04,0022000099,DET,Jerami Grant,203924,2052,1,,24,10,25,4,10,0,0,0,4,4,3,1,3,2,2
2020-21,2021-01-04,0022000099,DET,Mason Plumlee,203486,1199,1,,4,2,7,0,1,0,0,4,4,8,6,1,0,2,1
2020-21,2021-01-04,0022000100,NOP,Kira Lewis Jr.,1630184,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2021-01-04,0022000101,SAC,Buddy Hield,1627741,1799,1,,10,3,12,3,11,1,2,0,6,6,1,0,1,2,2
2020-21,2021-01-04,0022000101,SAC,Cory Joseph,202709,1323,0,,8,2,3,1,1,3,4,2,3,5,4,0,1,3,5
2020-21,2021-01-04,0022000101,SAC,De'Aaron Fox,1628368,1848,1,,18,7,17,2,4,2,4,0,4,4,7,3,1,3,3
2020-21,2021-01-04,0022000101,SAC,Harrison Barnes,203084,1793,1,,18,5,12,1,5,7,8,1,8,9,1,1,0,0,0
2020-21,2021-01-04,0022000101,SAC,Marvin Bagley III,1628963,1445,1,,5,2,9,0,2,1,3,3,6,9,0,0,0,3,3
2020-21,2021-01-04,0022000101,SAC,Richaun Holmes,1626158,1125,1,,4,2,4,0,0,0,0,1,2,3,0,1,0,1,5
2020-21,2021-01-05,0022000106,CHI,Patrick Williams,1630172,1493,1,,14,5,8,2,2,2,2,1,2,3,1,0,0,2,2
2020-21,2021-01-06,0022000111,MIA,Kelly Olynyk,203482,1272,1,,11,4,7,3,6,0,0,0,5,5,0,0,0,0,4
2020-21,2021-01-06,0022000113,DET,Isaiah Stewart,1630191,1211,0,,5,2,6,0,0,1,2,4,3,7,0,0,0,2,2
2020-21,2021-01-06,0022000113,DET,Jerami Grant,203924,2121,1,,31,9,20,2,6,11,11,4,6,10,1,0,0,0,2
2020-21,2021-01-06,0022000113,DET,Mason Plumlee,203486,1002,1,,4,2,5,0,0,0,0,2,3,5,1,0,1,2,4
2020-21,2021-01-06,0022000114,NOP,Kira Lewis Jr.,1630184,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2021-01-06,0022000114,OKC,Hamidou Diallo,1628977,1248,0,,9,4,8,0,1,1,4,0,1,1,3,1,1,1,0
2020-21,2021-01-06,0022000115,TOR,Alex Len,203458,699,0,,1,0,1,0,1,1,2,0,1,1,0,0,1,1,2
2020-21,2021-01-06,0022000117,CHI,Patrick Williams,1630172,1331,1,,9,3,6,1,2,2,2,1,1,2,1,1,0,0,5
2020-21,2021-01-06,0022000117,SAC,Buddy Hield,1627741,2111,1,,10,3,15,2,9,2,2,0,3,3,3,1,0,1,3
2020-21,2021-01-06,0022000117,SAC,Cory Joseph,202709,1517,0,,7,3,10,0,3,1,2,0,2,2,3,0,0,0,2
2020-21,2021-01-06,0022000117,SAC,De'Aaron Fox,1628368,314,1,,3,1,2,0,1,1,2,0,0,0,1,0,0,0,0
2020-21,2021-01-06,0022000117,SAC,Harrison Barnes,203084,2243,1,,20,7,10,3,4,3,5,0,0,0,5,1,0,3,1
2020-21,2021-01-06,0022000117,SAC,Marvin Bagley III,1628963,1744,1,,21,8,14,3,5,2,2,3,9,12,0,2,2,2,1
2020-21,2021-01-06,0022000117,SAC,Richaun Holmes,1626158,1781,1,,24,10,11,0,1,4,6,3,5,8,5,1,0,1,5
2020-21,2021-01-06,0022000117,SAC,Tyrese Haliburton,1630169,2070,0,,17,7,15,3,7,0,0,4,3,7,6,3,1,0,2
2020-21,2021-01-08,0022000123,DET,Isaiah Stewart,1630191,517,0,,0,0,2,0,0,0,0,2,2,4,0,1,1,1,0
2020-21,2021-01-08,0022000123,DET,Jerami Grant,203924,2535,1,,31,10,15,3,5,8,11,1,9,10,2,1,1,3,5
2020-21,2021-01-08,0022000123,DET,Josh Jackson,1628367,1117,1,,5,2,11,1,5,0,0,0,2,2,0,1,0,0,2
2020-21,2021-01-08,0022000123,DET,Mason Plumlee,203486,1977,1,,12,2,4,0,0,8,8,1,5,6,3,3,1,2,3
2020-21,2021-01-08,0022000125,OKC,Hamidou Diallo,1628977,1743,0,,23,8,13,1,2,6,8,1,10,11,2,1,0,1,2
2020-21,2021-01-08,0022000126,NOP,Kira Lewis Jr.,1630184,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2021-01-08,0022000131,CHI,Patrick Williams,1630172,2055,1,,6,3,10,0,2,0,0,2,6,8,0,4,0,2,5
2020-21,2021-01-08,0022000132,SAC,Buddy Hield,1627741,1947,1,,15,6,14,3,9,0,0,0,5,5,6,1,0,1,3
2020-21,2021-01-08,0022000132,SAC,Cory Joseph,202709,1371,0,,6,2,4,2,3,0,0,0,2,2,3,0,1,0,2
2020-21,2021-01-08,0022000132,SAC,De'Aaron Fox,1628368,1494,1,,23,9,11,0,1,5,7,0,1,1,3,2,1,4,1
2020-21,2021-01-08,0022000132,SAC,Harrison Barnes,203084,1831,1,,21,6,8,2,2,7,10,0,4,4,8,1,0,3,3
2020-21,2021-01-08,0022000132,SAC,Marvin Bagley III,1628963,1756,1,,15,6,9,1,3,2,5,2,2,4,2,0,1,0,3
2020-21,2021-01-08,0022000132,SAC,Richaun Holmes,1626158,1413,1,,10,5,7,0,0,0,0,0,0,0,2,1,3,0,4
2020-21,2021-01-08,0022000132,SAC,Tyrese Haliburton,1630169,1741,0,,15,5,10,5,7,0,0,0,2,2,8,2,1,1,0
2020-21,2021-01-08,0022000132,TOR,Alex Len,203458,284,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2021-01-09,0022000136,MIA,Kelly Olynyk,203482,1894,1,,18,7,15,4,11,0,0,1,5,6,5,1,1,2,2
2020-21,2021-01-09,0022000136,MIA,Maurice Harkless,203090,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2021-01-09,0022000140,SAC,Buddy Hield,1627741,1554,1,,8,3,10,2,8,0,0,0,5,5,1,0,1,2,2
2020-21,2021-01-09,0022000140,SAC,Cory Joseph,202709,1106,0,,8,4,8,0,2,0,0,0,1,1,1,1,0,1,2
2020-21,2021-01-09,0022000140,SAC,De'Aaron Fox,1628368,1527,1,,10,3,9,0,1,4,6,0,2,2,2,0,0,3,4
2020-21,2021-01-09,0022000140,SAC,Harrison Barnes,203084,1951,1,,10,4,8,2,4,0,0,1,6,7,2,0,1,1,0
2020-21,2021-01-09,0022000140,SAC,Marvin Bagley III,1628963,1459,1,,15,5,14,1,2,4,6,1,7,8,0,0,0,2,3
2020-21,2021-01-09,0022000140,SAC,Richaun Holmes,1626158,0,0,DNP - Injury/Illness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2021-01-09,0022000140,SAC,Tyrese Haliburton,1630169,1844,1,,12,5,8,1,4,1,1,0,2,2,8,1,0,3,1
2020-21,2021-01-10,0022000141,DET,Isaiah Stewart,1630191,855,0,,2,1,3,0,0,0,0,3,1,4,1,1,0,0,4
2020-21,2021-01-10,0022000141,DET,Jerami Grant,203924,2178,1,,28,9,19,3,6,7,8,0,4,4,4,1,1,1,0
2020-21,2021-01-10,0022000141,DET,Josh Jackson,1628367,859,1,,2,0,5,0,3,2,2,1,1,2,1,2,0,0,4
2020-21,2021-01-10,0022000141,DET,Mason Plumlee,203486,1554,1,,6,3,5,0,0,0,0,3,5,8,3,2,1,1,6
2020-21,2021-01-10,0022000142,CHI,Patrick Williams,1630172,2146,1,,17,6,9,3,5,2,2,1,1,2,2,2,0,2,1
2020-21,2021-01-10,0022000143,OKC,Hamidou Diallo,1628977,1433,0,,25,10,14,1,4,4,4,0,3,3,4,4,0,0,4
2020-21,2021-01-10,0022000148,TOR,Alex Len,203458,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2021-01-11,0022000155,TOR,Alex Len,203458,573,1,,0,0,1,0,1,0,0,0,0,0,0,1,1,1,2
2020-21,2021-01-11,0022000156,SAC,Buddy Hield,1627741,1847,1,,18,6,11,6,11,0,0,0,4,4,3,1,0,2,3
2020-21,2021-01-11,0022000156,SAC,Cory Joseph,202709,889,0,,7,3,3,0,0,1,2,0,2,2,4,1,0,2,1
2020-21,2021-01-11,0022000156,SAC,De'Aaron Fox,1628368,2306,1,,21,7,19,2,6,5,7,0,5,5,9,1,1,5,3
2020-21,2021-01-11,0022000156,SAC,Harrison Barnes,203084,2251,1,,30,10,14,2,3,8,8,0,8,8,2,1,0,1,1
2020-21,2021-01-11,0022000156,SAC,Marvin Bagley III,1628963,1409,1,,8,4,7,0,2,0,0,1,6,7,2,0,2,2,0
2020-21,2021-01-11,0022000156,SAC,Richaun Holmes,1626158,2151,1,,16,6,11,1,1,3,4,6,4,10,3,1,6,3,5
2020-21,2021-01-11,0022000156,SAC,Tyrese Haliburton,1630169,1733,0,,12,4,8,3,6,1,2,0,3,3,4,1,0,1,2
2020-21,2021-01-12,0022000157,MIA,Kelly Olynyk,203482,2703,1,,15,6,12,3,9,0,0,1,7,8,4,2,1,3,4
2020-21,2021-01-12,0022000162,OKC,Hamidou Diallo,1628977,1273,0,,16,5,9,0,0,6,6,0,4,4,2,0,0,0,1
2020-21,2021-01-13,0022000165,DET,Isaiah Stewart,1630191,1030,0,,9,4,7,0,1,1,2,4,3,7,1,0,0,0,1
2020-21,2021-01-13,0022000165,DET,Jerami Grant,203924,2122,1,,22,7,19,3,6,5,6,0,4,4,1,2,1,3,4
2020-21,2021-01-13,0022000165,DET,Josh Jackson,1628367,1470,0,,11,4,8,2,3,1,2,0,1,1,3,1,0,3,2
2020-21,2021-01-13,0022000165,DET,Mason Plumlee,203486,1306,1,,7,3,11,0,1,1,2,6,7,13,5,2,0,2,2
2020-21,2021-01-13,0022000170,OKC,Hamidou Diallo,1628977,1217,0,,9,4,6,1,1,0,0,0,5,5,1,0,1,3,4
2020-21,2021-01-13,0022000172,NOP,Kira Lewis Jr.,1630184,934,0,,10,3,6,2,3,2,2,0,2,2,0,0,1,1,2
2020-21,2021-01-13,0022000173,SAC,Buddy Hield,1627741,2295,1,,26,9,21,8,18,0,0,0,6,6,5,1,0,0,5
2020-21,2021-01-13,0022000173,SAC,Cory Joseph,202709,1035,0,,3,1,5,1,3,0,0,1,1,2,2,0,0,1,1
2020-21,2021-01-13,0022000173,SAC,De'Aaron Fox,1628368,2183,1,,29,9,18,5,8,6,8,2,4,6,6,1,0,2,1
2020-21,2021-01-13,0022000173,SAC,Harrison Barnes,203084,2112,1,,11,3,9,0,2,5,6,1,5,6,3,1,0,4,1
2020-21,2021-01-13,0022000173,SAC,Marvin Bagley III,1628963,1148,1,,11,4,5,1,2,2,4,0,6,6,1,0,0,0,3
2020-21,2021-01-13,0022000173,SAC,Richaun Holmes,1626158,2081,1,,17,6,6,0,0,5,6,2,7,9,6,0,1,0,4
2020-21,2021-01-13,0022000173,SAC,Tyrese Haliburton,1630169,1872,0,,17,7,10,3,4,0,0,1,4,5,9,1,0,4,1
2020-21,2021-01-14,0022000174,MIA,Kelly Olynyk,203482,2332,1,,12,5,13,1,7,1,2,2,4,6,4,1,0,2,2
2020-21,2021-01-15,0022000184,CHI,Patrick Williams,1630172,2159,1,,14,5,7,2,3,2,2,2,5,7,2,0,2,3,3
2020-21,2021-01-15,0022000184,OKC,Hamidou Diallo,1628977,839,0,,2,1,6,0,1,0,2,1,2,3,3,1,0,2,3
2020-21,2021-01-15,0022000187,NOP,Kira Lewis Jr.,1630184,642,0,,4,2,8,0,3,0,0,0,0,0,2,0,0,0,1
2020-21,2021-01-15,0022000188,SAC,Buddy Hield,1627741,1755,1,,9,3,11,2,9,1,1,0,1,1,5,1,0,2,3
2020-21,2021-01-15,0022000188,SAC,Cory Joseph,202709,888,0,,0,0,3,0,1,0,0,1,1,2,0,1,0,3,3
2020-21,2021-01-15,0022000188,SAC,De'Aaron Fox,1628368,1389,1,,14,6,11,1,3,1,2,0,1,1,3,0,0,4,0
2020-21,2021-01-15,0022000188,SAC,Harrison Barnes,203084,2020,1,,14,4,12,1,3,5,5,1,5,6,4,1,0,1,0
2020-21,2021-01-15,0022000188,SAC,Marvin Bagley III,1628963,1866,1,,20,8,12,2,4,2,4,1,4,5,2,0,1,1,1
2020-21,2021-01-15,0022000188,SAC,Richaun Holmes,1626158,1829,1,,17,8,11,0,1,1,1,1,4,5,1,0,0,1,4
2020-21,2021-01-15,0022000188,SAC,Tyrese Haliburton,1630169,1467,0,,5,2,7,1,2,0,0,0,2,2,5,1,0,0,1
2020-21,2021-01-16,0022000192,DET,Isaiah Stewart,1630191,1142,0,,10,4,6,0,0,2,2,7,4,11,2,1,0,1,6
2020-21,2021-01-16,0022000192,DET,Jerami Grant,203924,2105,1,,24,10,19,3,6,1,2,2,7,9,6,2,4,0,1
2020-21,2021-01-16,0022000192,DET,Josh Jackson,1628367,1317,0,,8,3,12,2,9,0,2,0,0,0,2,2,1,1,6
2020-21,2021-01-16,0022000192,DET,Mason Plumlee,203486,1674,1,,9,4,5,0,0,1,2,0,2,2,2,0,1,4,2
