event_id,game_id,date,team,player,seconds,start,comment,pts,reb,ast,stl,blk,tov,pf,fgm,fga,fg3m,fg3a,ftm,fta,plus_minus,official_url
CHI_2020_21_G044,0022000697,2021-03-27,SAS,Cam Reynolds,102,0,,2,0,0,0,0,0,0,1,1,0,0,0,0,0,https://www.nba.com/game/0022000697/box-score
CHI_2020_21_G044,0022000697,2021-03-27,SAS,DeMar DeRozan,1897,1,,17,4,7,4,0,2,0,7,14,0,0,3,4,20,https://www.nba.com/game/0022000697/box-score
CHI_2020_21_G044,0022000697,2021-03-27,SAS,Dejounte Murray,1860,1,,14,8,8,2,0,1,0,7,14,0,0,0,0,8,https://www.nba.com/game/0022000697/box-score
CHI_2020_21_G044,0022000697,2021-03-27,SAS,Derrick White,1967,1,,16,4,7,1,1,1,4,5,14,4,10,2,2,22,https://www.nba.com/game/0022000697/box-score
CHI_2020_21_G044,0022000697,2021-03-27,SAS,Devin Vassell,389,0,,2,0,0,0,1,0,0,1,1,0,0,0,0,5,https://www.nba.com/game/0022000697/box-score
CHI_2020_21_G044,0022000697,2021-03-27,SAS,Drew Eubanks,1008,0,,8,5,1,1,0,1,2,2,3,0,0,4,6,-6,https://www.nba.com/game/0022000697/box-score
CHI_2020_21_G044,0022000697,2021-03-27,SAS,Jakob Poeltl,1869,1,,20,9,1,0,3,0,1,8,9,0,0,4,10,20,https://www.nba.com/game/0022000697/box-score
CHI_2020_21_G044,0022000697,2021-03-27,SAS,Keldon Johnson,1539,1,,14,4,0,0,0,0,2,6,9,0,1,2,2,5,https://www.nba.com/game/0022000697/box-score
CHI_2020_21_G044,0022000697,2021-03-27,SAS,Lonnie Walker IV,0,0,DNP - Injury/Illness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.nba.com/game/0022000697/box-score
CHI_2020_21_G044,0022000697,2021-03-27,SAS,Luka Samanic,553,0,,0,1,0,0,0,1,1,0,0,0,0,0,0,-8,https://www.nba.com/game/0022000697/box-score
CHI_2020_21_G044,0022000697,2021-03-27,SAS,Patty Mills,1766,0,,16,0,2,0,0,1,1,5,11,4,9,2,2,1,https://www.nba.com/game/0022000697/box-score
CHI_2020_21_G044,0022000697,2021-03-27,SAS,Quinndary Weatherspoon,106,0,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,https://www.nba.com/game/0022000697/box-score
CHI_2020_21_G044,0022000697,2021-03-27,SAS,Rudy Gay,1238,0,,11,6,2,1,2,2,3,4,9,2,5,1,2,13,https://www.nba.com/game/0022000697/box-score
CHI_2020_21_G044,0022000697,2021-03-27,SAS,Tre Jones,106,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.nba.com/game/0022000697/box-score
CHI_2020_21_G044,0022000697,2021-03-27,SAS,Trey Lyles,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.nba.com/game/0022000697/box-score
CHI_2020_21_G045,0022000716,2021-03-29,CHI,Al-Farouq Aminu,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.nba.com/game/0022000716/box-score
CHI_2020_21_G045,0022000716,2021-03-29,CHI,Cristiano Felicio,101,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,2,https://www.nba.com/game/0022000716/box-score
CHI_2020_21_G045,0022000716,2021-03-29,CHI,Daniel Theis,1328,0,,6,2,3,1,2,1,0,3,5,0,1,0,1,-15,https://www.nba.com/game/0022000716/box-score
CHI_2020_21_G045,0022000716,2021-03-29,CHI,Denzel Valentine,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.nba.com/game/0022000716/box-score
CHI_2020_21_G045,0022000716,2021-03-29,CHI,Devon Dotson,198,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.nba.com/game/0022000716/box-score
CHI_2020_21_G045,0022000716,2021-03-29,CHI,Garrett Temple,129,0,,0,0,0,0,0,1,2,0,0,0,0,0,0,3,https://www.nba.com/game/0022000716/box-score
CHI_2020_21_G045,0022000716,2021-03-29,CHI,Javonte Green,755,0,,2,2,1,1,0,1,1,1,3,0,0,0,0,-11,https://www.nba.com/game/0022000716/box-score
CHI_2020_21_G045,0022000716,2021-03-29,CHI,Lauri Markkanen,1330,0,,13,6,1,0,0,1,0,5,9,3,4,0,0,-5,https://www.nba.com/game/0022000716/box-score
CHI_2020_21_G045,0022000716,2021-03-29,CHI,Nikola Vucevic,1593,1,,21,9,6,0,1,2,3,9,13,0,4,3,3,-3,https://www.nba.com/game/0022000716/box-score
CHI_2020_21_G045,0022000716,2021-03-29,CHI,Patrick Williams,1960,1,,14,6,4,1,1,2,1,7,13,0,1,0,0,-3,https://www.nba.com/game/0022000716/box-score
CHI_2020_21_G045,0022000716,2021-03-29,CHI,Ryan Arcidiacono,887,0,,5,2,4,0,0,1,2,2,4,1,2,0,0,-6,https://www.nba.com/game/0022000716/box-score
CHI_2020_21_G045,0022000716,2021-03-29,CHI,Thaddeus Young,1412,1,,10,4,2,1,1,3,2,5,6,0,1,0,0,-7,https://www.nba.com/game/0022000716/box-score
CHI_2020_21_G045,0022000716,2021-03-29,CHI,Tomas Satoransky,1802,1,,14,2,8,1,0,2,0,6,11,1,3,1,1,-8,https://www.nba.com/game/0022000716/box-score
CHI_2020_21_G045,0022000716,2021-03-29,CHI,Troy Brown Jr.,1010,0,,5,1,0,3,0,1,3,2,4,0,1,1,2,-5,https://www.nba.com/game/0022000716/box-score
CHI_2020_21_G045,0022000716,2021-03-29,CHI,Zach LaVine,1895,1,,12,4,4,0,0,4,4,4,16,1,7,3,4,-12,https://www.nba.com/game/0022000716/box-score
CHI_2020_21_G045,0022000716,2021-03-29,GSW,Alen Smailagic,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.nba.com/game/0022000716/box-score
CHI_2020_21_G045,0022000716,2021-03-29,GSW,Andrew Wiggins,2073,1,,21,3,5,2,1,3,0,8,15,3,5,2,2,12,https://www.nba.com/game/0022000716/box-score
CHI_2020_21_G045,0022000716,2021-03-29,GSW,Damion Lee,932,0,,6,1,1,0,0,1,2,2,4,2,3,0,0,4,https://www.nba.com/game/0022000716/box-score
CHI_2020_21_G045,0022000716,2021-03-29,GSW,Draymond Green,2022,1,,11,5,9,1,1,3,1,4,7,3,5,0,0,12,https://www.nba.com/game/0022000716/box-score
CHI_2020_21_G045,0022000716,2021-03-29,GSW,James Wiseman,1668,1,,12,5,0,0,4,1,4,6,8,0,0,0,0,-8,https://www.nba.com/game/0022000716/box-score
CHI_2020_21_G045,0022000716,2021-03-29,GSW,Jordan Poole,1075,0,,7,1,1,1,0,2,1,3,8,1,6,0,0,7,https://www.nba.com/game/0022000716/box-score
CHI_2020_21_G045,0022000716,2021-03-29,GSW,Juan Toscano-Anderson,108,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,https://www.nba.com/game/0022000716/box-score
CHI_2020_21_G045,0022000716,2021-03-29,GSW,Kelly Oubre Jr.,2149,1,,18,11,0,1,0,0,2,8,19,0,3,2,2,7,https://www.nba.com/game/0022000716/box-score
CHI_2020_21_G045,0022000716,2021-03-29,GSW,Kent Bazemore,1031,0,,9,3,0,2,1,1,1,4,4,1,1,0,0,8,https://www.nba.com/game/0022000716/box-score
CHI_2020_21_G045,0022000716,2021-03-29,GSW,Kevon Looney,1037,0,,0,4,4,1,1,0,2,0,2,0,0,0,0,17,https://www.nba.com/game/0022000716/box-score
CHI_2020_21_G045,0022000716,2021-03-29,GSW,Mychal Mulder,104,0,,0,0,0,0,0,0,0,0,1,0,1,0,0,-2,https://www.nba.com/game/0022000716/box-score
CHI_2020_21_G045,0022000716,2021-03-29,GSW,Nico Mannion,385,0,,0,1,2,0,0,2,1,0,0,0,0,0,0,-1,https://www.nba.com/game/0022000716/box-score
CHI_2020_21_G045,0022000716,2021-03-29,GSW,Stephen Curry,1816,1,,32,5,6,1,0,1,0,11,24,6,14,4,5,16,https://www.nba.com/game/0022000716/box-score
CHI_2020_21_G046,0022000730,2021-03-31,CHI,Adam Mokoka,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.nba.com/game/0022000730/box-score
CHI_2020_21_G046,0022000730,2021-03-31,CHI,Al-Farouq Aminu,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.nba.com/game/0022000730/box-score
CHI_2020_21_G046,0022000730,2021-03-31,CHI,Cristiano Felicio,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.nba.com/game/0022000730/box-score
CHI_2020_21_G046,0022000730,2021-03-31,CHI,Daniel Theis,1180,0,,6,5,2,0,2,1,2,2,5,0,2,2,2,-4,https://www.nba.com/game/0022000730/box-score
CHI_2020_21_G046,0022000730,2021-03-31,CHI,Denzel Valentine,1747,0,,19,6,4,0,0,2,2,8,18,3,9,0,0,1,https://www.nba.com/game/0022000730/box-score
CHI_2020_21_G046,0022000730,2021-03-31,CHI,Devon Dotson,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.nba.com/game/0022000730/box-score
CHI_2020_21_G046,0022000730,2021-03-31,CHI,Javonte Green,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.nba.com/game/0022000730/box-score
CHI_2020_21_G046,0022000730,2021-03-31,CHI,Lauri Markkanen,2056,1,,16,10,2,0,0,1,1,5,13,2,8,4,5,-5,https://www.nba.com/game/0022000730/box-score
CHI_2020_21_G046,0022000730,2021-03-31,CHI,Nikola Vucevic,2064,1,,24,10,3,2,1,0,1,8,18,2,4,6,6,-6,https://www.nba.com/game/0022000730/box-score
CHI_2020_21_G046,0022000730,2021-03-31,CHI,Patrick Williams,1890,1,,16,3,1,1,1,1,4,7,11,2,3,0,0,-9,https://www.nba.com/game/0022000730/box-score
CHI_2020_21_G046,0022000730,2021-03-31,CHI,Ryan Arcidiacono,952,0,,2,2,4,0,0,0,3,1,4,0,1,0,0,3,https://www.nba.com/game/0022000730/box-score
CHI_2020_21_G046,0022000730,2021-03-31,CHI,Thaddeus Young,1700,1,,19,10,4,1,0,1,1,7,14,0,0,5,6,-1,https://www.nba.com/game/0022000730/box-score
CHI_2020_21_G046,0022000730,2021-03-31,CHI,Tomas Satoransky,1821,1,,9,3,7,2,0,3,6,3,11,1,4,2,2,-8,https://www.nba.com/game/0022000730/box-score
CHI_2020_21_G046,0022000730,2021-03-31,CHI,Troy Brown Jr.,990,0,,5,1,0,0,0,0,0,2,5,1,2,0,0,4,https://www.nba.com/game/0022000730/box-score
CHI_2020_21_G046,0022000730,2021-03-31,PHX,Abdel Nader,0,0,DNP - Injury/Illness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.nba.com/game/0022000730/box-score
CHI_2020_21_G046,0022000730,2021-03-31,PHX,Cameron Johnson,1181,0,,6,2,2,0,0,0,0,2,4,2,4,0,0,5,https://www.nba.com/game/0022000730/box-score
CHI_2020_21_G046,0022000730,2021-03-31,PHX,Cameron Payne,958,0,,9,4,4,0,0,0,3,4,7,1,3,0,0,-5,https://www.nba.com/game/0022000730/box-score
CHI_2020_21_G046,0022000730,2021-03-31,PHX,Chris Paul,1922,1,,19,4,14,0,0,1,3,7,13,0,0,5,7,10,https://www.nba.com/game/0022000730/box-score
CHI_2020_21_G046,0022000730,2021-03-31,PHX,Dario Saric,1227,0,,16,4,2,1,0,0,2,6,9,3,5,1,1,3,https://www.nba.com/game/0022000730/box-score
CHI_2020_21_G046,0022000730,2021-03-31,PHX,Deandre Ayton,1909,1,,10,4,0,1,2,3,1,4,8,0,0,2,2,9,https://www.nba.com/game/0022000730/box-score
CHI_2020_21_G046,0022000730,2021-03-31,PHX,Devin Booker,2114,1,,45,4,4,1,1,5,3,17,24,2,5,9,10,7,https://www.nba.com/game/0022000730/box-score
CHI_2020_21_G046,0022000730,2021-03-31,PHX,E'Twaun Moore,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.nba.com/game/0022000730/box-score
CHI_2020_21_G046,0022000730,2021-03-31,PHX,Jae Crowder,1664,1,,10,3,1,1,4,0,4,3,4,3,4,1,3,2,https://www.nba.com/game/0022000730/box-score
CHI_2020_21_G046,0022000730,2021-03-31,PHX,Jalen Smith,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.nba.com/game/0022000730/box-score
CHI_2020_21_G046,0022000730,2021-03-31,PHX,Jevon Carter,766,0,,0,2,1,0,0,0,2,0,1,0,0,0,0,-2,https://www.nba.com/game/0022000730/box-score
CHI_2020_21_G046,0022000730,2021-03-31,PHX,Langston Galloway,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.nba.com/game/0022000730/box-score
CHI_2020_21_G046,0022000730,2021-03-31,PHX,Mikal Bridges,1706,1,,6,2,1,1,0,0,1,3,8,0,3,0,1,-3,https://www.nba.com/game/0022000730/box-score
CHI_2020_21_G046,0022000730,2021-03-31,PHX,Torrey Craig,953,0,,0,3,0,1,0,0,2,0,3,0,1,0,0,-1,https://www.nba.com/game/0022000730/box-score
CHI_2020_21_G046,0022000730,2021-03-31,PHX,Ty-Shon Alexander,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.nba.com/game/0022000730/box-score
CHI_2020_21_G047,0022000743,2021-04-02,CHI,Al-Farouq Aminu,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.nba.com/game/0022000743/box-score
CHI_2020_21_G047,0022000743,2021-04-02,CHI,Coby White,1417,0,,4,1,3,0,1,1,4,2,6,0,3,0,0,-9,https://www.nba.com/game/0022000743/box-score
CHI_2020_21_G047,0022000743,2021-04-02,CHI,Cristiano Felicio,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.nba.com/game/0022000743/box-score
CHI_2020_21_G047,0022000743,2021-04-02,CHI,Daniel Theis,1219,0,,3,5,1,0,1,0,0,1,5,0,2,1,2,-3,https://www.nba.com/game/0022000743/box-score
CHI_2020_21_G047,0022000743,2021-04-02,CHI,Denzel Valentine,1319,0,,12,4,4,1,0,1,2,4,8,2,5,2,2,4,https://www.nba.com/game/0022000743/box-score
CHI_2020_21_G047,0022000743,2021-04-02,CHI,Devon Dotson,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.nba.com/game/0022000743/box-score
CHI_2020_21_G047,0022000743,2021-04-02,CHI,Javonte Green,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.nba.com/game/0022000743/box-score
CHI_2020_21_G047,0022000743,2021-04-02,CHI,Lauri Markkanen,1361,0,,5,2,1,0,0,0,0,2,5,0,2,1,1,-12,https://www.nba.com/game/0022000743/box-score
CHI_2020_21_G047,0022000743,2021-04-02,CHI,Nikola Vucevic,1734,1,,16,8,4,0,1,0,2,5,14,1,5,5,6,-9,https://www.nba.com/game/0022000743/box-score
CHI_2020_21_G047,0022000743,2021-04-02,CHI,Patrick Williams,1976,1,,8,3,3,2,0,1,1,4,7,0,0,0,0,-9,https://www.nba.com/game/0022000743/box-score
CHI_2020_21_G047,0022000743,2021-04-02,CHI,Ryan Arcidiacono,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.nba.com/game/0022000743/box-score
CHI_2020_21_G047,0022000743,2021-04-02,CHI,Thaddeus Young,1969,1,,25,7,3,1,0,1,4,11,17,0,0,3,4,11,https://www.nba.com/game/0022000743/box-score
CHI_2020_21_G047,0022000743,2021-04-02,CHI,Tomas Satoransky,1536,1,,10,6,4,1,0,0,5,4,5,2,3,0,0,4,https://www.nba.com/game/0022000743/box-score
CHI_2020_21_G047,0022000743,2021-04-02,CHI,Troy Brown Jr.,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.nba.com/game/0022000743/box-score
CHI_2020_21_G047,0022000743,2021-04-02,CHI,Zach LaVine,1869,1,,23,5,3,0,0,2,1,10,22,2,8,1,2,-12,https://www.nba.com/game/0022000743/box-score
CHI_2020_21_G047,0022000743,2021-04-02,UTA,Bojan Bogdanovic,1973,1,,18,8,1,1,0,0,1,8,15,1,4,1,1,5,https://www.nba.com/game/0022000743/box-score
CHI_2020_21_G047,0022000743,2021-04-02,UTA,Derrick Favors,943,0,,4,5,0,1,2,0,2,1,2,0,0,2,2,-2,https://www.nba.com/game/0022000743/box-score
CHI_2020_21_G047,0022000743,2021-04-02,UTA,Donovan Mitchell,2161,1,,26,3,5,0,0,2,1,7,21,2,9,10,10,13,https://www.nba.com/game/0022000743/box-score
CHI_2020_21_G047,0022000743,2021-04-02,UTA,Elijah Hughes,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.nba.com/game/0022000743/box-score
CHI_2020_21_G047,0022000743,2021-04-02,UTA,Ersan Ilyasova,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.nba.com/game/0022000743/box-score
CHI_2020_21_G047,0022000743,2021-04-02,UTA,Georges Niang,745,0,,3,3,1,0,0,1,3,1,3,1,3,0,0,-2,https://www.nba.com/game/0022000743/box-score
CHI_2020_21_G047,0022000743,2021-04-02,UTA,Jarrell Brantley,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.nba.com/game/0022000743/box-score
CHI_2020_21_G047,0022000743,2021-04-02,UTA,Joe Ingles,1326,0,,9,1,1,2,0,2,3,3,3,3,3,0,0,-6,https://www.nba.com/game/0022000743/box-score
CHI_2020_21_G047,0022000743,2021-04-02,UTA,Jordan Clarkson,1478,0,,19,2,1,1,0,2,4,6,13,3,7,4,4,-4,https://www.nba.com/game/0022000743/box-score
CHI_2020_21_G047,0022000743,2021-04-02,UTA,Matt Thomas,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.nba.com/game/0022000743/box-score
CHI_2020_21_G047,0022000743,2021-04-02,UTA,Mike Conley,1904,1,,13,2,5,1,1,1,1,5,13,3,8,0,0,3,https://www.nba.com/game/0022000743/box-score
CHI_2020_21_G047,0022000743,2021-04-02,UTA,Miye Oni,84,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,https://www.nba.com/game/0022000743/box-score
CHI_2020_21_G047,0022000743,2021-04-02,UTA,Royce O'Neale,1849,1,,2,6,1,0,0,0,1,0,2,0,2,2,2,14,https://www.nba.com/game/0022000743/box-score
CHI_2020_21_G047,0022000743,2021-04-02,UTA,Rudy Gobert,1937,1,,19,13,1,0,2,2,2,6,7,0,0,7,8,9,https://www.nba.com/game/0022000743/box-score
CHI_2020_21_G047,0022000743,2021-04-02,UTA,Trent Forrest,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.nba.com/game/0022000743/box-score
CHI_2020_21_G048,0022000755,2021-04-04,BKN,Alize Johnson,48,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,https://www.nba.com/game/0022000755/box-score
CHI_2020_21_G048,0022000755,2021-04-04,BKN,Blake Griffin,1331,1,,10,8,2,0,0,2,1,4,9,1,4,1,1,-10,https://www.nba.com/game/0022000755/box-score
CHI_2020_21_G048,0022000755,2021-04-04,BKN,Bruce Brown,1806,1,,10,6,1,1,0,0,1,5,7,0,0,0,0,9,https://www.nba.com/game/0022000755/box-score
CHI_2020_21_G048,0022000755,2021-04-04,BKN,Chris Chiozza,202,0,,2,1,1,0,0,0,3,1,1,0,0,0,0,5,https://www.nba.com/game/0022000755/box-score
CHI_2020_21_G048,0022000755,2021-04-04,BKN,DeAndre Jordan,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.nba.com/game/0022000755/box-score
CHI_2020_21_G048,0022000755,2021-04-04,BKN,Jeff Green,1501,0,,21,1,2,0,0,0,1,7,12,4,6,3,4,0,https://www.nba.com/game/0022000755/box-score
CHI_2020_21_G048,0022000755,2021-04-04,BKN,Joe Harris,2074,1,,11,6,2,0,0,0,1,5,11,1,4,0,0,-1,https://www.nba.com/game/0022000755/box-score
CHI_2020_21_G048,0022000755,2021-04-04,BKN,Kyrie Irving,2326,1,,24,2,15,2,0,1,3,12,27,0,4,0,0,-10,https://www.nba.com/game/0022000755/box-score
CHI_2020_21_G048,0022000755,2021-04-04,BKN,LaMarcus Aldridge,1589,1,,11,3,1,0,3,1,2,5,10,1,1,0,0,-12,https://www.nba.com/game/0022000755/box-score
CHI_2020_21_G048,0022000755,2021-04-04,BKN,Landry Shamet,1312,0,,13,2,1,0,0,0,1,4,10,3,6,2,2,-19,https://www.nba.com/game/0022000755/box-score
CHI_2020_21_G048,0022000755,2021-04-04,BKN,Nic Claxton,498,0,,0,3,0,0,0,1,2,0,1,0,0,0,0,2,https://www.nba.com/game/0022000755/box-score
CHI_2020_21_G048,0022000755,2021-04-04,BKN,Reggie Perry,48,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,2,https://www.nba.com/game/0022000755/box-score
CHI_2020_21_G048,0022000755,2021-04-04,BKN,Timothe Luwawu-Cabarrot,820,0,,3,2,1,0,0,0,2,1,3,1,3,0,0,3,https://www.nba.com/game/0022000755/box-score
CHI_2020_21_G048,0022000755,2021-04-04,BKN,Tyler Johnson,845,0,,2,1,1,0,0,0,0,1,2,0,0,0,0,-11,https://www.nba.com/game/0022000755/box-score
CHI_2020_21_G048,0022000755,2021-04-04,CHI,Adam Mokoka,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.nba.com/game/0022000755/box-score
CHI_2020_21_G048,0022000755,2021-04-04,CHI,Al-Farouq Aminu,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.nba.com/game/0022000755/box-score
CHI_2020_21_G048,0022000755,2021-04-04,CHI,Cristiano Felicio,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.nba.com/game/0022000755/box-score
CHI_2020_21_G048,0022000755,2021-04-04,CHI,Daniel Theis,1433,0,,10,3,2,0,0,1,2,4,6,2,3,0,2,-4,https://www.nba.com/game/0022000755/box-score
CHI_2020_21_G048,0022000755,2021-04-04,CHI,Denzel Valentine,640,0,,2,0,1,0,0,1,1,1,3,0,1,0,0,3,https://www.nba.com/game/0022000755/box-score
CHI_2020_21_G048,0022000755,2021-04-04,CHI,Devon Dotson,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.nba.com/game/0022000755/box-score
CHI_2020_21_G048,0022000755,2021-04-04,CHI,Javonte Green,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.nba.com/game/0022000755/box-score
CHI_2020_21_G048,0022000755,2021-04-04,CHI,Lauri Markkanen,1380,0,,8,5,0,0,0,1,0,3,6,0,1,2,2,8,https://www.nba.com/game/0022000755/box-score
CHI_2020_21_G048,0022000755,2021-04-04,CHI,Nikola Vucevic,1942,1,,22,13,2,2,2,1,2,10,17,1,4,1,2,12,https://www.nba.com/game/0022000755/box-score
CHI_2020_21_G048,0022000755,2021-04-04,CHI,Patrick Williams,1839,1,,11,3,1,0,0,0,0,4,5,1,2,2,4,0,https://www.nba.com/game/0022000755/box-score
CHI_2020_21_G048,0022000755,2021-04-04,CHI,Ryan Arcidiacono,198,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,2,https://www.nba.com/game/0022000755/box-score
CHI_2020_21_G048,0022000755,2021-04-04,CHI,Thaddeus Young,1311,1,,12,5,5,0,1,1,2,3,8,0,0,6,6,12,https://www.nba.com/game/0022000755/box-score
CHI_2020_21_G048,0022000755,2021-04-04,CHI,Tomas Satoransky,1848,1,,19,1,11,2,0,2,1,8,10,2,3,1,1,8,https://www.nba.com/game/0022000755/box-score
CHI_2020_21_G048,0022000755,2021-04-04,CHI,Troy Brown Jr.,1692,0,,6,7,1,0,0,0,2,2,6,1,3,1,1,-2,https://www.nba.com/game/0022000755/box-score
CHI_2020_21_G048,0022000755,2021-04-04,CHI,Zach LaVine,2117,1,,25,3,5,0,0,2,1,8,17,1,5,8,12,1,https://www.nba.com/game/0022000755/box-score
CHI_2020_21_G049,0022000769,2021-04-06,CHI,Al-Farouq Aminu,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.nba.com/game/0022000769/box-score
CHI_2020_21_G049,0022000769,2021-04-06,CHI,Coby White,1884,0,,13,4,6,0,0,1,3,5,9,1,4,2,2,14,https://www.nba.com/game/0022000769/box-score
