game_id,date,matchup,player,actual_seconds,actual_start,points,plus_minus,comment,source_url
0022000730,2021-03-31,CHI @ PHX,Adam Mokoka,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000730/box-score
0022000730,2021-03-31,CHI @ PHX,Al-Farouq Aminu,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000730/box-score
0022000730,2021-03-31,CHI @ PHX,Cristiano Felicio,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000730/box-score
0022000730,2021-03-31,CHI @ PHX,Daniel Theis,1180,0,6,-4,,https://www.nba.com/game/0022000730/box-score
0022000730,2021-03-31,CHI @ PHX,Denzel Valentine,1747,0,19,1,,https://www.nba.com/game/0022000730/box-score
0022000730,2021-03-31,CHI @ PHX,Devon Dotson,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000730/box-score
0022000730,2021-03-31,CHI @ PHX,Javonte Green,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000730/box-score
0022000730,2021-03-31,CHI @ PHX,Lauri Markkanen,2056,1,16,-5,,https://www.nba.com/game/0022000730/box-score
0022000730,2021-03-31,CHI @ PHX,Nikola Vucevic,2064,1,24,-6,,https://www.nba.com/game/0022000730/box-score
0022000730,2021-03-31,CHI @ PHX,Patrick Williams,1890,1,16,-9,,https://www.nba.com/game/0022000730/box-score
0022000730,2021-03-31,CHI @ PHX,Ryan Arcidiacono,952,0,2,3,,https://www.nba.com/game/0022000730/box-score
0022000730,2021-03-31,CHI @ PHX,Thaddeus Young,1700,1,19,-1,,https://www.nba.com/game/0022000730/box-score
0022000730,2021-03-31,CHI @ PHX,Tomas Satoransky,1821,1,9,-8,,https://www.nba.com/game/0022000730/box-score
0022000730,2021-03-31,CHI @ PHX,Troy Brown Jr.,990,0,5,4,,https://www.nba.com/game/0022000730/box-score
0022000743,2021-04-02,CHI @ UTA,Al-Farouq Aminu,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000743/box-score
0022000743,2021-04-02,CHI @ UTA,Coby White,1417,0,4,-9,,https://www.nba.com/game/0022000743/box-score
0022000743,2021-04-02,CHI @ UTA,Cristiano Felicio,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000743/box-score
0022000743,2021-04-02,CHI @ UTA,Daniel Theis,1219,0,3,-3,,https://www.nba.com/game/0022000743/box-score
0022000743,2021-04-02,CHI @ UTA,Denzel Valentine,1319,0,12,4,,https://www.nba.com/game/0022000743/box-score
0022000743,2021-04-02,CHI @ UTA,Devon Dotson,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000743/box-score
0022000743,2021-04-02,CHI @ UTA,Javonte Green,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000743/box-score
0022000743,2021-04-02,CHI @ UTA,Lauri Markkanen,1361,0,5,-12,,https://www.nba.com/game/0022000743/box-score
0022000743,2021-04-02,CHI @ UTA,Nikola Vucevic,1734,1,16,-9,,https://www.nba.com/game/0022000743/box-score
0022000743,2021-04-02,CHI @ UTA,Patrick Williams,1976,1,8,-9,,https://www.nba.com/game/0022000743/box-score
0022000743,2021-04-02,CHI @ UTA,Ryan Arcidiacono,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000743/box-score
0022000743,2021-04-02,CHI @ UTA,Thaddeus Young,1969,1,25,11,,https://www.nba.com/game/0022000743/box-score
0022000743,2021-04-02,CHI @ UTA,Tomas Satoransky,1536,1,10,4,,https://www.nba.com/game/0022000743/box-score
0022000743,2021-04-02,CHI @ UTA,Troy Brown Jr.,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000743/box-score
0022000743,2021-04-02,CHI @ UTA,Zach LaVine,1869,1,23,-12,,https://www.nba.com/game/0022000743/box-score
0022000755,2021-04-04,CHI vs. BKN,Adam Mokoka,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000755/box-score
0022000755,2021-04-04,CHI vs. BKN,Al-Farouq Aminu,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000755/box-score
0022000755,2021-04-04,CHI vs. BKN,Cristiano Felicio,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000755/box-score
0022000755,2021-04-04,CHI vs. BKN,Daniel Theis,1433,0,10,-4,,https://www.nba.com/game/0022000755/box-score
0022000755,2021-04-04,CHI vs. BKN,Denzel Valentine,640,0,2,3,,https://www.nba.com/game/0022000755/box-score
0022000755,2021-04-04,CHI vs. BKN,Devon Dotson,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000755/box-score
0022000755,2021-04-04,CHI vs. BKN,Javonte Green,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000755/box-score
0022000755,2021-04-04,CHI vs. BKN,Lauri Markkanen,1380,0,8,8,,https://www.nba.com/game/0022000755/box-score
0022000755,2021-04-04,CHI vs. BKN,Nikola Vucevic,1942,1,22,12,,https://www.nba.com/game/0022000755/box-score
0022000755,2021-04-04,CHI vs. BKN,Patrick Williams,1839,1,11,0,,https://www.nba.com/game/0022000755/box-score
0022000755,2021-04-04,CHI vs. BKN,Ryan Arcidiacono,198,0,0,2,,https://www.nba.com/game/0022000755/box-score
0022000755,2021-04-04,CHI vs. BKN,Thaddeus Young,1311,1,12,12,,https://www.nba.com/game/0022000755/box-score
0022000755,2021-04-04,CHI vs. BKN,Tomas Satoransky,1848,1,19,8,,https://www.nba.com/game/0022000755/box-score
0022000755,2021-04-04,CHI vs. BKN,Troy Brown Jr.,1692,0,6,-2,,https://www.nba.com/game/0022000755/box-score
0022000755,2021-04-04,CHI vs. BKN,Zach LaVine,2117,1,25,1,,https://www.nba.com/game/0022000755/box-score
0022000769,2021-04-06,CHI @ IND,Al-Farouq Aminu,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000769/box-score
0022000769,2021-04-06,CHI @ IND,Coby White,1884,0,13,14,,https://www.nba.com/game/0022000769/box-score
0022000769,2021-04-06,CHI @ IND,Cristiano Felicio,81,0,0,0,,https://www.nba.com/game/0022000769/box-score
0022000769,2021-04-06,CHI @ IND,Denzel Valentine,228,0,0,-1,,https://www.nba.com/game/0022000769/box-score
0022000769,2021-04-06,CHI @ IND,Javonte Green,81,0,0,0,,https://www.nba.com/game/0022000769/box-score
0022000769,2021-04-06,CHI @ IND,Lauri Markkanen,1292,0,15,12,,https://www.nba.com/game/0022000769/box-score
0022000769,2021-04-06,CHI @ IND,Nikola Vucevic,2112,1,32,6,,https://www.nba.com/game/0022000769/box-score
0022000769,2021-04-06,CHI @ IND,Patrick Williams,1841,1,10,-4,,https://www.nba.com/game/0022000769/box-score
0022000769,2021-04-06,CHI @ IND,Ryan Arcidiacono,81,0,0,0,,https://www.nba.com/game/0022000769/box-score
0022000769,2021-04-06,CHI @ IND,Thaddeus Young,1674,1,14,11,,https://www.nba.com/game/0022000769/box-score
0022000769,2021-04-06,CHI @ IND,Tomas Satoransky,2065,1,7,11,,https://www.nba.com/game/0022000769/box-score
0022000769,2021-04-06,CHI @ IND,Troy Brown Jr.,904,0,3,15,,https://www.nba.com/game/0022000769/box-score
0022000769,2021-04-06,CHI @ IND,Zach LaVine,2157,1,19,16,,https://www.nba.com/game/0022000769/box-score
0022000523,2021-04-08,CHI @ TOR,Al-Farouq Aminu,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000523/box-score
0022000523,2021-04-08,CHI @ TOR,Coby White,1605,0,15,-2,,https://www.nba.com/game/0022000523/box-score
0022000523,2021-04-08,CHI @ TOR,Cristiano Felicio,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000523/box-score
0022000523,2021-04-08,CHI @ TOR,Daniel Theis,1614,0,14,16,,https://www.nba.com/game/0022000523/box-score
0022000523,2021-04-08,CHI @ TOR,Denzel Valentine,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000523/box-score
0022000523,2021-04-08,CHI @ TOR,Javonte Green,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000523/box-score
0022000523,2021-04-08,CHI @ TOR,Lauri Markkanen,1100,0,18,23,,https://www.nba.com/game/0022000523/box-score
0022000523,2021-04-08,CHI @ TOR,Nikola Vucevic,1906,1,22,-5,,https://www.nba.com/game/0022000523/box-score
0022000523,2021-04-08,CHI @ TOR,Patrick Williams,1894,1,11,-13,,https://www.nba.com/game/0022000523/box-score
0022000523,2021-04-08,CHI @ TOR,Ryan Arcidiacono,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000523/box-score
0022000523,2021-04-08,CHI @ TOR,Thaddeus Young,1425,1,11,-9,,https://www.nba.com/game/0022000523/box-score
0022000523,2021-04-08,CHI @ TOR,Tomas Satoransky,1772,1,9,3,,https://www.nba.com/game/0022000523/box-score
0022000523,2021-04-08,CHI @ TOR,Troy Brown Jr.,833,0,0,12,,https://www.nba.com/game/0022000523/box-score
0022000523,2021-04-08,CHI @ TOR,Zach LaVine,2251,1,22,20,,https://www.nba.com/game/0022000523/box-score
0022000791,2021-04-09,CHI @ ATL,Al-Farouq Aminu,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000791/box-score
0022000791,2021-04-09,CHI @ ATL,Coby White,1712,0,11,-15,,https://www.nba.com/game/0022000791/box-score
0022000791,2021-04-09,CHI @ ATL,Cristiano Felicio,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000791/box-score
0022000791,2021-04-09,CHI @ ATL,Daniel Theis,699,0,4,2,,https://www.nba.com/game/0022000791/box-score
0022000791,2021-04-09,CHI @ ATL,Denzel Valentine,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000791/box-score
0022000791,2021-04-09,CHI @ ATL,Javonte Green,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000791/box-score
0022000791,2021-04-09,CHI @ ATL,Lauri Markkanen,1617,0,5,-12,,https://www.nba.com/game/0022000791/box-score
0022000791,2021-04-09,CHI @ ATL,Nikola Vucevic,2181,1,25,-14,,https://www.nba.com/game/0022000791/box-score
0022000791,2021-04-09,CHI @ ATL,Patrick Williams,1548,1,4,-10,,https://www.nba.com/game/0022000791/box-score
0022000791,2021-04-09,CHI @ ATL,Ryan Arcidiacono,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000791/box-score
0022000791,2021-04-09,CHI @ ATL,Thaddeus Young,1424,1,4,-7,,https://www.nba.com/game/0022000791/box-score
0022000791,2021-04-09,CHI @ ATL,Tomas Satoransky,1991,1,0,0,,https://www.nba.com/game/0022000791/box-score
0022000791,2021-04-09,CHI @ ATL,Troy Brown Jr.,904,0,5,-1,,https://www.nba.com/game/0022000791/box-score
0022000791,2021-04-09,CHI @ ATL,Zach LaVine,2324,1,50,-3,,https://www.nba.com/game/0022000791/box-score
0022000812,2021-04-11,CHI @ MIN,Al-Farouq Aminu,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000812/box-score
0022000812,2021-04-11,CHI @ MIN,Coby White,1382,0,11,7,,https://www.nba.com/game/0022000812/box-score
0022000812,2021-04-11,CHI @ MIN,Cristiano Felicio,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000812/box-score
0022000812,2021-04-11,CHI @ MIN,Daniel Theis,1712,0,13,3,,https://www.nba.com/game/0022000812/box-score
0022000812,2021-04-11,CHI @ MIN,Denzel Valentine,740,0,3,-1,,https://www.nba.com/game/0022000812/box-score
0022000812,2021-04-11,CHI @ MIN,Javonte Green,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000812/box-score
0022000812,2021-04-11,CHI @ MIN,Lauri Markkanen,1127,0,8,6,,https://www.nba.com/game/0022000812/box-score
0022000812,2021-04-11,CHI @ MIN,Nikola Vucevic,1649,1,18,-14,,https://www.nba.com/game/0022000812/box-score
0022000812,2021-04-11,CHI @ MIN,Patrick Williams,1580,1,0,-13,,https://www.nba.com/game/0022000812/box-score
0022000812,2021-04-11,CHI @ MIN,Ryan Arcidiacono,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000812/box-score
0022000812,2021-04-11,CHI @ MIN,Thaddeus Young,1224,1,9,-1,,https://www.nba.com/game/0022000812/box-score
0022000812,2021-04-11,CHI @ MIN,Tomas Satoransky,1553,1,10,-11,,https://www.nba.com/game/0022000812/box-score
0022000812,2021-04-11,CHI @ MIN,Troy Brown Jr.,1293,0,15,7,,https://www.nba.com/game/0022000812/box-score
0022000812,2021-04-11,CHI @ MIN,Zach LaVine,2140,1,30,-3,,https://www.nba.com/game/0022000812/box-score
0022000278,2021-04-12,CHI @ MEM,Al-Farouq Aminu,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000278/box-score
0022000278,2021-04-12,CHI @ MEM,Coby White,1462,0,6,-2,,https://www.nba.com/game/0022000278/box-score
0022000278,2021-04-12,CHI @ MEM,Cristiano Felicio,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000278/box-score
0022000278,2021-04-12,CHI @ MEM,Daniel Theis,1625,0,18,-13,,https://www.nba.com/game/0022000278/box-score
0022000278,2021-04-12,CHI @ MEM,Denzel Valentine,501,0,2,-1,,https://www.nba.com/game/0022000278/box-score
0022000278,2021-04-12,CHI @ MEM,Javonte Green,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000278/box-score
0022000278,2021-04-12,CHI @ MEM,Lauri Markkanen,964,0,0,8,,https://www.nba.com/game/0022000278/box-score
0022000278,2021-04-12,CHI @ MEM,Nikola Vucevic,1988,1,17,-19,,https://www.nba.com/game/0022000278/box-score
0022000278,2021-04-12,CHI @ MEM,Patrick Williams,1638,1,2,-12,,https://www.nba.com/game/0022000278/box-score
0022000278,2021-04-12,CHI @ MEM,Ryan Arcidiacono,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000278/box-score
0022000278,2021-04-12,CHI @ MEM,Thaddeus Young,1183,1,20,2,,https://www.nba.com/game/0022000278/box-score
0022000278,2021-04-12,CHI @ MEM,Tomas Satoransky,1323,1,2,-19,,https://www.nba.com/game/0022000278/box-score
0022000278,2021-04-12,CHI @ MEM,Troy Brown Jr.,1535,0,2,8,,https://www.nba.com/game/0022000278/box-score
0022000278,2021-04-12,CHI @ MEM,Zach LaVine,2181,1,21,-7,,https://www.nba.com/game/0022000278/box-score
0022000833,2021-04-14,CHI vs. ORL,Al-Farouq Aminu,253,0,0,3,,https://www.nba.com/game/0022000833/box-score
0022000833,2021-04-14,CHI vs. ORL,Coby White,720,0,2,-14,,https://www.nba.com/game/0022000833/box-score
0022000833,2021-04-14,CHI vs. ORL,Cristiano Felicio,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000833/box-score
0022000833,2021-04-14,CHI vs. ORL,Daniel Theis,1628,0,16,-4,,https://www.nba.com/game/0022000833/box-score
0022000833,2021-04-14,CHI vs. ORL,Denzel Valentine,667,0,0,-2,,https://www.nba.com/game/0022000833/box-score
0022000833,2021-04-14,CHI vs. ORL,Garrett Temple,598,0,0,-11,,https://www.nba.com/game/0022000833/box-score
0022000833,2021-04-14,CHI vs. ORL,Javonte Green,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000833/box-score
0022000833,2021-04-14,CHI vs. ORL,Lauri Markkanen,993,0,6,2,,https://www.nba.com/game/0022000833/box-score
0022000833,2021-04-14,CHI vs. ORL,Nikola Vucevic,2015,1,29,-4,,https://www.nba.com/game/0022000833/box-score
0022000833,2021-04-14,CHI vs. ORL,Patrick Williams,1668,1,9,-1,,https://www.nba.com/game/0022000833/box-score
0022000833,2021-04-14,CHI vs. ORL,Ryan Arcidiacono,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000833/box-score
0022000833,2021-04-14,CHI vs. ORL,Thaddeus Young,852,1,2,-8,,https://www.nba.com/game/0022000833/box-score
0022000833,2021-04-14,CHI vs. ORL,Tomas Satoransky,1801,1,9,-23,,https://www.nba.com/game/0022000833/box-score
0022000833,2021-04-14,CHI vs. ORL,Troy Brown Jr.,866,0,3,8,,https://www.nba.com/game/0022000833/box-score
0022000833,2021-04-14,CHI vs. ORL,Zach LaVine,2339,1,30,9,,https://www.nba.com/game/0022000833/box-score
0022000850,2021-04-16,CHI vs. MEM,Adam Mokoka,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000850/box-score
0022000850,2021-04-16,CHI vs. MEM,Al-Farouq Aminu,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000850/box-score
0022000850,2021-04-16,CHI vs. MEM,Coby White,2004,1,27,-4,,https://www.nba.com/game/0022000850/box-score
0022000850,2021-04-16,CHI vs. MEM,Cristiano Felicio,109,0,0,3,,https://www.nba.com/game/0022000850/box-score
0022000850,2021-04-16,CHI vs. MEM,Daniel Theis,1224,1,7,-10,,https://www.nba.com/game/0022000850/box-score
0022000850,2021-04-16,CHI vs. MEM,Denzel Valentine,1027,0,11,-3,,https://www.nba.com/game/0022000850/box-score
0022000850,2021-04-16,CHI vs. MEM,Devon Dotson,109,0,0,3,,https://www.nba.com/game/0022000850/box-score
0022000850,2021-04-16,CHI vs. MEM,Garrett Temple,1495,1,5,-5,,https://www.nba.com/game/0022000850/box-score
0022000850,2021-04-16,CHI vs. MEM,Javonte Green,109,0,0,3,,https://www.nba.com/game/0022000850/box-score
0022000850,2021-04-16,CHI vs. MEM,Lauri Markkanen,1257,0,3,-7,,https://www.nba.com/game/0022000850/box-score
0022000850,2021-04-16,CHI vs. MEM,Nikola Vucevic,1960,1,24,-15,,https://www.nba.com/game/0022000850/box-score
0022000850,2021-04-16,CHI vs. MEM,Patrick Williams,1791,1,6,-3,,https://www.nba.com/game/0022000850/box-score
0022000850,2021-04-16,CHI vs. MEM,Ryan Arcidiacono,876,0,4,-7,,https://www.nba.com/game/0022000850/box-score
0022000850,2021-04-16,CHI vs. MEM,Thaddeus Young,1324,0,17,-3,,https://www.nba.com/game/0022000850/box-score
0022000850,2021-04-16,CHI vs. MEM,Troy Brown Jr.,1115,0,11,-7,,https://www.nba.com/game/0022000850/box-score
0022000857,2021-04-17,CHI vs. CLE,Al-Farouq Aminu,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000857/box-score
0022000857,2021-04-17,CHI vs. CLE,Coby White,1968,1,8,8,,https://www.nba.com/game/0022000857/box-score
0022000857,2021-04-17,CHI vs. CLE,Cristiano Felicio,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000857/box-score
0022000857,2021-04-17,CHI vs. CLE,Daniel Theis,1373,1,8,-4,,https://www.nba.com/game/0022000857/box-score
0022000857,2021-04-17,CHI vs. CLE,Denzel Valentine,1336,0,13,-11,,https://www.nba.com/game/0022000857/box-score
0022000857,2021-04-17,CHI vs. CLE,Devon Dotson,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000857/box-score
0022000857,2021-04-17,CHI vs. CLE,Garrett Temple,1677,1,8,14,,https://www.nba.com/game/0022000857/box-score
0022000857,2021-04-17,CHI vs. CLE,Javonte Green,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000857/box-score
0022000857,2021-04-17,CHI vs. CLE,Lauri Markkanen,1558,0,16,14,,https://www.nba.com/game/0022000857/box-score
0022000857,2021-04-17,CHI vs. CLE,Nikola Vucevic,1968,1,25,16,,https://www.nba.com/game/0022000857/box-score
0022000857,2021-04-17,CHI vs. CLE,Patrick Williams,1637,1,12,3,,https://www.nba.com/game/0022000857/box-score
0022000857,2021-04-17,CHI vs. CLE,Ryan Arcidiacono,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000857/box-score
0022000857,2021-04-17,CHI vs. CLE,Thaddeus Young,912,0,5,-6,,https://www.nba.com/game/0022000857/box-score
0022000857,2021-04-17,CHI vs. CLE,Tomas Satoransky,901,0,7,4,,https://www.nba.com/game/0022000857/box-score
0022000857,2021-04-17,CHI vs. CLE,Troy Brown Jr.,1070,0,4,12,,https://www.nba.com/game/0022000857/box-score
0022000869,2021-04-19,CHI @ BOS,Adam Mokoka,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000869/box-score
0022000869,2021-04-19,CHI @ BOS,Al-Farouq Aminu,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000869/box-score
0022000869,2021-04-19,CHI @ BOS,Coby White,1775,1,19,3,,https://www.nba.com/game/0022000869/box-score
0022000869,2021-04-19,CHI @ BOS,Cristiano Felicio,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000869/box-score
0022000869,2021-04-19,CHI @ BOS,Daniel Theis,1725,1,6,1,,https://www.nba.com/game/0022000869/box-score
0022000869,2021-04-19,CHI @ BOS,Denzel Valentine,760,0,0,-2,,https://www.nba.com/game/0022000869/box-score
0022000869,2021-04-19,CHI @ BOS,Garrett Temple,1862,1,13,2,,https://www.nba.com/game/0022000869/box-score
0022000869,2021-04-19,CHI @ BOS,Javonte Green,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000869/box-score
0022000869,2021-04-19,CHI @ BOS,Lauri Markkanen,1169,0,9,5,,https://www.nba.com/game/0022000869/box-score
0022000869,2021-04-19,CHI @ BOS,Nikola Vucevic,1896,1,29,5,,https://www.nba.com/game/0022000869/box-score
0022000869,2021-04-19,CHI @ BOS,Patrick Williams,1966,1,6,8,,https://www.nba.com/game/0022000869/box-score
0022000869,2021-04-19,CHI @ BOS,Ryan Arcidiacono,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000869/box-score
0022000869,2021-04-19,CHI @ BOS,Thaddeus Young,963,0,13,3,,https://www.nba.com/game/0022000869/box-score
0022000869,2021-04-19,CHI @ BOS,Tomas Satoransky,1113,0,3,1,,https://www.nba.com/game/0022000869/box-score
0022000869,2021-04-19,CHI @ BOS,Troy Brown Jr.,1172,0,4,4,,https://www.nba.com/game/0022000869/box-score
0022000881,2021-04-21,CHI @ CLE,Adam Mokoka,187,0,2,2,,https://www.nba.com/game/0022000881/box-score
0022000881,2021-04-21,CHI @ CLE,Al-Farouq Aminu,445,0,0,4,,https://www.nba.com/game/0022000881/box-score
0022000881,2021-04-21,CHI @ CLE,Coby White,1836,1,14,-8,,https://www.nba.com/game/0022000881/box-score
0022000881,2021-04-21,CHI @ CLE,Cristiano Felicio,510,0,0,9,,https://www.nba.com/game/0022000881/box-score
0022000881,2021-04-21,CHI @ CLE,Daniel Theis,1188,1,7,-18,,https://www.nba.com/game/0022000881/box-score
0022000881,2021-04-21,CHI @ CLE,Denzel Valentine,1499,0,9,-16,,https://www.nba.com/game/0022000881/box-score
0022000881,2021-04-21,CHI @ CLE,Devon Dotson,234,0,2,4,,https://www.nba.com/game/0022000881/box-score
0022000881,2021-04-21,CHI @ CLE,Garrett Temple,1566,1,4,-25,,https://www.nba.com/game/0022000881/box-score
0022000881,2021-04-21,CHI @ CLE,Javonte Green,234,0,2,4,,https://www.nba.com/game/0022000881/box-score
0022000881,2021-04-21,CHI @ CLE,Lauri Markkanen,1269,0,16,-1,,https://www.nba.com/game/0022000881/box-score
0022000881,2021-04-21,CHI @ CLE,Nikola Vucevic,1512,1,9,-23,,https://www.nba.com/game/0022000881/box-score
0022000881,2021-04-21,CHI @ CLE,Patrick Williams,1147,1,9,-4,,https://www.nba.com/game/0022000881/box-score
0022000881,2021-04-21,CHI @ CLE,Ryan Arcidiacono,463,0,4,-4,,https://www.nba.com/game/0022000881/box-score
0022000881,2021-04-21,CHI @ CLE,Thaddeus Young,1047,0,14,-3,,https://www.nba.com/game/0022000881/box-score
0022000881,2021-04-21,CHI @ CLE,Tomas Satoransky,1263,0,13,-1,,https://www.nba.com/game/0022000881/box-score
0022000896,2021-04-22,CHI vs. CHA,Adam Mokoka,84,0,0,0,,https://www.nba.com/game/0022000896/box-score
0022000896,2021-04-22,CHI vs. CHA,Al-Farouq Aminu,0,0,0,0,DNP - Coach's Decision,https://www.nba.com/game/0022000896/box-score
