season,date,game_id,team,player,person_id,seconds,start,comment,pts,fgm,fga,fg3m,fg3a,ftm,fta,orb,drb,reb,ast,stl,blk,tov,pf
2021-22,2021-10-20,0022100004,CHI,Zach LaVine,203897,2120,1,,34,11,17,1,5,11,11,0,7,7,4,1,1,2,2
2021-22,2021-10-20,0022100004,DET,Cory Joseph,202709,1662,0,,3,1,6,1,4,0,0,2,1,3,2,2,1,1,0
2021-22,2021-10-20,0022100004,DET,Frank Jackson,1628402,1714,1,,7,3,8,1,5,0,0,0,2,2,0,0,0,2,4
2021-22,2021-10-20,0022100004,DET,Hamidou Diallo,1628977,912,0,,8,2,5,0,1,4,4,0,0,0,1,1,1,0,1
2021-22,2021-10-20,0022100004,DET,Isaiah Stewart,1630191,1549,1,,12,6,9,0,1,0,0,2,6,8,0,0,1,2,1
2021-22,2021-10-20,0022100004,DET,Jamorko Pickett,1630691,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,2021-10-20,0022100004,DET,Jerami Grant,203924,1941,1,,24,8,20,3,5,5,5,3,3,6,2,1,1,1,3
2021-22,2021-10-20,0022100004,DET,Josh Jackson,1628367,1118,0,,7,3,7,1,3,0,1,1,3,4,2,0,1,3,2
2021-22,2021-10-20,0022100004,DET,Kelly Olynyk,203482,1331,0,,10,5,10,0,4,0,1,0,4,4,3,1,0,2,0
2021-22,2021-10-20,0022100004,DET,Killian Hayes,1630165,1218,1,,0,0,6,0,0,0,0,1,4,5,2,0,0,2,1
2021-22,2021-10-20,0022100004,DET,Luka Garza,1630568,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,2021-10-20,0022100004,DET,Rodney McGruder,203585,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,2021-10-20,0022100004,DET,Saben Lee,1630240,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,2021-10-20,0022100004,DET,Saddiq Bey,1630180,1952,1,,13,6,15,0,4,1,2,2,7,9,4,0,0,1,4
2021-22,2021-10-20,0022100004,DET,Trey Lyles,1626168,1004,0,,4,2,4,0,1,0,0,0,6,6,1,2,0,2,0
2021-22,2022-01-23,0022100701,CHI,Alex Caruso,1627936,0,0,NWT - Injury/Illness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,2022-01-23,0022100701,CHI,Alfonzo McKinnie,1628035,244,0,,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
2021-22,2022-01-23,0022100701,CHI,Ayo Dosunmu,1630245,2402,1,,7,2,6,0,1,3,3,1,4,5,0,0,1,3,2
2021-22,2022-01-23,0022100701,CHI,Coby White,1629632,2119,1,,22,8,18,1,7,5,7,1,3,4,0,1,1,3,3
2021-22,2022-01-23,0022100701,CHI,DeMar DeRozan,201942,2296,1,,41,15,21,0,0,11,13,2,3,5,3,2,0,3,3
2021-22,2022-01-23,0022100701,CHI,Malcolm Hill,1630792,479,0,,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0
2021-22,2022-01-23,0022100701,CHI,Matt Thomas,1629744,1216,0,,5,1,1,1,1,2,2,0,2,2,0,0,0,1,0
2021-22,2022-01-23,0022100701,CHI,Nikola Vucevic,202696,1819,1,,13,4,19,2,8,3,4,3,10,13,3,0,0,5,6
2021-22,2022-01-23,0022100701,CHI,Tony Bradley,1628396,370,0,,0,0,1,0,0,0,0,0,1,1,1,0,1,3,2
2021-22,2022-01-23,0022100701,CHI,Troy Brown Jr.,1628972,1822,0,,3,1,5,1,3,0,0,1,3,4,2,0,0,2,2
2021-22,2022-01-23,0022100701,CHI,Tyler Cook,1629076,1634,1,,2,1,3,0,0,0,3,3,6,9,0,0,1,1,3
2021-22,2022-01-23,0022100701,ORL,Admiral Schofield,1629678,1350,0,,6,2,5,2,5,0,0,0,2,2,3,1,0,2,4
2021-22,2022-01-23,0022100701,ORL,Chuma Okeke,1629643,1809,0,,11,4,7,3,5,0,0,1,6,7,4,1,2,1,1
2021-22,2022-01-23,0022100701,ORL,Cole Anthony,1630175,1855,1,,11,4,13,1,2,2,3,0,2,2,5,1,1,1,2
2021-22,2022-01-23,0022100701,ORL,Franz Wagner,1630532,2291,1,,18,7,14,0,3,4,4,2,2,4,5,1,1,1,0
2021-22,2022-01-23,0022100701,ORL,Gary Harris,203914,0,0,DNP - Injury/Illness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,2022-01-23,0022100701,ORL,Ignas Brazdeikis,1629649,1519,0,,11,4,6,3,3,0,0,0,3,3,2,0,0,0,3
2021-22,2022-01-23,0022100701,ORL,Jalen Suggs,1630591,1966,1,,15,4,10,0,1,7,8,0,5,5,7,2,1,1,5
2021-22,2022-01-23,0022100701,ORL,Mo Bamba,1628964,411,1,,0,0,0,0,0,0,0,0,3,3,0,0,0,2,4
2021-22,2022-01-23,0022100701,ORL,Moritz Wagner,1629021,1508,0,,23,9,13,1,4,4,4,0,2,2,4,1,0,1,3
2021-22,2022-01-23,0022100701,ORL,Robin Lopez,201577,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,2022-01-23,0022100701,ORL,Terrence Ross,203082,0,0,DNP - Injury/Illness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,2022-01-23,0022100701,ORL,Wendell Carter Jr.,1628976,1691,1,,19,8,12,2,3,1,4,0,7,7,1,0,3,3,3
2021-22,2022-02-16,0022100878,CHI,Alfonzo McKinnie,1628035,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,2022-02-16,0022100878,CHI,Ayo Dosunmu,1630245,2402,1,,12,4,11,0,2,4,4,0,6,6,6,2,1,4,2
2021-22,2022-02-16,0022100878,CHI,Coby White,1629632,2378,1,,31,11,19,6,11,3,4,1,4,5,6,1,0,1,2
2021-22,2022-02-16,0022100878,CHI,DeMar DeRozan,201942,2459,1,,38,16,27,1,1,5,5,1,5,6,6,1,0,4,3
2021-22,2022-02-16,0022100878,CHI,Derrick Jones Jr.,1627884,980,0,,5,2,4,1,1,0,0,3,1,4,1,0,0,0,3
2021-22,2022-02-16,0022100878,CHI,Javonte Green,1629750,1730,1,,15,6,7,3,4,0,0,1,5,6,0,0,1,0,2
2021-22,2022-02-16,0022100878,CHI,Malcolm Hill,1630792,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,2022-02-16,0022100878,CHI,Marko Simonovic,1630250,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,2022-02-16,0022100878,CHI,Matt Thomas,1629744,636,0,,3,0,3,0,2,3,3,0,1,1,1,1,0,1,1
2021-22,2022-02-16,0022100878,CHI,Nikola Vucevic,202696,2292,1,,21,8,18,1,6,4,4,3,7,10,3,2,0,1,2
2021-22,2022-02-16,0022100878,CHI,Tony Bradley,1628396,509,0,,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0
2021-22,2022-02-16,0022100878,CHI,Troy Brown Jr.,1628972,1015,0,,0,0,5,0,2,0,0,2,3,5,2,1,0,0,1
2021-22,2022-02-16,0022100878,SAC,Alex Len,203458,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,2022-02-16,0022100878,SAC,Chimezie Metu,1629002,978,0,,11,3,6,1,4,4,4,0,3,3,0,0,1,0,1
2021-22,2022-02-16,0022100878,SAC,Damian Jones,1627745,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,2022-02-16,0022100878,SAC,De'Aaron Fox,1628368,2456,1,,33,14,26,2,5,3,4,0,6,6,9,2,0,5,3
2021-22,2022-02-16,0022100878,SAC,Domantas Sabonis,1627734,2239,1,,22,10,15,0,0,2,2,5,7,12,8,2,0,3,2
2021-22,2022-02-16,0022100878,SAC,Donte DiVincenzo,1628978,1723,0,,9,2,8,1,5,4,4,1,2,3,5,1,0,1,0
2021-22,2022-02-16,0022100878,SAC,Harrison Barnes,203084,2025,1,,17,4,7,2,3,7,8,0,4,4,1,1,0,2,1
2021-22,2022-02-16,0022100878,SAC,Jeremy Lamb,203087,0,0,DNP - Injury/Illness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,2022-02-16,0022100878,SAC,Josh Jackson,1628367,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,2022-02-16,0022100878,SAC,Justin Holiday,203200,2233,1,,18,6,12,6,11,0,0,0,2,2,1,0,2,1,4
2021-22,2022-02-16,0022100878,SAC,Louis King,1629663,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,2022-02-16,0022100878,SAC,Maurice Harkless,203090,1818,1,,4,2,5,0,2,0,0,0,2,2,0,3,0,0,3
2021-22,2022-02-16,0022100878,SAC,Neemias Queta,1629674,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,2022-02-16,0022100878,SAC,Richaun Holmes,1626158,614,0,,0,0,3,0,0,0,0,1,1,2,0,0,0,0,0
2021-22,2022-02-16,0022100878,SAC,Trey Lyles,1626168,314,0,,4,2,2,0,0,0,0,0,2,2,0,0,0,1,0
