game_id,date,player,source_player,normal_role_minutes,evidence,source_game_id,source_team,source_seconds,source_comment,previous_played_date,next_played_date,primary_report_id,primary_report_team,primary_status,primary_reason,priority,alternate_available,alternate_minutes
0022100046,2021-10-25,Joe Wieskamp,Joe Wieskamp,0,NO_SAME_DAY_ROW,,,,,,2021-11-10,,,,,REVIEW_MISSING_OBSERVATION,HOLD,HOLD
0022100046,2021-10-25,Tony Bradley,Tony Bradley,12,OBSERVED_COACH_DNP,0022100046,CHI,0,DNP - Coach's Decision,2021-10-22,2021-10-28,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100046,2021-10-25,Stanley Johnson,Stanley Johnson,0,NO_SAME_DAY_ROW,,,,,,2021-12-25,,,,,REVIEW_MISSING_OBSERVATION,HOLD,HOLD
0022100046,2021-10-25,Denzel Valentine,Denzel Valentine,0,OBSERVED_PLAYED,0022100048,CLE,98,,2021-10-22,2021-10-27,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100046,2021-10-25,Protagonist,,32,FICTIONAL_NO_OBSERVATION,,,,,,,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100067,2021-10-28,LaVine,Zach LaVine,34,OBSERVED_PLAYED,0022100067,CHI,2095,,2021-10-25,2021-10-30,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100067,2021-10-28,LaMelo_pick4,LaMelo Ball,32,NO_SAME_DAY_ROW,,,,,2021-10-27,2021-10-29,,,,,REVIEW_MISSING_OBSERVATION,HOLD,HOLD
0022100067,2021-10-28,Coby,Coby White,18,NO_SAME_DAY_ROW,,,,,,2021-11-15,,,,,REVIEW_MISSING_OBSERVATION,HOLD,HOLD
0022100067,2021-10-28,Carter,Wendell Carter Jr.,28,NO_SAME_DAY_ROW,,,,,2021-10-27,2021-10-29,,,,,REVIEW_MISSING_OBSERVATION,HOLD,HOLD
0022100067,2021-10-28,Young,Thaddeus Young,20,OBSERVED_COACH_DNP,0022100069,SAS,0,DNP - Coach's Decision,2021-10-26,2021-10-30,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100067,2021-10-28,Satoransky,Tomas Satoransky,0,NO_SAME_DAY_ROW,,,,,2021-10-22,2021-10-30,,,,,REVIEW_MISSING_OBSERVATION,HOLD,HOLD
0022100067,2021-10-28,Markkanen,Lauri Markkanen,28,NO_SAME_DAY_ROW,,,,,2021-10-27,2021-10-29,,,,,REVIEW_MISSING_OBSERVATION,HOLD,HOLD
0022100067,2021-10-28,Caruso,Alex Caruso,22,OBSERVED_PLAYED,0022100067,CHI,1974,,2021-10-25,2021-10-30,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100067,2021-10-28,Green,Javonte Green,0,OBSERVED_PLAYED,0022100067,CHI,962,,2021-10-25,2021-10-30,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100067,2021-10-28,Chris Duarte,Chris Duarte,14,NO_SAME_DAY_ROW,,,,,2021-10-27,2021-10-29,,,,,REVIEW_MISSING_OBSERVATION,HOLD,HOLD
0022100067,2021-10-28,Joe Wieskamp,Joe Wieskamp,0,NO_SAME_DAY_ROW,,,,,,2021-11-10,,,,,REVIEW_MISSING_OBSERVATION,HOLD,HOLD
0022100067,2021-10-28,Tony Bradley,Tony Bradley,12,OBSERVED_PLAYED,0022100067,CHI,356,,2021-10-22,2021-10-30,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100067,2021-10-28,Stanley Johnson,Stanley Johnson,0,NO_SAME_DAY_ROW,,,,,,2021-12-25,,,,,REVIEW_MISSING_OBSERVATION,HOLD,HOLD
0022100067,2021-10-28,Denzel Valentine,Denzel Valentine,0,NO_SAME_DAY_ROW,,,,,2021-10-27,2021-10-29,,,,,REVIEW_MISSING_OBSERVATION,HOLD,HOLD
0022100067,2021-10-28,Protagonist,,32,FICTIONAL_NO_OBSERVATION,,,,,,,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100083,2021-10-30,LaVine,Zach LaVine,34,OBSERVED_PLAYED,0022100083,CHI,2067,,2021-10-28,2021-11-01,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100083,2021-10-30,LaMelo_pick4,LaMelo Ball,32,NO_SAME_DAY_ROW,,,,,2021-10-29,2021-10-31,,,,,REVIEW_MISSING_OBSERVATION,HOLD,HOLD
0022100083,2021-10-30,Coby,Coby White,18,NO_SAME_DAY_ROW,,,,,,2021-11-15,,,,,REVIEW_MISSING_OBSERVATION,HOLD,HOLD
0022100083,2021-10-30,Carter,Wendell Carter Jr.,28,OBSERVED_PLAYED,0022100079,ORL,1007,,2021-10-29,2021-11-01,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100083,2021-10-30,Young,Thaddeus Young,20,OBSERVED_PLAYED,0022100085,SAS,914,,2021-10-26,2021-11-01,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100083,2021-10-30,Satoransky,Tomas Satoransky,0,OBSERVED_PLAYED,0022100080,NOP,965,,2021-10-22,2021-11-03,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100083,2021-10-30,Markkanen,Lauri Markkanen,28,OBSERVED_PLAYED,0022100088,CLE,1509,,2021-10-29,2021-11-01,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100083,2021-10-30,Caruso,Alex Caruso,22,OBSERVED_PLAYED,0022100083,CHI,1499,,2021-10-28,2021-11-01,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100083,2021-10-30,Green,Javonte Green,0,OBSERVED_PLAYED,0022100083,CHI,1323,,2021-10-28,2021-11-01,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100083,2021-10-30,Chris Duarte,Chris Duarte,14,OBSERVED_PLAYED,0022100081,IND,1946,,2021-10-29,2021-11-01,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100083,2021-10-30,Joe Wieskamp,Joe Wieskamp,0,NO_SAME_DAY_ROW,,,,,,2021-11-10,,,,,REVIEW_MISSING_OBSERVATION,HOLD,HOLD
0022100083,2021-10-30,Tony Bradley,Tony Bradley,12,OBSERVED_PLAYED,0022100083,CHI,816,,2021-10-28,2021-11-01,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100083,2021-10-30,Stanley Johnson,Stanley Johnson,0,NO_SAME_DAY_ROW,,,,,,2021-12-25,,,,,REVIEW_MISSING_OBSERVATION,HOLD,HOLD
0022100083,2021-10-30,Denzel Valentine,Denzel Valentine,0,OBSERVED_PLAYED,0022100088,CLE,322,,2021-10-29,2021-11-07,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100083,2021-10-30,Protagonist,,32,FICTIONAL_NO_OBSERVATION,,,,,,,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100098,2021-11-01,LaVine,Zach LaVine,34,OBSERVED_PLAYED,0022100098,CHI,2304,,2021-10-30,2021-11-03,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100098,2021-11-01,LaMelo_pick4,LaMelo Ball,32,OBSERVED_PLAYED,0022100094,CHA,2050,,2021-10-31,2021-11-03,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100098,2021-11-01,Coby,Coby White,18,NO_SAME_DAY_ROW,,,,,,2021-11-15,,,,,REVIEW_MISSING_OBSERVATION,HOLD,HOLD
0022100098,2021-11-01,Carter,Wendell Carter Jr.,28,OBSERVED_PLAYED,0022100101,ORL,2136,,2021-10-30,2021-11-03,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100098,2021-11-01,Young,Thaddeus Young,20,OBSERVED_PLAYED,0022100095,SAS,918,,2021-10-30,2021-11-03,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100098,2021-11-01,Satoransky,Tomas Satoransky,0,NO_SAME_DAY_ROW,,,,,2021-10-30,2021-11-03,,,,,REVIEW_MISSING_OBSERVATION,HOLD,HOLD
0022100098,2021-11-01,Markkanen,Lauri Markkanen,28,OBSERVED_PLAYED,0022100094,CLE,2103,,2021-10-30,2021-11-22,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100098,2021-11-01,Caruso,Alex Caruso,22,OBSERVED_PLAYED,0022100098,CHI,1397,,2021-10-30,2021-11-03,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100098,2021-11-01,Green,Javonte Green,0,OBSERVED_PLAYED,0022100098,CHI,1306,,2021-10-30,2021-11-03,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100098,2021-11-01,Chris Duarte,Chris Duarte,14,OBSERVED_PLAYED,0022100095,IND,1694,,2021-10-30,2021-11-03,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100098,2021-11-01,Joe Wieskamp,Joe Wieskamp,0,NO_SAME_DAY_ROW,,,,,,2021-11-10,,,,,REVIEW_MISSING_OBSERVATION,HOLD,HOLD
0022100098,2021-11-01,Tony Bradley,Tony Bradley,12,OBSERVED_PLAYED,0022100098,CHI,776,,2021-10-30,2021-11-03,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100098,2021-11-01,Stanley Johnson,Stanley Johnson,0,NO_SAME_DAY_ROW,,,,,,2021-12-25,,,,,REVIEW_MISSING_OBSERVATION,HOLD,HOLD
0022100098,2021-11-01,Denzel Valentine,Denzel Valentine,0,OBSERVED_COACH_DNP,0022100094,CLE,0,DNP - Coach's Decision,2021-10-30,2021-11-07,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100098,2021-11-01,Protagonist,,32,FICTIONAL_NO_OBSERVATION,,,,,,,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100111,2021-11-03,LaVine,Zach LaVine,34,OBSERVED_PLAYED,0022100111,CHI,2279,,2021-11-01,2021-11-06,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100111,2021-11-03,LaMelo_pick4,LaMelo Ball,32,OBSERVED_PLAYED,0022100117,CHA,2013,,2021-11-01,2021-11-05,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100111,2021-11-03,Coby,Coby White,18,NO_SAME_DAY_ROW,,,,,,2021-11-15,,,,,REVIEW_MISSING_OBSERVATION,HOLD,HOLD
0022100111,2021-11-03,Carter,Wendell Carter Jr.,28,OBSERVED_PLAYED,0022100110,ORL,2103,,2021-11-01,2021-11-05,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100111,2021-11-03,Young,Thaddeus Young,20,OBSERVED_PLAYED,0022100116,SAS,1335,,2021-11-01,2021-11-05,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100111,2021-11-03,Satoransky,Tomas Satoransky,0,OBSERVED_PLAYED,0022100118,NOP,776,,2021-10-30,2021-11-05,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100111,2021-11-03,Markkanen,Lauri Markkanen,28,NO_SAME_DAY_ROW,,,,,2021-11-01,2021-11-22,,,,,REVIEW_MISSING_OBSERVATION,HOLD,HOLD
0022100111,2021-11-03,Caruso,Alex Caruso,22,OBSERVED_PLAYED,0022100111,CHI,1915,,2021-11-01,2021-11-06,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100111,2021-11-03,Green,Javonte Green,0,OBSERVED_PLAYED,0022100111,CHI,1400,,2021-11-01,2021-11-06,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100111,2021-11-03,Chris Duarte,Chris Duarte,14,OBSERVED_PLAYED,0022100109,IND,2033,,2021-11-01,2021-11-05,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100111,2021-11-03,Joe Wieskamp,Joe Wieskamp,0,OBSERVED_COACH_DNP,0022100116,SAS,0,DNP - Coach's Decision,,2021-11-10,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100111,2021-11-03,Tony Bradley,Tony Bradley,12,OBSERVED_PLAYED,0022100111,CHI,719,,2021-11-01,2021-11-06,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100111,2021-11-03,Stanley Johnson,Stanley Johnson,0,NO_SAME_DAY_ROW,,,,,,2021-12-25,,,,,REVIEW_MISSING_OBSERVATION,HOLD,HOLD
0022100111,2021-11-03,Denzel Valentine,Denzel Valentine,0,OBSERVED_COACH_DNP,0022100108,CLE,0,DNP - Coach's Decision,2021-10-30,2021-11-07,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100111,2021-11-03,Protagonist,,32,FICTIONAL_NO_OBSERVATION,,,,,,,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100135,2021-11-06,LaVine,Zach LaVine,34,OBSERVED_PLAYED,0022100135,CHI,2283,,2021-11-03,2021-11-08,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100135,2021-11-06,LaMelo_pick4,LaMelo Ball,32,NO_SAME_DAY_ROW,,,,,2021-11-05,2021-11-07,,,,,REVIEW_MISSING_OBSERVATION,HOLD,HOLD
0022100135,2021-11-06,Coby,Coby White,18,NO_SAME_DAY_ROW,,,,,,2021-11-15,,,,,REVIEW_MISSING_OBSERVATION,HOLD,HOLD
0022100135,2021-11-06,Carter,Wendell Carter Jr.,28,NO_SAME_DAY_ROW,,,,,2021-11-05,2021-11-07,,,,,REVIEW_MISSING_OBSERVATION,HOLD,HOLD
0022100135,2021-11-06,Young,Thaddeus Young,20,NO_SAME_DAY_ROW,,,,,2021-11-05,2021-11-07,,,,,REVIEW_MISSING_OBSERVATION,HOLD,HOLD
0022100135,2021-11-06,Satoransky,Tomas Satoransky,0,NO_SAME_DAY_ROW,,,,,2021-11-05,2021-11-08,,,,,REVIEW_MISSING_OBSERVATION,HOLD,HOLD
0022100135,2021-11-06,Markkanen,Lauri Markkanen,28,NO_SAME_DAY_ROW,,,,,2021-11-01,2021-11-22,,,,,REVIEW_MISSING_OBSERVATION,HOLD,HOLD
0022100135,2021-11-06,Caruso,Alex Caruso,22,OBSERVED_PLAYED,0022100135,CHI,1933,,2021-11-03,2021-11-08,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100135,2021-11-06,Green,Javonte Green,0,OBSERVED_PLAYED,0022100135,CHI,1093,,2021-11-03,2021-11-08,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100135,2021-11-06,Chris Duarte,Chris Duarte,14,NO_SAME_DAY_ROW,,,,,2021-11-05,2021-11-07,,,,,REVIEW_MISSING_OBSERVATION,HOLD,HOLD
0022100135,2021-11-06,Joe Wieskamp,Joe Wieskamp,0,NO_SAME_DAY_ROW,,,,,,2021-11-10,,,,,REVIEW_MISSING_OBSERVATION,HOLD,HOLD
0022100135,2021-11-06,Tony Bradley,Tony Bradley,12,OBSERVED_PLAYED,0022100135,CHI,740,,2021-11-03,2021-11-08,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100135,2021-11-06,Stanley Johnson,Stanley Johnson,0,NO_SAME_DAY_ROW,,,,,,2021-12-25,,,,,REVIEW_MISSING_OBSERVATION,HOLD,HOLD
0022100135,2021-11-06,Denzel Valentine,Denzel Valentine,0,NO_SAME_DAY_ROW,,,,,2021-10-30,2021-11-07,,,,,REVIEW_MISSING_OBSERVATION,HOLD,HOLD
0022100135,2021-11-06,Protagonist,,32,FICTIONAL_NO_OBSERVATION,,,,,,,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100148,2021-11-08,LaVine,Zach LaVine,34,OBSERVED_PLAYED,0022100148,CHI,2003,,2021-11-06,2021-11-10,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100148,2021-11-08,LaMelo_pick4,LaMelo Ball,32,OBSERVED_PLAYED,0022100154,CHA,2503,,2021-11-07,2021-11-10,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
0022100148,2021-11-08,Coby,Coby White,18,NO_SAME_DAY_ROW,,,,,,2021-11-15,,,,,REVIEW_MISSING_OBSERVATION,HOLD,HOLD
0022100148,2021-11-08,Carter,Wendell Carter Jr.,28,NO_SAME_DAY_ROW,,,,,2021-11-07,2021-11-10,,,,,REVIEW_MISSING_OBSERVATION,HOLD,HOLD
0022100148,2021-11-08,Young,Thaddeus Young,20,NO_SAME_DAY_ROW,,,,,2021-11-07,2021-11-10,,,,,REVIEW_MISSING_OBSERVATION,HOLD,HOLD
0022100148,2021-11-08,Satoransky,Tomas Satoransky,0,OBSERVED_PLAYED,0022100150,NOP,1097,,2021-11-05,2021-11-10,,,,,NO_AUTOMATIC_INFERENCE,HOLD,HOLD
