event_id,profile,rival_minutes,method,fatigue,actual_home_margin,selected,status,home_margin_constant,away_margin_constant,unknown_coefficients,home_margin_band,conditional_sign,workload_coefficients,emergency_role_teams
2020-12-23_IND_NYK,HIGH_MINUTES,,RAPTOR_RS_EB,0,14,False,CONDITIONAL_IMPACT,14.0,-14.0,{},"[14.0,14.0]",HOME,"[0,0]",[]
2020-12-23_IND_NYK,HIGH_MINUTES,,RAPTOR_RS_EB,0.5,14,False,CONDITIONAL_IMPACT,14.0,-14.0,{},"[14.0,14.0]",HOME,"[0,0]",[]
2020-12-23_IND_NYK,HIGH_MINUTES,,RAPTOR_RS_EB,1,14,False,CONDITIONAL_IMPACT,14.0,-14.0,{},"[14.0,14.0]",HOME,"[0,0]",[]
2020-12-23_IND_NYK,HIGH_MINUTES,,BPM_MAR25_EB,0,14,False,CONDITIONAL_IMPACT,14.0,-14.0,{},"[14.0,14.0]",HOME,"[0,0]",[]
2020-12-23_IND_NYK,HIGH_MINUTES,,BPM_MAR25_EB,0.5,14,False,CONDITIONAL_IMPACT,14.0,-14.0,{},"[14.0,14.0]",HOME,"[0,0]",[]
2020-12-23_IND_NYK,HIGH_MINUTES,,BPM_MAR25_EB,1,14,False,CONDITIONAL_IMPACT,14.0,-14.0,{},"[14.0,14.0]",HOME,"[0,0]",[]
2020-12-23_MEM_SAS,LOW_MINUTES,,RAPTOR_RS_EB,0,-12,False,CONDITIONAL_IMPACT,-12.0,12.0,{},"[-12.0,-12.0]",AWAY,"[0,0]",[]
2020-12-23_MEM_SAS,LOW_MINUTES,,RAPTOR_RS_EB,0.5,-12,False,CONDITIONAL_IMPACT,-12.0,12.0,{},"[-12.0,-12.0]",AWAY,"[0,0]",[]
2020-12-23_MEM_SAS,LOW_MINUTES,,RAPTOR_RS_EB,1,-12,False,CONDITIONAL_IMPACT,-12.0,12.0,{},"[-12.0,-12.0]",AWAY,"[0,0]",[]
2020-12-23_MEM_SAS,LOW_MINUTES,,BPM_MAR25_EB,0,-12,False,CONDITIONAL_IMPACT,-12.0,12.0,{},"[-12.0,-12.0]",AWAY,"[0,0]",[]
2020-12-23_MEM_SAS,LOW_MINUTES,,BPM_MAR25_EB,0.5,-12,False,CONDITIONAL_IMPACT,-12.0,12.0,{},"[-12.0,-12.0]",AWAY,"[0,0]",[]
2020-12-23_MEM_SAS,LOW_MINUTES,,BPM_MAR25_EB,1,-12,False,CONDITIONAL_IMPACT,-12.0,12.0,{},"[-12.0,-12.0]",AWAY,"[0,0]",[]
2020-12-23_MEM_SAS,HIGH_MINUTES,,RAPTOR_RS_EB,0,-12,False,CONDITIONAL_IMPACT,-12.0,12.0,{},"[-12.0,-12.0]",AWAY,"[0,0]",[]
2020-12-23_MEM_SAS,HIGH_MINUTES,,RAPTOR_RS_EB,0.5,-12,False,CONDITIONAL_IMPACT,-12.0,12.0,{},"[-12.0,-12.0]",AWAY,"[0,0]",[]
2020-12-23_MEM_SAS,HIGH_MINUTES,,RAPTOR_RS_EB,1,-12,False,CONDITIONAL_IMPACT,-12.0,12.0,{},"[-12.0,-12.0]",AWAY,"[0,0]",[]
2020-12-23_MEM_SAS,HIGH_MINUTES,,BPM_MAR25_EB,0,-12,False,CONDITIONAL_IMPACT,-12.0,12.0,{},"[-12.0,-12.0]",AWAY,"[0,0]",[]
2020-12-23_MEM_SAS,HIGH_MINUTES,,BPM_MAR25_EB,0.5,-12,False,CONDITIONAL_IMPACT,-12.0,12.0,{},"[-12.0,-12.0]",AWAY,"[0,0]",[]
2020-12-23_MEM_SAS,HIGH_MINUTES,,BPM_MAR25_EB,1,-12,False,CONDITIONAL_IMPACT,-12.0,12.0,{},"[-12.0,-12.0]",AWAY,"[0,0]",[]
2020-12-23_MIN_DET,LOW_MINUTES,24,RAPTOR_RS_EB,0,10,False,CONDITIONAL_IMPACT,12.01922069,-12.01922069,"{""Fictional Rival"":0.5}","[9.47381261,15.42686891]",HOME,"[0,0]",[]
2020-12-23_MIN_DET,LOW_MINUTES,24,RAPTOR_RS_EB,0.5,10,False,CONDITIONAL_IMPACT,12.01922069,-12.01922069,"{""Fictional Rival"":0.5}","[9.47381261,15.42686891]",HOME,"[0,0]",[]
2020-12-23_MIN_DET,LOW_MINUTES,24,RAPTOR_RS_EB,1,10,False,CONDITIONAL_IMPACT,12.01922069,-12.01922069,"{""Fictional Rival"":0.5}","[9.47381261,15.42686891]",HOME,"[0,0]",[]
2020-12-23_MIN_DET,LOW_MINUTES,24,BPM_MAR25_EB,0,10,False,CONDITIONAL_IMPACT,12.20611709,-12.20611709,"{""Fictional Rival"":0.5}","[10.60773934,15.8723948]",HOME,"[0,0]",[]
2020-12-23_MIN_DET,LOW_MINUTES,24,BPM_MAR25_EB,0.5,10,False,CONDITIONAL_IMPACT,12.20611709,-12.20611709,"{""Fictional Rival"":0.5}","[10.60773934,15.8723948]",HOME,"[0,0]",[]
2020-12-23_MIN_DET,LOW_MINUTES,24,BPM_MAR25_EB,1,10,False,CONDITIONAL_IMPACT,12.20611709,-12.20611709,"{""Fictional Rival"":0.5}","[10.60773934,15.8723948]",HOME,"[0,0]",[]
2020-12-23_MIN_DET,LOW_MINUTES,28,RAPTOR_RS_EB,0,10,False,CONDITIONAL_IMPACT,12.13120118,-12.13120118,"{""Fictional Rival"":0.583333333333}","[9.16155842,16.10679078]",HOME,"[0,0]",[]
2020-12-23_MIN_DET,LOW_MINUTES,28,RAPTOR_RS_EB,0.5,10,False,CONDITIONAL_IMPACT,12.13120118,-12.13120118,"{""Fictional Rival"":0.583333333333}","[9.16155842,16.10679078]",HOME,"[0,0]",[]
2020-12-23_MIN_DET,LOW_MINUTES,28,RAPTOR_RS_EB,1,10,False,CONDITIONAL_IMPACT,12.13120118,-12.13120118,"{""Fictional Rival"":0.583333333333}","[9.16155842,16.10679078]",HOME,"[0,0]",[]
2020-12-23_MIN_DET,LOW_MINUTES,28,BPM_MAR25_EB,0,10,False,CONDITIONAL_IMPACT,12.29599135,-12.29599135,"{""Fictional Rival"":0.583333333333}","[10.43121731,16.57331535]",HOME,"[0,0]",[]
2020-12-23_MIN_DET,LOW_MINUTES,28,BPM_MAR25_EB,0.5,10,False,CONDITIONAL_IMPACT,12.29599135,-12.29599135,"{""Fictional Rival"":0.583333333333}","[10.43121731,16.57331535]",HOME,"[0,0]",[]
2020-12-23_MIN_DET,LOW_MINUTES,28,BPM_MAR25_EB,1,10,False,CONDITIONAL_IMPACT,12.29599135,-12.29599135,"{""Fictional Rival"":0.583333333333}","[10.43121731,16.57331535]",HOME,"[0,0]",[]
2020-12-23_MIN_DET,LOW_MINUTES,32,RAPTOR_RS_EB,0,10,False,CONDITIONAL_IMPACT,12.23522819,-12.23522819,"{""Fictional Rival"":0.666666666667}","[8.84135075,16.77875916]",HOME,"[0,0]",[]
2020-12-23_MIN_DET,LOW_MINUTES,32,RAPTOR_RS_EB,0.5,10,False,CONDITIONAL_IMPACT,12.23522819,-12.23522819,"{""Fictional Rival"":0.666666666667}","[8.84135075,16.77875916]",HOME,"[0,0]",[]
2020-12-23_MIN_DET,LOW_MINUTES,32,RAPTOR_RS_EB,1,10,False,CONDITIONAL_IMPACT,12.23522819,-12.23522819,"{""Fictional Rival"":0.666666666667}","[8.84135075,16.77875916]",HOME,"[0,0]",[]
2020-12-23_MIN_DET,LOW_MINUTES,32,BPM_MAR25_EB,0,10,False,CONDITIONAL_IMPACT,12.36197495,-12.36197495,"{""Fictional Rival"":0.666666666667}","[10.23080461,17.25034523]",HOME,"[0,0]",[]
2020-12-23_MIN_DET,LOW_MINUTES,32,BPM_MAR25_EB,0.5,10,False,CONDITIONAL_IMPACT,12.36197495,-12.36197495,"{""Fictional Rival"":0.666666666667}","[10.23080461,17.25034523]",HOME,"[0,0]",[]
2020-12-23_MIN_DET,LOW_MINUTES,32,BPM_MAR25_EB,1,10,False,CONDITIONAL_IMPACT,12.36197495,-12.36197495,"{""Fictional Rival"":0.666666666667}","[10.23080461,17.25034523]",HOME,"[0,0]",[]
2020-12-23_MIN_DET,HIGH_MINUTES,24,RAPTOR_RS_EB,0,10,False,CONDITIONAL_IMPACT,12.22800004,-12.22800004,"{""Fictional Rival"":0.5}","[9.68259196,15.63564826]",HOME,"[0,0]",[]
2020-12-23_MIN_DET,HIGH_MINUTES,24,RAPTOR_RS_EB,0.5,10,False,CONDITIONAL_IMPACT,12.22800004,-12.22800004,"{""Fictional Rival"":0.5}","[9.68259196,15.63564826]",HOME,"[0,0]",[]
2020-12-23_MIN_DET,HIGH_MINUTES,24,RAPTOR_RS_EB,1,10,False,CONDITIONAL_IMPACT,12.22800004,-12.22800004,"{""Fictional Rival"":0.5}","[9.68259196,15.63564826]",HOME,"[0,0]",[]
2020-12-23_MIN_DET,HIGH_MINUTES,24,BPM_MAR25_EB,0,10,False,CONDITIONAL_IMPACT,12.26717498,-12.26717498,"{""Fictional Rival"":0.5}","[10.66879723,15.93345269]",HOME,"[0,0]",[]
2020-12-23_MIN_DET,HIGH_MINUTES,24,BPM_MAR25_EB,0.5,10,False,CONDITIONAL_IMPACT,12.26717498,-12.26717498,"{""Fictional Rival"":0.5}","[10.66879723,15.93345269]",HOME,"[0,0]",[]
2020-12-23_MIN_DET,HIGH_MINUTES,24,BPM_MAR25_EB,1,10,False,CONDITIONAL_IMPACT,12.26717498,-12.26717498,"{""Fictional Rival"":0.5}","[10.66879723,15.93345269]",HOME,"[0,0]",[]
2020-12-23_MIN_DET,HIGH_MINUTES,28,RAPTOR_RS_EB,0,10,False,CONDITIONAL_IMPACT,12.33998053,-12.33998053,"{""Fictional Rival"":0.583333333333}","[9.37033777,16.31557013]",HOME,"[0,0]",[]
2020-12-23_MIN_DET,HIGH_MINUTES,28,RAPTOR_RS_EB,0.5,10,False,CONDITIONAL_IMPACT,12.33998053,-12.33998053,"{""Fictional Rival"":0.583333333333}","[9.37033777,16.31557013]",HOME,"[0,0]",[]
2020-12-23_MIN_DET,HIGH_MINUTES,28,RAPTOR_RS_EB,1,10,False,CONDITIONAL_IMPACT,12.33998053,-12.33998053,"{""Fictional Rival"":0.583333333333}","[9.37033777,16.31557013]",HOME,"[0,0]",[]
2020-12-23_MIN_DET,HIGH_MINUTES,28,BPM_MAR25_EB,0,10,False,CONDITIONAL_IMPACT,12.35704923,-12.35704923,"{""Fictional Rival"":0.583333333333}","[10.49227519,16.63437323]",HOME,"[0,0]",[]
2020-12-23_MIN_DET,HIGH_MINUTES,28,BPM_MAR25_EB,0.5,10,False,CONDITIONAL_IMPACT,12.35704923,-12.35704923,"{""Fictional Rival"":0.583333333333}","[10.49227519,16.63437323]",HOME,"[0,0]",[]
2020-12-23_MIN_DET,HIGH_MINUTES,28,BPM_MAR25_EB,1,10,False,CONDITIONAL_IMPACT,12.35704923,-12.35704923,"{""Fictional Rival"":0.583333333333}","[10.49227519,16.63437323]",HOME,"[0,0]",[]
2020-12-23_MIN_DET,HIGH_MINUTES,32,RAPTOR_RS_EB,0,10,False,CONDITIONAL_IMPACT,12.44400754,-12.44400754,"{""Fictional Rival"":0.666666666667}","[9.0501301,16.98753851]",HOME,"[0,0]",[]
2020-12-23_MIN_DET,HIGH_MINUTES,32,RAPTOR_RS_EB,0.5,10,False,CONDITIONAL_IMPACT,12.44400754,-12.44400754,"{""Fictional Rival"":0.666666666667}","[9.0501301,16.98753851]",HOME,"[0,0]",[]
2020-12-23_MIN_DET,HIGH_MINUTES,32,RAPTOR_RS_EB,1,10,False,CONDITIONAL_IMPACT,12.44400754,-12.44400754,"{""Fictional Rival"":0.666666666667}","[9.0501301,16.98753851]",HOME,"[0,0]",[]
2020-12-23_MIN_DET,HIGH_MINUTES,32,BPM_MAR25_EB,0,10,False,CONDITIONAL_IMPACT,12.42303284,-12.42303284,"{""Fictional Rival"":0.666666666667}","[10.2918625,17.31140312]",HOME,"[0,0]",[]
2020-12-23_MIN_DET,HIGH_MINUTES,32,BPM_MAR25_EB,0.5,10,False,CONDITIONAL_IMPACT,12.42303284,-12.42303284,"{""Fictional Rival"":0.666666666667}","[10.2918625,17.31140312]",HOME,"[0,0]",[]
2020-12-23_MIN_DET,HIGH_MINUTES,32,BPM_MAR25_EB,1,10,False,CONDITIONAL_IMPACT,12.42303284,-12.42303284,"{""Fictional Rival"":0.666666666667}","[10.2918625,17.31140312]",HOME,"[0,0]",[]
2020-12-23_ORL_MIA,LOW_MINUTES,,RAPTOR_RS_EB,0,6,False,CONDITIONAL_IMPACT,6.0,-6.0,{},"[6.0,6.0]",HOME,"[0,0]",[]
2020-12-23_ORL_MIA,LOW_MINUTES,,RAPTOR_RS_EB,0.5,6,False,CONDITIONAL_IMPACT,6.0,-6.0,{},"[6.0,6.0]",HOME,"[0,0]",[]
2020-12-23_ORL_MIA,LOW_MINUTES,,RAPTOR_RS_EB,1,6,False,CONDITIONAL_IMPACT,6.0,-6.0,{},"[6.0,6.0]",HOME,"[0,0]",[]
2020-12-23_ORL_MIA,LOW_MINUTES,,BPM_MAR25_EB,0,6,False,CONDITIONAL_IMPACT,6.0,-6.0,{},"[6.0,6.0]",HOME,"[0,0]",[]
2020-12-23_ORL_MIA,LOW_MINUTES,,BPM_MAR25_EB,0.5,6,False,CONDITIONAL_IMPACT,6.0,-6.0,{},"[6.0,6.0]",HOME,"[0,0]",[]
2020-12-23_ORL_MIA,LOW_MINUTES,,BPM_MAR25_EB,1,6,False,CONDITIONAL_IMPACT,6.0,-6.0,{},"[6.0,6.0]",HOME,"[0,0]",[]
2020-12-23_ORL_MIA,HIGH_MINUTES,,RAPTOR_RS_EB,0,6,False,CONDITIONAL_IMPACT,6.0,-6.0,{},"[6.0,6.0]",HOME,"[0,0]",[]
2020-12-23_ORL_MIA,HIGH_MINUTES,,RAPTOR_RS_EB,0.5,6,False,CONDITIONAL_IMPACT,6.0,-6.0,{},"[6.0,6.0]",HOME,"[0,0]",[]
2020-12-23_ORL_MIA,HIGH_MINUTES,,RAPTOR_RS_EB,1,6,False,CONDITIONAL_IMPACT,6.0,-6.0,{},"[6.0,6.0]",HOME,"[0,0]",[]
2020-12-23_ORL_MIA,HIGH_MINUTES,,BPM_MAR25_EB,0,6,False,CONDITIONAL_IMPACT,6.0,-6.0,{},"[6.0,6.0]",HOME,"[0,0]",[]
2020-12-23_ORL_MIA,HIGH_MINUTES,,BPM_MAR25_EB,0.5,6,False,CONDITIONAL_IMPACT,6.0,-6.0,{},"[6.0,6.0]",HOME,"[0,0]",[]
2020-12-23_ORL_MIA,HIGH_MINUTES,,BPM_MAR25_EB,1,6,False,CONDITIONAL_IMPACT,6.0,-6.0,{},"[6.0,6.0]",HOME,"[0,0]",[]
2020-12-23_PHI_WAS,LOW_MINUTES,,RAPTOR_RS_EB,0,6,False,CONDITIONAL_IMPACT,6.38257974,-6.38257974,{},"[6.38257974,6.38257974]",HOME,"[0,0]",[]
2020-12-23_PHI_WAS,LOW_MINUTES,,RAPTOR_RS_EB,0.5,6,False,CONDITIONAL_IMPACT,6.38257974,-6.38257974,{},"[6.38257974,6.38257974]",HOME,"[0,0]",[]
2020-12-23_PHI_WAS,LOW_MINUTES,,RAPTOR_RS_EB,1,6,False,CONDITIONAL_IMPACT,6.38257974,-6.38257974,{},"[6.38257974,6.38257974]",HOME,"[0,0]",[]
2020-12-23_PHI_WAS,LOW_MINUTES,,BPM_MAR25_EB,0,6,False,CONDITIONAL_IMPACT,5.93641335,-5.93641335,{},"[5.93641335,5.93641335]",HOME,"[0,0]",[]
2020-12-23_PHI_WAS,LOW_MINUTES,,BPM_MAR25_EB,0.5,6,False,CONDITIONAL_IMPACT,5.93641335,-5.93641335,{},"[5.93641335,5.93641335]",HOME,"[0,0]",[]
2020-12-23_PHI_WAS,LOW_MINUTES,,BPM_MAR25_EB,1,6,False,CONDITIONAL_IMPACT,5.93641335,-5.93641335,{},"[5.93641335,5.93641335]",HOME,"[0,0]",[]
2020-12-23_PHI_WAS,HIGH_MINUTES,,RAPTOR_RS_EB,0,6,False,CONDITIONAL_IMPACT,6.42359638,-6.42359638,{},"[6.42359638,6.42359638]",HOME,"[0,0]",[]
2020-12-23_PHI_WAS,HIGH_MINUTES,,RAPTOR_RS_EB,0.5,6,False,CONDITIONAL_IMPACT,6.42359638,-6.42359638,{},"[6.42359638,6.42359638]",HOME,"[0,0]",[]
2020-12-23_PHI_WAS,HIGH_MINUTES,,RAPTOR_RS_EB,1,6,False,CONDITIONAL_IMPACT,6.42359638,-6.42359638,{},"[6.42359638,6.42359638]",HOME,"[0,0]",[]
2020-12-23_PHI_WAS,HIGH_MINUTES,,BPM_MAR25_EB,0,6,False,CONDITIONAL_IMPACT,5.94207139,-5.94207139,{},"[5.94207139,5.94207139]",HOME,"[0,0]",[]
2020-12-23_PHI_WAS,HIGH_MINUTES,,BPM_MAR25_EB,0.5,6,False,CONDITIONAL_IMPACT,5.94207139,-5.94207139,{},"[5.94207139,5.94207139]",HOME,"[0,0]",[]
2020-12-23_PHI_WAS,HIGH_MINUTES,,BPM_MAR25_EB,1,6,False,CONDITIONAL_IMPACT,5.94207139,-5.94207139,{},"[5.94207139,5.94207139]",HOME,"[0,0]",[]
2020-12-23_PHX_DAL,LOW_MINUTES,,RAPTOR_RS_EB,0,4,False,CONDITIONAL_IMPACT,4.64496906,-4.64496906,{},"[4.64496906,4.64496906]",HOME,"[0,0]",[]
2020-12-23_PHX_DAL,LOW_MINUTES,,RAPTOR_RS_EB,0.5,4,False,CONDITIONAL_IMPACT,4.64496906,-4.64496906,{},"[4.64496906,4.64496906]",HOME,"[0,0]",[]
2020-12-23_PHX_DAL,LOW_MINUTES,,RAPTOR_RS_EB,1,4,False,CONDITIONAL_IMPACT,4.64496906,-4.64496906,{},"[4.64496906,4.64496906]",HOME,"[0,0]",[]
2020-12-23_PHX_DAL,LOW_MINUTES,,BPM_MAR25_EB,0,4,False,CONDITIONAL_IMPACT,4.17870456,-4.17870456,{},"[4.17870456,4.17870456]",HOME,"[0,0]",[]
2020-12-23_PHX_DAL,LOW_MINUTES,,BPM_MAR25_EB,0.5,4,False,CONDITIONAL_IMPACT,4.17870456,-4.17870456,{},"[4.17870456,4.17870456]",HOME,"[0,0]",[]
2020-12-23_PHX_DAL,LOW_MINUTES,,BPM_MAR25_EB,1,4,False,CONDITIONAL_IMPACT,4.17870456,-4.17870456,{},"[4.17870456,4.17870456]",HOME,"[0,0]",[]
2020-12-23_PHX_DAL,HIGH_MINUTES,,RAPTOR_RS_EB,0,4,False,CONDITIONAL_IMPACT,4.9674536,-4.9674536,{},"[4.9674536,4.9674536]",HOME,"[0,0]",[]
2020-12-23_PHX_DAL,HIGH_MINUTES,,RAPTOR_RS_EB,0.5,4,False,CONDITIONAL_IMPACT,4.9674536,-4.9674536,{},"[4.9674536,4.9674536]",HOME,"[0,0]",[]
2020-12-23_PHX_DAL,HIGH_MINUTES,,RAPTOR_RS_EB,1,4,False,CONDITIONAL_IMPACT,4.9674536,-4.9674536,{},"[4.9674536,4.9674536]",HOME,"[0,0]",[]
2020-12-23_PHX_DAL,HIGH_MINUTES,,BPM_MAR25_EB,0,4,False,CONDITIONAL_IMPACT,4.26805683,-4.26805683,{},"[4.26805683,4.26805683]",HOME,"[0,0]",[]
